"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,139297914,144158384,1,44975183
2020,139295836,144158437,3,44970469
2020,139298081,144158544,3,44975244
2020,139296036,144158609,1,44975261
2020,139304672,144167763,24,44976978
2020,139302434,144164020,27,44981667
2020,139302526,144164104,16,44977069
2020,139305148,144168206,19,44981738
2020,139305148,144168204,25,44981737
2020,139305149,144168206,25,44981740
2020,139305149,144168204,19,44981739
2020,139307959,144164631,3,44977191
2020,139308105,144164792,1,44977232
2020,139308105,144164789,1,44977230
2020,139308105,144164791,1,44977231
2020,139305711,144168715,1,44981871
2020,139305720,144164882,21,44977249
2020,139305860,144170034,3,44981915
2020,139305902,144170072,3,44977296
2020,139305961,144168917,18,44977310
2020,139305960,144168917,18,44981946
2020,139305974,144168930,9,44981947
2020,139306203,144170350,3,44977344
2020,139308653,144170448,18,44982006
2020,139306312,144170448,18,44977359
2020,139308675,144170478,16,44982017
2020,139306523,144169373,18,44982049
2020,139308835,144169373,18,44982047
2020,139308867,144170689,18,44982062
2020,139308867,144169404,18,44982061
2020,139306641,144169490,3,44982083
2020,139306672,144170832,21,44982088
2020,139306674,144170831,21,44982089
2020,139306674,144170832,25,44982090
2020,139265678,144130037,16,44967473
2020,139266856,144131240,1,44972242
2020,139266856,144136111,15,44967821
2020,139267855,144137068,3,44968029
2020,139273214,144132652,5,44972462
2020,139273214,144137404,19,44968104
2020,139272409,144137821,3,44972594
2020,139273781,144133224,21,44972631
2020,139275118,144139441,1,44972909
2020,139279096,144139774,3,44968527
2020,139279310,144145036,19,44973017
2020,139279569,144140284,17,44968611
2020,139279745,144140457,24,44973171
2020,139276354,144140471,24,44973176
2020,139276358,144140471,24,44968672
2020,139276398,144145677,18,44973196
2020,139280684,144146768,3,44973450
2020,139277613,144141448,18,44973476
2020,139283981,144142529,18,44973692
2020,139281921,144148260,9,44973707
2020,139291374,144153081,20,44970080
2020,139295756,144158363,24,44975179
2020,139240832,144105465,3,44959880
2020,139247926,144104551,26,44964451
2020,139246500,144112426,21,44960915
2020,139251593,144112641,13,44960962
2020,139269110,144124950,17,44971941
2020,139267870,144132283,24,44972412
2020,139272127,144132807,17,44972491
2020,139273641,144137837,18,44972599
2020,139273719,144133171,21,44968245
2020,139278821,144134533,21,44968480
2020,139280789,144141499,18,44973489
2020,139281047,144141754,18,44973547
2020,139281739,144148044,3,44969055
2020,139284152,144148323,18,44969089
2020,139285174,144143515,21,44973871
2020,139293631,144156348,24,44974671
2020,139293628,144156348,24,44974670
2020,139292118,144157602,1,44970243
2020,139295060,144153965,24,44970255
2020,139295947,144154862,24,44970504
2020,139298095,144158556,18,44970514
2020,139298122,144154915,3,44975255
2020,139296137,144160064,18,44970565
2020,139305006,144168108,21,44981703
2020,139302598,144168137,3,44977079
2020,139302705,144164334,16,44977115
2020,139302718,144168231,1,44981753
2020,139305427,144168447,18,44981807
2020,139305774,144168770,24,44977271
2020,139305808,144169974,18,44981894
2020,139305901,144168872,18,44981929
2020,139305917,144170084,19,44977303
2020,139305919,144170084,16,44981940
2020,139308569,144170335,18,44981980
2020,139308711,144169268,3,44977367
2020,139269458,144135146,24,44967566
2020,139265918,144130279,24,44967577
2020,139265918,144135154,24,44972047
2020,139269571,144130373,21,44972067
2020,139272322,144132996,17,44968195
2020,139273535,144132996,16,44972557
2020,139273532,144132996,22,44972556
2020,139272455,144137871,7,44968234
2020,139272894,144133536,18,44972694
2020,139280514,144141225,3,44968866
2020,139283439,144147648,18,44969022
2020,139283481,144147694,18,44969028
2020,139283816,144148012,16,44973675
2020,139286040,144144214,14,44974036
2020,139294178,144156910,24,44974822
2020,139292387,144157861,18,44970300
2020,139295318,144157861,25,44975047
2020,139295318,144157860,18,44975046
2020,139292387,144157860,25,44975042
2020,139265669,144130034,8,44967469
2020,139265711,144129967,27,44971973
2020,139269503,144130298,18,44972051
2020,139267417,144136655,3,44967929
2020,139273666,144137859,24,44968231
2020,139273666,144137857,24,44968230
2020,139279208,144134928,24,44972993
2020,139279505,144145288,1,44968597
2020,139276107,144145359,18,44973086
2020,139277223,144146472,3,44973395
2020,139282415,144143035,16,44969171
2020,139282431,144143054,24,44973786
2020,139295760,144158311,3,44970438
2020,139309585,144171559,21,44977560
2020,139307499,144171639,27,44982292
2020,139307527,144171671,3,44977587
2020,139309721,144175130,1,44977590
2020,139307564,144175130,1,44982305
2020,139307562,144175130,3,44982304
2020,139309913,144171916,3,44977643
2020,139312915,144175446,24,44982380
2020,139312937,144172092,10,44982385
2020,139313054,144172206,16,44982424
2020,139310190,144172206,16,44977712
2020,139313175,144172319,7,44982452
2020,139313207,144172344,16,44982458
2020,139235788,144105467,17,44959881
2020,139235785,144105463,21,44964019
2020,139241903,144106263,25,44960090
2020,139241903,144106262,19,44964177
2020,139241901,144106262,25,44964175
2020,139241901,144106263,19,44964176
2020,139237342,144106966,1,44964345
2020,139237649,144107231,16,44960381
2020,139243444,144104453,3,44960447
2020,139249353,144108889,17,44964661
2020,139250061,144109613,17,44964793
2020,139250071,144109613,22,44964795
2020,139246171,144115510,15,44964956
2020,139246171,144112109,17,44960857
2020,139250952,144112108,18,44964958
2020,139250997,144115569,1,44960863
2020,139251003,144112162,3,44964968
2020,139251030,144115583,3,44964971
2020,139246416,144115801,18,44965017
2020,139246470,144112386,18,44960907
2020,139251449,144115998,18,44965068
2020,139251430,144112500,19,44960929
2020,139251548,144112599,21,44960952
2020,139251528,144112600,21,44960947
2020,139251528,144112599,25,44965088
2020,139251548,144112600,25,44965091
2020,139246680,144116098,21,44965084
2020,139246715,144116116,1,44960951
2020,139306672,144170831,25,44982087
2020,139309014,144169547,24,44982098
2020,139309023,144170871,24,44982106
2020,139306741,144170886,18,44982112
2020,139306793,144169600,17,44982121
2020,139306828,144170973,3,44982124
2020,139306894,144171052,25,44977455
2020,139306894,144171051,1,44977454
2020,139306901,144171055,3,44982134
2020,139306980,144169709,5,44982168
2020,139309223,144171160,24,44982172
2020,139309288,144169771,16,44977476
2020,139309295,144169777,7,44982183
2020,139309299,144169783,21,44977480
2020,139307271,144171401,24,44982217
2020,139307303,144171435,24,44977522
2020,139307313,144169923,5,44977523
2020,139307386,144171527,18,44977549
2020,139307430,144175016,24,44982275
2020,139307478,144175064,3,44982277
2020,139309645,144175069,1,44982283
2020,139309668,144171646,16,44977581
2020,139309675,144175095,1,44977583
2020,139307522,144171664,18,44982299
2020,139307566,144171716,5,44982306
2020,139307604,144175158,21,44982312
2020,139309770,144171768,1,44977602
2020,139307626,144171773,18,44982316
2020,139307626,144171770,18,44982314
2020,139309796,144171806,3,44982321
2020,139307669,144171806,16,44982324
2020,139309806,144171815,3,44982327
2020,139307694,144171838,27,44977610
2020,139309852,144175257,18,44982336
2020,139309956,144175357,1,44977655
2020,139309956,144175358,1,44982353
2020,139310004,144172019,1,44977666
2020,139310025,144172048,16,44982375
2020,139312938,144172093,16,44982386
2020,139312945,144172095,21,44982392
2020,139310157,144175553,24,44977696
2020,139310168,144175556,24,44977700
2020,139313090,144172234,3,44982434
2020,139310272,144175669,21,44977747
2020,139310298,144175694,24,44977763
2020,139272670,144133315,16,44968279
2020,139279514,144145303,19,44973078
2020,139277227,144146482,3,44973399
2020,139281336,144147534,26,44973613
2020,139281475,144142169,15,44969029
2020,139283833,144142398,3,44969054
2020,139288562,144144129,3,44969362
2020,139291160,144152924,3,44974736
2020,139291470,144156930,3,44974834
2020,139292291,144157764,18,44975015
2020,139295916,144154829,3,44975228
2020,139304620,144167714,3,44976953
2020,139305163,144168216,16,44977113
2020,139305421,144164589,13,44981806
2020,139307968,144164646,5,44977195
2020,139305529,144164698,4,44977205
2020,139305747,144164916,1,44977256
2020,139305986,144170140,24,44981948
2020,139306492,144169354,3,44977389
2020,139306510,144169366,24,44977393
2020,139308824,144169366,18,44977392
2020,139308827,144169366,24,44982044
2020,139306676,144169513,24,44982091
2020,139308982,144169513,25,44977414
2020,139306676,144169510,3,44977412
2020,139308982,144169510,24,44977413
2020,139309024,144170872,27,44982107
2020,139307064,144169761,16,44982177
2020,139309397,144171356,3,44982208
2020,139309460,144171406,24,44977512
2020,139309460,144171407,24,44977513
2020,139307668,144175217,3,44982323
2020,139309798,144175216,3,44982325
2020,139307668,144175216,25,44982322
2020,139309798,144175217,25,44977606
2020,139307802,144175339,9,44977650
2020,139310268,144172308,24,44977745
2020,139313243,144172377,1,44982467
2020,139313243,144172376,18,44977773
2020,139313258,144172394,25,44982479
2020,139310330,144172394,17,44982477
2020,139310330,144172392,25,44982476
2020,139313258,144172392,5,44977781
2020,139269214,144130051,16,44967475
2020,139265985,144135257,24,44967600
2020,139275445,144134804,16,44968524
2020,139279071,144134804,1,44972965
2020,139276282,144145563,24,44973151
2020,139280658,144146756,27,44973443
2020,139281457,144142153,1,44969027
2020,139281648,144147921,16,44973663
2020,139282015,144148369,1,44973724
2020,139288723,144150166,1,44974045
2020,139294114,144153099,24,44974807
2020,139291327,144153099,20,44970078
2020,139292521,144154330,17,44970343
2020,139295542,144158058,17,44975111
2020,139276445,144145707,24,44968705
2020,139277694,144146938,5,44968907
2020,139285249,144149361,3,44973881
2020,139288538,144144102,1,44974015
2020,139285931,144144102,24,44974016
2020,139290809,144152508,3,44969909
2020,139294263,144153244,24,44970115
2020,139298005,144158463,18,44970481
2020,139298005,144154774,18,44975204
2020,139298005,144154776,18,44970472
2020,139295886,144158463,18,44975213
2020,139298005,144158461,18,44970476
2020,139295886,144154773,18,44975211
2020,139295886,144154776,18,44970483
2020,139298005,144154773,18,44975203
2020,139295886,144158461,18,44970484
2020,139295886,144154774,18,44975212
2020,139251566,144112636,19,44965093
2020,139246746,144112646,17,44965096
2020,139246756,144116158,3,44960959
2020,139251595,144116145,1,44960963
2020,139246922,144112804,21,44961003
2020,139251789,144116356,3,44965140
2020,139251830,144116412,16,44965151
2020,139247048,144116461,18,44961034
2020,139247184,144113039,1,44965187
2020,139247184,144113041,25,44965188
2020,139252091,144113120,24,44961063
2020,139252727,144117290,3,44965329
2020,139252730,144117290,13,44965332
