"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,139595920,4
2020,147938457,5
2020,139591448,5
2020,147938464,5
2020,147936332,4
2020,147936430,4
2020,147938886,5
2020,147938888,5
2020,147936488,2
2020,139592509,4
2020,139597442,5
2020,139592693,4
2020,139592842,4
2020,147936514,4
2020,147938935,4
2020,147936539,5
2020,147936547,5
2020,147938943,5
2020,147936554,4
2020,147936586,5
2020,147938972,5
2020,147939330,5
2020,147939548,3
2020,147937373,5
2020,147937378,4
2020,147937392,5
2020,147937749,5
2020,147943226,5
2020,147943230,5
2020,147943242,5
2020,139493976,5
2020,139478595,4
2020,139477174,5
2020,139477179,5
2020,139445311,4
2020,139441074,4
2020,139477309,4
2020,139445993,4
2020,139447277,4
2020,139500937,5
2020,139453686,5
2020,139455164,4
2020,139482268,4
2020,139485564,5
2020,139485880,4
2020,139488480,4
2020,139486438,5
2020,139456569,5
2020,139456851,5
2020,139457612,5
2020,139451245,5
2020,139486462,4
2020,139490447,5
2020,139452027,4
2020,139491306,5
2020,139459511,5
2020,139459510,5
2020,139476921,5
2020,139477020,4
2020,139478861,5
2020,139477365,5
2020,139478957,4
2020,139477421,4
2020,139479094,5
2020,139479289,5
2020,139477868,4
2020,139479766,4
2020,139479786,5
2020,139483724,4
2020,139481260,4
2020,139481270,4
2020,139481653,5
2020,139482061,4
2020,139484864,4
2020,139486594,2
2020,139486594,4
2020,139511115,4
2020,139490139,4
2020,139487382,4
2020,139490519,4
2020,139490578,4
2020,139487544,4
2020,139490596,1
2020,139487610,5
2020,139487627,4
2020,139487625,4
2020,139487631,4
2020,139490997,5
2020,139493027,5
2020,139491157,5
2020,139491254,5
2020,139491378,4
2020,139491409,5
2020,139491428,5
2020,139493544,5
2020,139492062,5
2020,139492609,5
2020,139494821,5
2020,139494966,5
2020,139495342,4
2020,139495345,4
2020,139499060,4
2020,139499192,5
2020,139495496,6
2020,145176913,5
2020,145178613,5
2020,145177136,5
2020,145179043,4
2020,145179103,4
2020,145179252,4
2020,145183006,4
2020,145183146,5
2020,145184134,4
2020,145184281,4
2020,145184720,5
2020,145184897,4
2020,145181146,4
2020,145181146,3
2020,145184972,4
2020,145185197,5
2020,145186145,5
2020,145186151,4
2020,145182289,5
2020,145182300,5
2020,145182559,5
2020,145186605,4
2020,145182604,4
2020,145186769,4
2020,145182761,4
2020,145186935,5
2020,145187938,4
2020,145187208,5
2020,145188044,4
2020,145192928,4
2020,145193276,5
2020,145188997,4
2020,145193469,4
2020,145193519,4
2020,145193807,5
2020,145193820,5
2020,145193821,5
2020,145189416,4
2020,145189417,4
2020,145189433,5
2020,145193949,4
2020,145189750,4
2020,145194287,4
2020,145189863,4
2020,145194611,4
2020,145194608,5
2020,145190065,5
2020,145190119,4
2020,145195222,4
2020,145190527,3
2020,145190541,4
2020,145190736,6
2020,145190737,4
2020,145195783,5
2020,145196059,5
2020,145196106,5
2020,143699587,5
2020,143691685,5
2020,143700202,5
2020,143700815,4
2020,143701024,4
2020,143692747,5
2020,143703312,5
2020,143703504,4
2020,143702418,4
2020,143704174,4
2020,143708160,4
2020,143704407,5
2020,143708413,5
2020,143709336,5
2020,145185001,5
2020,145182272,5
2020,145182273,5
2020,145186272,4
2020,145182291,4
2020,145182329,5
2020,145182785,5
2020,145187833,5
2020,145193401,4
2020,145193810,5
2020,145193939,5
2020,145189566,5
2020,145194066,5
2020,145189921,5
2020,145194682,5
2020,145194901,4
2020,145195871,4
2020,145195910,5
2020,145196265,2
2020,146975583,1
2020,146975624,4
2020,146975740,4
2020,146975777,5
2020,146977985,4
2020,146975787,5
2020,146977995,5
2020,146975811,4
2020,146978010,5
2020,146975822,4
2020,146975840,4
2020,146975844,4
2020,146975876,5
2020,146975907,4
2020,146975910,5
2020,146978086,4
2020,146978094,4
2020,146975991,4
2020,146976010,4
2020,146978125,2
2020,146978125,6
2020,146976038,5
2020,146976035,4
2020,146976041,4
2020,146978144,5
2020,146976043,4
2020,146978176,5
2020,146976136,5
2020,146976149,4
2020,146978191,5
2020,146976139,5
2020,146976193,4
2020,146978241,4
2020,146978241,3
2020,146976270,4
2020,146978310,6
2020,146978310,7
2020,146978310,4
2020,146978314,4
2020,146978341,4
2020,146976446,2
2020,146976457,4
2020,146976503,4
2020,146978397,4
2020,146976514,5
2020,146976529,5
2020,146976533,5
2020,146976550,4
2020,146976558,5
2020,146978421,4
2020,146978420,4
2020,146976580,5
2020,146976601,4
2020,145970196,5
2020,145970252,4
2020,145973444,4
2020,145973474,5
2020,145973854,5
2020,145971374,4
2020,145971381,4
2020,145971467,5
2020,145974225,5
2020,145971679,5
2020,145974401,5
2020,145974517,5
2020,145971847,4
2020,145971856,5
2020,145971906,5
2020,145974714,4
2020,145972012,2
2020,145974714,2
2020,145974717,4
2020,145974715,4
2020,145974716,2
2020,145972013,4
2020,145972012,4
2020,145974716,4
2020,145972051,4
2020,145974778,4
2020,145974870,5
2020,145974913,4
2020,145972369,5
2020,145977903,4
2020,145978041,4
2020,145978039,4
2020,145975692,5
2020,145975697,4
2020,145978242,4
2020,145978661,4
2020,145976265,1
2020,145976382,5
2020,145979070,5
2020,145979143,4
2020,145979331,4
2020,145979367,4
2020,145976922,3
2020,145979597,5
2020,145979818,5
2020,145977538,4
2020,145980058,5
2020,145977808,4
2020,145980515,5
2020,145980519,4
2020,145983273,5
2020,145983266,5
2020,145983326,5
2020,145983410,4
2020,145983414,5
2020,145981658,4
2020,145981786,5
2020,145981839,5
2020,145981963,5
2020,145984616,6
2020,145984616,2
2020,145183429,4
2020,145184294,5
2020,145180617,5
2020,145184734,5
2020,145181106,5
2020,145185195,4
2020,145185653,4
2020,145185656,5
2020,145185675,4
2020,145185725,5
2020,145185857,4
2020,145186266,4
2020,145186973,4
2020,145187838,5
2020,145187892,4
2020,145189083,2
2020,145189096,2
2020,145189096,4
2020,145193661,4
2020,145189327,5
2020,145194032,4
2020,145194169,5
2020,145189850,4
2020,145194549,4
2020,145195326,4
2020,145195537,4
2020,145195782,4
2020,145195898,4
2020,145176613,5
2020,145178405,5
2020,145176661,4
2020,145179289,4
2020,145179353,5
2020,145183161,4
2020,145183267,5
2020,145183328,5
2020,145183652,3
2020,145180348,4
2020,145180905,4
2020,145180951,4
2020,145185282,4
2020,145181499,4
2020,145181520,4
2020,145185454,5
2020,145181599,4
2020,145182042,4
2020,145182133,5
2020,145186979,6
2020,145188034,5
2020,145188201,5
2020,145187440,5
2020,145187569,4
2020,145189146,4
2020,145190141,5
2020,145194865,4
2020,145186714,6
2020,145187866,5
2020,145188840,4
2020,145193399,4
2020,145193470,5
2020,145193792,4
2020,145194098,5
2020,145189718,5
2020,145190251,5
2020,145190248,5
2020,145190935,5
2020,145195916,5
2020,145196177,4
2020,145196438,5
2020,145196468,8
2020,145196489,5
2020,145196526,5
2020,145196523,5
2020,145196673,3
2020,145191783,2
2020,145196994,5
2020,145197124,5
2020,145192089,5
2020,145973107,4
2020,145970395,5
2020,145970561,2
2020,145973537,5
2020,145970939,4
2020,145973628,4
2020,145974319,5
2020,145974407,2
2020,145974407,3
2020,145974449,5
2020,145971826,4
2020,145971933,5
2020,145971934,5
2020,145971929,5
2020,145971924,5
2020,145971968,1
2020,145972090,4
2020,145972096,4
2020,145972141,4
2020,145974914,4
2020,145975064,4
2020,145972541,5
2020,145972582,4
2020,145180620,3
2020,145185083,4
2020,145181582,1
2020,145185464,4
2020,145181768,4
2020,145182009,4
2020,145186065,4
2020,145182100,4
2020,145186209,4
2020,145186509,4
2020,145182598,4
2020,145187360,4
2020,145187628,5
2020,145187697,4
2020,145187696,5
2020,145188770,5
2020,145193363,5
2020,145194177,5
2020,145194183,5
2020,145189675,5
2020,145195612,4
2020,145195618,4
2020,145190954,5
2020,145196474,5
2020,145196941,5
2020,145197039,5
2020,145192000,4
2020,145197090,4
2020,145197143,5
2020,145192098,5
2020,145192119,5
2020,145192128,5
2020,145192134,5
2020,145970285,4
2020,145970296,5
2020,145973117,5
2020,145970697,4
2020,145970782,4
2020,145973556,4
2020,145971104,4
2020,145973905,4
2020,145971687,5
2020,145971786,5
2020,145974565,5
2020,145974634,5
2020,145974635,5
2020,145974782,5
2020,145972259,5
2020,145972861,5
2020,145972863,5
2020,145978135,5
2020,145975836,5
2020,145976134,5
2020,145976247,4
2020,145978672,5
2020,145976426,4
2020,145976601,5
2020,145979204,4
2020,145979270,5
2020,145979434,4
2020,145979438,6
2020,145979438,4
2020,145977074,5
2020,145979618,4
2020,145979629,5
2020,145977195,5
2020,145979750,4
2020,145977583,4
2020,145977718,5
2020,145977735,5
2020,145980374,5
2020,145977826,5
2020,145980465,4
2020,145980466,4
2020,145982937,4
2020,145982992,5
2020,145980601,5
2020,145980769,4
2020,145981031,4
2020,145983375,4
2020,145981053,4
2020,145983549,5
2020,145983610,5
2020,145983781,5
2020,145983812,4
2020,145981593,2
2020,145984018,5
2020,145981805,5
2020,145984079,4
2020,145984173,5
2020,145984218,4
2020,145984268,4
2020,145982318,5
2020,145982379,4
2020,145984584,4
2020,145984617,5
2020,145975514,5
2020,145975553,5
2020,145977961,5
2020,145978004,4
2020,145978037,4
2020,145975822,4
2020,145975822,8
2020,145978432,5
2020,145978457,4
2020,145976153,5
2020,145978607,5
2020,145978611,5
2020,145978718,5
2020,145979107,4
2020,145976844,5
2020,145979455,4
2020,145977320,4
2020,145980191,5
2020,145980189,5
2020,145980317,7
2020,145980331,5
2020,145980354,5
2020,145980435,6
2020,145983372,4
2020,145981182,1
2020,145981387,5
2020,145981375,5
2020,145983955,4
2020,145981809,5
2020,145984198,5
2020,145984302,5
2020,145982168,4
2020,145982281,5
2020,145984521,5
2020,145982363,4
2020,145984638,5
2020,145970388,4
2020,145970458,4
2020,145970589,4
2020,145970682,5
2020,145973393,5
2020,145970789,5
2020,145973436,4
2020,145970819,4
2020,145971050,4
2020,145971181,5
2020,145971266,5
2020,145971376,5
2020,145971373,5
2020,145971465,4
2020,145971534,4
2020,145974241,4
2020,145974241,3
2020,145971567,5
2020,145971774,4
2020,145974671,5
2020,145974775,4
2020,145974985,5
2020,145975005,4
2020,145972428,4
2020,145972831,5
2020,145975431,5
2020,145975517,4
2020,145975594,4
2020,145975615,2
2020,145978020,4
2020,145978231,5
2020,145978308,4
2020,145976073,4
2020,145978663,4
2020,145978667,4
2020,145976254,5
2020,145978693,4
2020,145978890,5
2020,145976484,4
2020,145979064,4
2020,145976658,5
2020,145976824,5
2020,145979406,5
2020,145976867,4
2020,145976866,4
2020,145979606,5
2020,145979679,4
2020,145979906,5
2020,145977426,5
2020,145979946,5
2020,145977497,6
2020,145980173,4
2020,145980176,5
2020,145980175,5
2020,145980227,4
2020,145980416,4
2020,145980916,5
2020,145983470,5
2020,145983490,5
2020,145983528,4
2020,145983596,5
2020,145981325,5
2020,145981517,4
2020,145981591,5
2020,145981597,4
2020,145983905,5
2020,145984057,4
2020,145984067,4
2020,145981846,5
2020,145981877,5
2020,145981880,4
2020,145981929,4
2020,145984179,4
2020,145982063,4
2020,145984274,6
2020,145982304,4
2020,145982300,5
2020,145982327,2
2020,145984634,5
2020,145970322,4
2020,145973093,5
2020,145973121,4
2020,145973356,4
2020,145970891,4
2020,145973559,4
2020,145973563,5
2020,145973787,5
2020,145971255,5
2020,145973932,5
2020,145971301,4
2020,145971482,4
2020,145971498,4
2020,145971598,4
2020,145971939,5
2020,145974756,4
2020,145974776,4
2020,145972074,4
2020,145974846,4
2020,145972134,5
2020,145974852,5
2020,145974938,5
2020,145972223,4
2020,145972231,4
2020,145972375,4
2020,145972706,4
2020,145975486,5
2020,145977904,4
2020,145978275,5
2020,145978336,4
2020,145978773,4
2020,145976345,5
2020,145978875,5
2020,145978898,5
2020,145979024,5
2020,145979066,5
2020,145979094,1
2020,145979173,5
2020,145976684,5
2020,145976758,5
2020,145979463,4
2020,145976988,6
2020,145976988,2
2020,145979611,5
2020,145977111,4
2020,145979757,5
2020,145979903,4
2020,145977401,4
2020,145980105,5
2020,145980135,5
2020,145977648,4
2020,145977793,5
2020,145980456,4
2020,145980986,5
2020,145983428,5
2020,145981164,1
2020,145983484,5
2020,145981240,5
2020,145983534,4
2020,145983545,5
2020,145983583,4
2020,145983813,4
2020,145981794,2
2020,145982117,5
2020,145973046,5
2020,145973240,5
2020,145973650,4
2020,145973826,4
2020,145971324,2
2020,145971324,6
2020,145971325,6
2020,145971379,4
2020,145971462,5
2020,145974288,6
2020,145971574,5
2020,145974402,4
2020,145971716,4
2020,145974502,4
2020,145971806,5
2020,145971819,5
