"","combo","partner_crime","child_crime","stranger_crime","burglary_home_stranger","victim_male","victim_female","victim_unknown_sex","offender_male","offender_female","offender_unknown_sex","victim_minor","victim_adult","offender_minor","offender_adult"
"303","ALLEGAN-MI-2018-2",91,119,123,0,170,260,1,430,168,26,64,365,64,365
"304","ALLEGAN-MI-2018-3",106,114,148,0,204,241,6,438,193,36,92,357,92,357
"305","ALLEGAN-MI-2018-4",103,117,135,0,191,260,3,465,175,39,51,397,51,397
"306","ALLEGAN-MI-2018-5",98,120,155,0,245,296,2,506,221,45,77,456,77,456
"307","ALLEGAN-MI-2018-6",91,97,149,0,262,294,0,480,231,46,50,499,50,499
"308","ALLEGAN-MI-2018-7",108,113,163,0,283,307,1,523,183,75,57,531,57,531
"309","ALLEGAN-MI-2018-8",112,140,173,0,322,331,0,576,233,57,56,593,56,593
"310","ALLEGAN-MI-2018-9",115,149,186,10,335,317,1,603,201,46,84,556,84,556
"311","ALLEGHANY-VA-2018-1",17,16,20,0,34,21,0,63,26,0,18,37,18,37
"312","ALLEGHANY-VA-2018-10",6,9,14,0,16,22,0,45,8,0,11,27,11,27
"313","ALLEGHANY-VA-2018-11",7,6,5,0,16,13,0,32,12,0,5,24,5,24
"314","ALLEGHANY-VA-2018-12",6,5,9,0,24,7,0,40,11,0,3,28,3,28
"315","ALLEGHANY-VA-2018-2",7,9,7,0,13,14,0,43,13,0,7,20,7,20
"316","ALLEGHANY-VA-2018-3",7,5,13,0,19,13,0,44,33,0,5,25,5,25
"317","ALLEGHANY-VA-2018-4",13,10,10,0,23,27,0,48,24,0,3,41,3,41
"318","ALLEGHANY-VA-2018-5",6,3,12,0,17,26,0,49,27,0,2,41,2,41
"319","ALLEGHANY-VA-2018-6",38,34,21,0,30,40,0,75,12,0,32,38,32,38
"320","ALLEGHANY-VA-2018-7",5,2,3,0,12,17,0,35,19,0,0,29,0,29
"321","ALLEGHANY-VA-2018-8",14,15,9,0,14,24,0,58,20,0,11,26,11,26
"322","ALLEGHANY-VA-2018-9",9,9,9,0,24,17,0,39,8,0,10,31,10,31
"323","ALLEGHENY-PA-2018-1",0,0,1,0,1,0,0,0,1,0,0,1,0,1
"324","ALLEGHENY-PA-2018-3",0,0,0,0,0,1,0,0,0,0,0,1,0,1
"325","ALLEGHENY-PA-2018-4",0,0,0,0,0,1,0,0,1,0,0,1,0,1
"326","ALLEGHENY-PA-2018-5",0,0,0,0,0,1,0,0,0,0,0,1,0,1
"327","ALLEGHENY-PA-2018-7",0,0,0,0,1,1,0,1,0,0,0,2,0,2
"328","ALLEGHENY-PA-2018-8",1,0,0,0,0,1,0,1,1,0,0,1,0,1
"329","ALLEN-IN-2018-1",0,0,0,0,1,0,0,7,4,0,0,1,0,1
"330","ALLEN-IN-2018-10",2,3,2,0,1,2,1,32,11,0,2,1,2,1
"331","ALLEN-IN-2018-11",3,4,0,0,1,6,0,10,1,0,0,7,0,7
"332","ALLEN-IN-2018-12",0,2,0,0,4,3,0,27,9,0,0,6,0,6
"333","ALLEN-IN-2018-2",0,0,0,0,37,1,0,62,3,0,0,38,0,38
"334","ALLEN-IN-2018-3",0,0,0,0,3,1,0,10,8,0,0,4,0,4
"335","ALLEN-IN-2018-4",0,0,0,0,4,0,0,31,8,0,0,4,0,4
"336","ALLEN-IN-2018-5",0,0,0,0,0,1,0,16,8,2,0,1,0,1
"337","ALLEN-IN-2018-6",0,1,0,0,4,6,0,16,6,0,0,8,0,8
"338","ALLEN-IN-2018-7",0,1,1,0,3,1,0,18,4,0,0,4,0,4
"339","ALLEN-IN-2018-8",0,0,0,0,1,2,0,20,5,0,0,3,0,3
"340","ALLEN-IN-2018-9",3,3,1,0,3,4,0,46,4,0,3,4,3,4
"341","ALLEN-KS-2018-1",13,6,14,0,33,31,0,89,38,0,7,57,7,57
"342","ALLEN-KS-2018-10",16,14,13,0,38,29,0,73,35,0,3,64,3,64
"343","ALLEN-KS-2018-11",6,6,5,0,43,38,0,67,39,0,2,79,2,79
"344","ALLEN-KS-2018-12",15,13,12,0,46,33,0,112,22,0,2,77,2,77
"345","ALLEN-KS-2018-2",9,8,9,0,19,23,0,66,31,0,6,35,6,35
"346","ALLEN-KS-2018-3",21,12,12,0,22,36,0,51,22,1,7,47,7,47
"347","ALLEN-KS-2018-4",9,9,12,0,42,40,0,78,37,1,13,69,13,69
"348","ALLEN-KS-2018-5",9,5,8,0,36,28,0,53,19,1,2,61,2,61
"349","ALLEN-KS-2018-6",12,13,7,0,46,76,0,148,29,2,6,116,6,116
"350","ALLEN-KS-2018-7",11,9,10,0,39,38,0,59,44,0,5,72,5,72
"351","ALLEN-KS-2018-8",13,12,11,0,30,36,0,62,30,0,1,65,1,65
"352","ALLEN-KS-2018-9",10,9,15,0,44,36,0,49,20,0,7,73,7,73
"353","ALLEN-KY-2018-1",3,5,3,0,45,15,0,52,25,0,2,58,2,58
"354","ALLEN-KY-2018-10",13,13,11,0,26,26,0,45,16,0,9,43,9,43
"355","ALLEN-KY-2018-11",1,12,6,0,25,24,0,31,22,0,4,36,4,36
"356","ALLEN-KY-2018-12",1,6,1,0,27,20,0,38,23,0,0,47,0,47
"357","ALLEN-KY-2018-2",0,0,0,0,18,9,0,22,15,0,0,26,0,26
"358","ALLEN-KY-2018-3",10,28,25,0,26,54,0,63,48,0,15,50,15,50
"359","ALLEN-KY-2018-4",3,19,5,0,38,29,0,46,28,0,6,57,6,57
"360","ALLEN-KY-2018-5",10,14,9,0,42,40,0,62,39,0,12,59,12,59
"361","ALLEN-KY-2018-6",10,9,3,0,19,25,0,41,17,0,2,40,2,40
"362","ALLEN-KY-2018-7",4,7,2,0,31,32,0,50,23,0,7,54,7,54
"363","ALLEN-KY-2018-8",5,6,4,0,29,17,0,67,18,0,6,40,6,40
"364","ALLEN-KY-2018-9",30,43,16,0,51,46,0,57,39,0,10,87,10,87
"365","ALLEN-OH-2018-1",5,11,4,0,18,12,8,24,9,8,1,33,1,33
"366","ALLEN-OH-2018-10",1,4,1,0,18,19,2,24,14,10,0,39,0,39
"367","ALLEN-OH-2018-11",1,10,1,0,15,19,5,34,17,7,7,28,7,28
"368","ALLEN-OH-2018-12",0,8,0,0,11,15,2,17,20,1,0,26,0,26
"369","ALLEN-OH-2018-2",2,14,1,0,18,13,2,28,6,4,3,30,3,30
"370","ALLEN-OH-2018-3",2,15,3,0,25,18,4,31,15,6,4,42,4,42
"371","ALLEN-OH-2018-4",6,13,7,0,26,24,0,30,16,15,8,42,8,42
"372","ALLEN-OH-2018-5",5,14,8,0,23,19,1,29,16,7,1,38,1,38
"373","ALLEN-OH-2018-6",3,11,3,0,20,15,9,19,19,11,4,37,4,37
"374","ALLEN-OH-2018-7",7,27,2,0,26,31,4,34,18,17,9,49,9,49
"375","ALLEN-OH-2018-8",8,9,5,0,14,29,0,24,8,10,2,40,2,40
"376","ALLEN-OH-2018-9",5,15,4,0,14,19,2,30,15,8,7,28,7,28
"377","ALLENDALE-SC-2018-1",2,2,0,0,6,6,0,8,1,7,0,12,0,12
"378","ALLENDALE-SC-2018-10",8,6,9,0,16,15,1,13,4,21,0,31,0,31
"379","ALLENDALE-SC-2018-11",2,2,5,0,8,15,0,9,4,29,1,22,1,22
"380","ALLENDALE-SC-2018-12",4,4,5,0,9,14,0,15,0,15,2,21,2,21
"381","ALLENDALE-SC-2018-2",1,2,3,0,19,9,0,16,5,17,1,26,1,26
"382","ALLENDALE-SC-2018-3",8,8,7,0,6,6,0,13,0,7,0,12,0,12
"383","ALLENDALE-SC-2018-4",2,2,4,0,6,11,1,8,3,12,0,17,0,17
"384","ALLENDALE-SC-2018-5",3,5,5,0,9,14,0,13,5,10,5,17,5,17
"385","ALLENDALE-SC-2018-6",4,4,2,0,4,25,0,20,3,18,0,25,0,25
"386","ALLENDALE-SC-2018-7",7,5,8,0,17,17,0,22,4,19,1,31,1,31
"387","ALLENDALE-SC-2018-8",7,6,7,0,17,13,0,17,3,20,1,28,1,28
"388","ALLENDALE-SC-2018-9",5,4,5,0,7,8,0,10,2,17,1,14,1,14
"389","ALPENA-MI-2018-1",7,4,26,0,37,45,0,82,43,0,3,79,3,79
"390","ALPENA-MI-2018-10",21,21,28,0,66,58,0,109,44,0,16,106,16,106
"391","ALPENA-MI-2018-11",14,16,29,0,28,35,0,59,33,0,13,50,13,50
"392","ALPENA-MI-2018-12",9,11,21,0,53,22,0,81,34,0,13,62,13,62
"393","ALPENA-MI-2018-2",9,14,27,0,27,40,0,59,39,0,10,57,10,57
"394","ALPENA-MI-2018-3",13,25,20,0,31,42,0,75,40,0,9,64,9,64
"395","ALPENA-MI-2018-4",11,9,28,0,32,43,0,82,29,0,11,64,11,64
"396","ALPENA-MI-2018-5",11,11,33,0,45,40,0,86,36,0,1,84,1,84
"397","ALPENA-MI-2018-6",5,8,16,0,31,29,0,47,22,0,9,49,9,49
"398","ALPENA-MI-2018-7",11,15,26,0,48,54,0,112,24,0,14,88,14,88
"399","ALPENA-MI-2018-8",17,16,42,0,68,61,0,138,40,0,22,107,22,107
"400","ALPENA-MI-2018-9",11,10,27,0,62,53,0,106,24,0,12,102,12,102
"401","AMELIA-VA-2018-1",1,2,1,0,22,9,0,43,5,0,0,31,0,31
"402","AMELIA-VA-2018-10",3,3,8,0,24,17,0,31,19,0,2,39,2,39
"403","AMELIA-VA-2018-11",4,4,7,0,31,27,1,12,6,0,7,51,7,51
"404","AMELIA-VA-2018-12",6,3,9,0,19,12,0,27,10,0,1,30,1,30
"405","AMELIA-VA-2018-2",14,10,8,0,16,25,0,27,19,0,3,38,3,38
"406","AMELIA-VA-2018-3",9,10,11,0,9,23,2,24,10,0,5,28,5,28
"407","AMELIA-VA-2018-4",9,11,29,0,32,26,0,43,13,0,4,54,4,54
"408","AMELIA-VA-2018-5",6,2,11,0,23,19,0,27,17,0,13,28,13,28
"409","AMELIA-VA-2018-6",6,5,4,0,16,15,0,19,7,0,1,30,1,30
"410","AMELIA-VA-2018-7",2,6,4,0,17,30,0,58,8,0,5,41,5,41
"411","AMELIA-VA-2018-8",7,7,6,0,17,13,0,27,11,0,4,26,4,26
"412","AMELIA-VA-2018-9",5,5,15,0,20,22,0,27,14,0,4,37,4,37
"413","AMHERST-VA-2018-1",14,11,8,0,35,27,0,37,29,6,4,53,4,53
"414","AMHERST-VA-2018-10",15,12,11,0,35,39,0,53,20,9,3,71,3,71
"415","AMHERST-VA-2018-11",5,4,5,0,24,31,0,22,20,15,6,45,6,45
"416","AMHERST-VA-2018-12",12,13,16,0,68,43,1,49,18,31,0,111,0,111
"417","AMHERST-VA-2018-2",13,7,8,0,22,16,0,44,20,5,3,35,3,35
"418","AMHERST-VA-2018-3",6,3,5,0,14,20,0,31,25,8,3,28,3,28
"419","AMHERST-VA-2018-4",10,8,7,0,27,11,0,32,20,3,1,36,1,36
"420","AMHERST-VA-2018-5",16,13,9,0,22,31,0,40,20,11,5,47,5,47
"421","AMHERST-VA-2018-6",18,13,10,0,44,43,0,58,28,18,6,81,6,81
"422","AMHERST-VA-2018-7",21,11,9,0,46,30,1,53,18,21,4,69,4,69
"423","AMHERST-VA-2018-8",26,24,26,0,50,30,0,74,21,11,8,67,8,67
"424","AMHERST-VA-2018-9",10,5,5,0,32,30,1,48,19,14,3,58,3,58
"425","ANDERSON-KS-2018-1",2,1,1,0,5,6,0,14,14,0,1,10,1,10
"426","ANDERSON-KS-2018-10",3,2,0,0,7,17,0,19,14,0,2,22,2,22
"427","ANDERSON-KS-2018-11",9,15,8,0,24,16,0,44,0,0,0,40,0,40
"428","ANDERSON-KS-2018-12",1,2,2,0,2,6,0,9,6,0,0,8,0,8
"429","ANDERSON-KS-2018-2",3,5,5,0,19,18,0,36,5,0,1,36,1,36
"430","ANDERSON-KS-2018-3",5,6,5,0,15,32,0,39,34,1,0,47,0,47
"431","ANDERSON-KS-2018-4",5,7,7,0,15,12,0,29,16,1,1,26,1,26
"432","ANDERSON-KS-2018-5",5,3,9,0,20,12,0,34,14,0,5,27,5,27
"433","ANDERSON-KS-2018-6",3,1,1,0,4,6,0,9,0,0,0,10,0,10
"434","ANDERSON-KS-2018-7",11,8,9,0,14,29,1,43,27,0,2,41,2,41
"435","ANDERSON-KS-2018-8",1,0,4,0,7,12,0,8,9,0,0,19,0,19
"436","ANDERSON-KS-2018-9",7,5,4,0,7,11,0,10,12,0,1,17,1,17
"437","ANDERSON-KY-2018-1",3,8,4,0,16,8,5,33,5,0,1,26,1,26
"438","ANDERSON-KY-2018-10",2,5,2,0,15,26,0,44,25,0,4,37,4,37
"439","ANDERSON-KY-2018-11",2,9,3,0,9,23,1,39,27,0,12,21,12,21
"440","ANDERSON-KY-2018-12",1,5,3,0,4,15,0,34,7,0,2,17,2,17
"441","ANDERSON-KY-2018-2",7,8,6,0,23,23,0,40,11,0,2,44,2,44
"442","ANDERSON-KY-2018-3",3,8,3,0,32,12,2,33,16,0,1,42,1,42
"443","ANDERSON-KY-2018-4",3,11,0,0,17,21,1,59,19,0,7,31,7,31
"444","ANDERSON-KY-2018-5",4,1,3,2,30,25,0,33,12,0,3,52,3,52
"445","ANDERSON-KY-2018-6",2,3,1,0,22,9,0,19,10,0,0,30,0,30
"446","ANDERSON-KY-2018-7",4,3,0,0,35,29,0,31,46,0,1,61,1,61
"447","ANDERSON-KY-2018-8",2,5,4,0,22,26,0,63,21,0,0,45,0,45
"448","ANDERSON-KY-2018-9",1,1,1,0,13,7,0,35,10,0,1,19,1,19
"449","ANDERSON-SC-2018-1",200,169,275,0,657,649,4,800,398,234,74,1213,74,1213
"450","ANDERSON-SC-2018-10",190,152,302,0,661,680,0,917,430,296,105,1232,105,1232
"451","ANDERSON-SC-2018-11",181,167,230,0,683,591,2,896,413,343,59,1204,59,1204
"452","ANDERSON-SC-2018-12",182,119,242,1,588,571,4,843,388,262,55,1102,55,1102
"453","ANDERSON-SC-2018-2",154,127,243,0,547,560,4,776,383,182,55,1044,55,1044
"454","ANDERSON-SC-2018-3",204,153,310,0,617,698,0,906,414,256,115,1198,115,1198
"455","ANDERSON-SC-2018-4",160,112,283,0,642,512,3,789,353,145,71,1072,71,1072
"456","ANDERSON-SC-2018-5",206,160,257,0,658,753,1,964,415,313,64,1334,64,1334
"457","ANDERSON-SC-2018-6",190,154,312,2,658,615,4,977,481,271,69,1200,69,1200
"458","ANDERSON-SC-2018-7",199,138,278,1,818,637,5,1021,404,350,45,1359,45,1359
"459","ANDERSON-SC-2018-8",232,183,272,0,731,667,1,942,441,357,63,1329,63,1329
"460","ANDERSON-SC-2018-9",261,180,335,3,702,629,4,921,423,313,88,1240,88,1240
"461","ANDERSON-TN-2018-1",40,43,62,0,116,84,1,167,84,82,16,184,16,184
"462","ANDERSON-TN-2018-10",45,47,57,0,92,106,1,153,68,68,45,153,45,153
"463","ANDERSON-TN-2018-11",20,14,57,0,97,79,1,158,57,36,35,140,35,140
"464","ANDERSON-TN-2018-12",27,31,61,0,94,103,0,178,49,51,17,180,17,180
"465","ANDERSON-TN-2018-2",29,15,41,0,85,86,0,153,85,44,19,151,19,151
"466","ANDERSON-TN-2018-3",41,34,58,0,76,91,0,168,75,58,26,140,26,140
"467","ANDERSON-TN-2018-4",37,42,44,1,110,100,0,196,106,57,18,191,18,191
"468","ANDERSON-TN-2018-5",48,43,71,0,104,118,0,170,118,72,24,196,24,196
"469","ANDERSON-TN-2018-6",24,21,26,0,97,87,1,177,95,51,6,177,6,177
"470","ANDERSON-TN-2018-7",40,36,42,0,132,94,0,188,102,79,11,215,11,215
"471","ANDERSON-TN-2018-8",36,27,41,0,100,90,0,132,74,79,14,175,14,175
"472","ANDERSON-TN-2018-9",42,41,56,0,103,82,0,138,67,57,16,167,16,167
"473","ANDERSON-TX-2018-1",17,11,11,0,39,69,0,82,23,0,4,103,4,103
"474","ANDERSON-TX-2018-10",8,12,7,0,26,27,0,52,21,0,9,43,9,43
"475","ANDERSON-TX-2018-11",13,9,10,0,34,30,0,47,22,0,3,61,3,61
"476","ANDERSON-TX-2018-12",3,1,1,0,15,11,0,25,10,0,7,19,7,19
"477","ANDERSON-TX-2018-2",11,4,3,0,20,33,0,56,29,0,5,48,5,48
"478","ANDERSON-TX-2018-3",8,6,6,0,22,29,0,24,22,0,2,49,2,49
"479","ANDERSON-TX-2018-4",9,9,9,0,21,31,0,39,17,0,2,50,2,50
"480","ANDERSON-TX-2018-5",10,3,4,0,32,33,0,62,21,1,3,62,3,62
"481","ANDERSON-TX-2018-6",12,9,6,0,28,44,0,38,38,0,5,67,5,67
"482","ANDERSON-TX-2018-7",12,9,5,0,27,34,0,36,29,0,1,60,1,60
"483","ANDERSON-TX-2018-8",10,5,8,0,14,33,0,39,20,0,3,43,3,43
"484","ANDERSON-TX-2018-9",12,7,9,0,36,24,0,51,27,0,0,60,0,60
"485","ANDROSCOGGIN-ME-2018-1",34,36,26,0,76,108,0,150,84,0,19,164,19,164
"486","ANDROSCOGGIN-ME-2018-10",44,44,48,0,102,116,0,158,73,0,30,186,30,186
"487","ANDROSCOGGIN-ME-2018-11",33,33,46,0,74,99,0,139,56,0,25,148,25,148
"488","ANDROSCOGGIN-ME-2018-12",35,27,33,0,105,116,0,205,74,1,11,210,11,210
"489","ANDROSCOGGIN-ME-2018-2",32,32,27,0,63,89,0,166,67,2,15,137,15,137
"490","ANDROSCOGGIN-ME-2018-3",22,16,24,0,103,96,0,177,118,0,13,186,13,186
"491","ANDROSCOGGIN-ME-2018-4",40,38,49,2,192,140,0,233,107,0,49,283,49,283
"492","ANDROSCOGGIN-ME-2018-5",40,42,39,0,110,143,0,251,100,0,19,234,19,234
"493","ANDROSCOGGIN-ME-2018-6",31,34,33,0,96,98,0,207,68,0,26,167,26,167
"494","ANDROSCOGGIN-ME-2018-7",42,47,32,0,105,112,0,167,93,0,9,208,9,208
"495","ANDROSCOGGIN-ME-2018-8",27,29,31,1,113,105,0,146,81,0,28,190,28,190
"496","ANDROSCOGGIN-ME-2018-9",60,57,64,0,153,167,0,214,100,0,50,270,50,270
"497","ANGELINA-TX-2018-10",0,0,0,0,4,1,0,4,0,0,0,5,0,5
"498","ANGELINA-TX-2018-11",0,0,1,0,2,2,0,3,0,0,0,3,0,3
"499","ANGELINA-TX-2018-12",0,0,1,0,4,1,0,1,1,0,1,4,1,4
"500","ANTRIM-MI-2018-1",15,11,17,0,11,30,0,43,7,0,10,31,10,31
"501","ANTRIM-MI-2018-10",14,11,8,0,24,23,0,32,10,0,5,42,5,42
"502","ANTRIM-MI-2018-11",8,5,7,0,10,17,0,30,3,0,6,21,6,21
"503","ANTRIM-MI-2018-12",9,4,9,0,20,15,0,19,10,0,2,33,2,33
"504","ANTRIM-MI-2018-2",8,8,8,0,17,8,0,28,10,0,1,24,1,24
"505","ANTRIM-MI-2018-3",16,12,17,0,31,23,0,44,17,0,8,46,8,46
"506","ANTRIM-MI-2018-4",13,9,18,0,15,31,0,51,12,0,12,34,12,34
"507","ANTRIM-MI-2018-5",12,8,16,0,27,31,0,39,12,0,5,53,5,53
"508","ANTRIM-MI-2018-6",24,18,22,0,38,25,0,49,27,0,5,58,5,58
"509","ANTRIM-MI-2018-7",21,9,13,0,28,26,0,38,6,0,0,54,0,54
"510","ANTRIM-MI-2018-8",14,11,13,0,31,31,0,24,15,0,11,51,11,51
"511","ANTRIM-MI-2018-9",9,7,7,0,19,21,0,35,12,0,2,38,2,38
"512","APPANOOSE-IA-2018-1",9,7,9,0,26,14,0,34,20,0,2,38,2,38
"513","APPANOOSE-IA-2018-10",11,14,18,0,27,44,0,45,29,1,2,69,2,69
"514","APPANOOSE-IA-2018-11",1,1,1,0,5,8,0,6,1,0,1,12,1,12
"515","APPANOOSE-IA-2018-12",1,1,1,0,0,3,0,2,0,1,2,1,2,1
"516","APPANOOSE-IA-2018-2",7,5,6,0,28,36,0,48,8,0,2,62,2,62
"517","APPANOOSE-IA-2018-3",2,4,1,0,17,18,0,17,6,0,1,34,1,34
"518","APPANOOSE-IA-2018-4",15,12,13,0,30,41,0,67,26,2,6,65,6,65
"519","APPANOOSE-IA-2018-5",8,6,9,0,28,32,0,50,36,3,3,56,3,56
"520","APPANOOSE-IA-2018-6",23,20,29,0,63,36,0,99,47,3,14,85,14,85
"521","APPANOOSE-IA-2018-7",6,5,4,0,21,22,0,30,8,0,2,41,2,41
"522","APPANOOSE-IA-2018-8",3,1,8,0,15,10,0,30,10,2,3,22,3,22
"523","APPANOOSE-IA-2018-9",5,3,2,0,13,16,0,26,9,3,3,26,3,26
"524","APPOMATTOX-VA-2018-1",0,0,0,0,5,0,0,12,4,0,0,5,0,5
"525","APPOMATTOX-VA-2018-10",9,9,1,0,5,15,0,32,9,1,8,12,8,12
"526","APPOMATTOX-VA-2018-11",1,2,1,0,4,3,0,29,8,0,2,4,2,4
"527","APPOMATTOX-VA-2018-12",1,0,1,0,2,3,0,32,23,0,0,5,0,5
"528","APPOMATTOX-VA-2018-2",3,3,1,0,6,3,0,18,7,0,2,7,2,7
"529","APPOMATTOX-VA-2018-3",10,10,6,0,9,6,0,24,6,0,1,14,1,14
"530","APPOMATTOX-VA-2018-4",2,1,2,0,11,2,0,23,12,0,0,13,0,13
"531","APPOMATTOX-VA-2018-5",0,0,1,0,7,4,0,16,7,1,0,10,0,10
"532","APPOMATTOX-VA-2018-6",0,0,0,0,6,6,0,19,9,0,0,12,0,12
"533","APPOMATTOX-VA-2018-7",0,1,0,0,7,3,0,27,5,0,0,10,0,10
"534","APPOMATTOX-VA-2018-8",2,1,1,0,4,3,0,18,12,0,1,5,1,5
"535","APPOMATTOX-VA-2018-9",4,5,4,0,7,5,0,23,11,0,4,8,4,8
"536","ARAPAHOE-CO-2018-1",115,93,149,2,648,501,9,816,294,110,46,1112,46,1112
"537","ARAPAHOE-CO-2018-10",117,90,167,8,767,574,4,894,315,87,50,1294,50,1294
"538","ARAPAHOE-CO-2018-11",115,93,210,0,676,552,5,822,422,68,95,1128,95,1128
"539","ARAPAHOE-CO-2018-12",123,113,173,0,679,524,22,898,346,64,63,1154,63,1154
"540","ARAPAHOE-CO-2018-2",170,155,217,4,627,573,22,982,356,113,101,1119,101,1119
"541","ARAPAHOE-CO-2018-3",104,85,184,0,749,670,120,984,530,88,59,1334,59,1334
"542","ARAPAHOE-CO-2018-4",164,127,181,3,753,572,19,978,389,109,43,1288,43,1288
"543","ARAPAHOE-CO-2018-5",136,133,165,2,708,524,8,945,347,105,56,1166,56,1166
"544","ARAPAHOE-CO-2018-6",101,94,137,1,705,542,0,886,341,79,60,1172,60,1172
"545","ARAPAHOE-CO-2018-7",132,119,204,3,880,678,11,1088,413,124,42,1499,42,1499
"546","ARAPAHOE-CO-2018-8",163,147,260,1,759,518,12,869,370,101,78,1199,78,1199
"547","ARAPAHOE-CO-2018-9",123,106,179,0,732,509,6,838,335,102,49,1193,49,1193
"548","ARCHER-TX-2018-10",1,1,1,0,2,0,0,2,1,0,1,1,1,1
"549","ARCHER-TX-2018-11",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"550","ARCHER-TX-2018-12",1,0,0,0,2,1,0,3,0,0,0,3,0,3
"551","ARCHER-TX-2018-7",1,1,1,0,0,4,0,1,2,0,1,3,1,3
"552","ARCHER-TX-2018-8",2,2,2,0,1,8,0,5,3,0,2,7,2,7
"553","ARCHER-TX-2018-9",0,0,0,0,0,1,0,2,1,0,0,1,0,1
"554","ARCHULETA-CO-2018-1",7,8,6,0,19,16,0,18,14,2,1,33,1,33
"555","ARCHULETA-CO-2018-10",11,12,12,0,29,8,1,25,7,2,0,38,0,38
"556","ARCHULETA-CO-2018-11",10,9,13,0,15,28,0,28,19,0,7,34,7,34
"557","ARCHULETA-CO-2018-12",6,6,8,0,13,22,0,25,11,0,5,30,5,30
"558","ARCHULETA-CO-2018-2",6,10,1,0,7,18,0,35,2,2,0,25,0,25
"559","ARCHULETA-CO-2018-3",18,17,16,0,27,10,0,36,1,3,1,36,1,36
"560","ARCHULETA-CO-2018-4",8,4,7,0,10,16,0,14,13,1,0,26,0,26
"561","ARCHULETA-CO-2018-5",4,4,8,0,14,10,0,17,13,1,1,23,1,23
"562","ARCHULETA-CO-2018-6",15,12,14,0,12,21,0,30,6,1,3,30,3,30
"563","ARCHULETA-CO-2018-7",9,9,21,0,27,26,0,27,23,5,3,50,3,50
"564","ARCHULETA-CO-2018-8",9,5,9,0,24,23,0,34,14,0,0,47,0,47
"565","ARCHULETA-CO-2018-9",7,6,11,0,19,19,0,21,17,2,0,38,0,38
"566","ARENAC-MI-2018-1",23,19,26,0,19,39,0,35,37,0,5,52,5,52
"567","ARENAC-MI-2018-10",4,2,4,0,6,4,0,9,5,1,0,10,0,10
"568","ARENAC-MI-2018-11",2,3,2,0,7,3,1,7,6,2,3,7,3,7
"569","ARENAC-MI-2018-12",6,6,6,0,9,14,0,14,8,4,2,21,2,21
"570","ARENAC-MI-2018-2",6,10,14,0,52,13,0,102,14,2,6,59,6,59
"571","ARENAC-MI-2018-3",8,5,3,0,11,11,0,23,12,0,2,20,2,20
"572","ARENAC-MI-2018-4",15,16,24,0,22,21,0,37,11,0,7,36,7,36
"573","ARENAC-MI-2018-5",10,9,8,0,15,13,0,35,6,0,3,25,3,25
"574","ARENAC-MI-2018-6",14,11,26,0,21,21,0,34,22,0,1,41,1,41
"575","ARENAC-MI-2018-7",8,10,15,1,23,19,0,36,18,0,4,38,4,38
"576","ARENAC-MI-2018-8",9,5,15,0,27,20,0,42,9,1,2,45,2,45
"577","ARENAC-MI-2018-9",6,3,17,0,18,21,0,16,23,6,0,39,0,39
"578","ARKANSAS-AR-2018-1",22,26,47,0,69,63,0,83,41,36,1,125,1,125
"579","ARKANSAS-AR-2018-10",23,29,40,0,62,42,2,108,39,26,7,95,7,95
"580","ARKANSAS-AR-2018-11",8,16,26,0,44,52,0,77,20,16,6,90,6,90
"581","ARKANSAS-AR-2018-12",12,20,39,0,59,75,3,95,34,39,6,128,6,128
"582","ARKANSAS-AR-2018-2",14,17,24,0,40,50,2,55,21,32,7,84,7,84
"583","ARKANSAS-AR-2018-3",22,29,49,0,44,56,0,63,33,23,3,97,3,97
"584","ARKANSAS-AR-2018-4",18,27,33,0,47,55,1,79,31,27,4,95,4,95
"585","ARKANSAS-AR-2018-5",25,28,51,0,51,68,0,97,29,29,8,111,8,111
"586","ARKANSAS-AR-2018-6",6,11,27,0,39,50,2,77,24,29,2,87,2,87
"587","ARKANSAS-AR-2018-7",12,23,28,0,61,56,0,76,31,40,4,113,4,113
"588","ARKANSAS-AR-2018-8",4,5,22,0,57,70,0,72,42,38,10,116,10,116
"589","ARKANSAS-AR-2018-9",17,25,42,0,54,62,1,83,27,35,4,108,4,108
"590","ARLINGTON-VA-2018-1",47,62,92,0,289,264,0,600,156,13,49,497,49,497
"591","ARLINGTON-VA-2018-10",69,75,126,1,332,295,1,586,155,10,63,546,63,546
"592","ARLINGTON-VA-2018-11",57,51,83,0,276,289,22,505,140,11,23,526,23,526
"593","ARLINGTON-VA-2018-12",39,42,83,0,242,268,18,516,167,11,23,477,23,477
"594","ARLINGTON-VA-2018-2",50,47,64,0,280,288,0,443,178,38,41,500,41,500
"595","ARLINGTON-VA-2018-3",52,57,72,0,275,260,0,552,183,13,29,492,29,492
"596","ARLINGTON-VA-2018-4",57,50,88,0,282,230,2,550,141,17,31,467,31,467
"597","ARLINGTON-VA-2018-5",73,68,102,0,287,268,13,476,177,23,31,502,31,502
"598","ARLINGTON-VA-2018-6",70,70,82,0,315,256,12,477,165,7,29,516,29,516
"599","ARLINGTON-VA-2018-7",54,62,80,0,367,282,7,477,124,22,16,618,16,618
"600","ARLINGTON-VA-2018-8",56,52,75,0,314,270,6,546,146,17,19,553,19,553
