"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2020,39215286,1,39440802
2020,39215359,1,39440867
2020,39210817,1,39439585
2020,39290234,8,39509591
2020,39290240,1,39510486
2020,39290254,1,39510505
2020,39288921,1,39509615
2020,39290286,7,39510545
2020,39289002,1,39510580
2020,39290322,1,39510587
2020,39289010,1,39509695
2020,39289016,1,39509703
2020,39290339,1,39510603
2020,39290338,1,39510602
2020,39289023,1,39510608
2020,39290343,1,39510606
2020,39290359,1,39510620
2020,39290374,1,39509729
2020,39290380,1,39510645
2020,39289160,1,39509839
2020,39289208,7,39509883
2020,39289328,1,39510752
2020,39290488,1,39510762
2020,39290483,1,39510760
2020,39290502,1,39515017
2020,39289351,1,39515031
2020,39290557,1,39510825
2020,39289408,1,39515090
2020,39290575,1,39510842
2020,39290638,1,39510900
2020,39290642,7,39510905
2020,39289490,1,39515180
2020,39290669,1,39510940
2020,39294522,1,39515203
2020,39290693,1,39515227
2020,39294550,1,39510966
2020,39294614,7,39515285
2020,39290773,1,39515319
2020,39294643,1,39515321
2020,39294677,1,39511089
2020,39294695,1,39515374
2020,39290862,1,39511134
2020,39290927,1,39515545
2020,39294880,1,39515557
2020,39290959,1,39511234
2020,39290971,1,39511249
2020,39290974,1,39515585
2020,39294953,1,39515624
2020,39291089,1,39511371
2020,39295126,1,39515789
2020,39295197,1,39515862
2020,39295196,1,39515861
2020,39295212,1,39515876
2020,39295213,1,39511518
2020,39291255,1,39515908
2020,39295254,1,39511551
2020,39291272,1,39515923
2020,39295291,1,39511585
2020,39295318,1,39515976
2020,39295319,1,39515977
2020,39291339,1,39511635
2020,39291355,1,39516001
2020,39295352,1,39516007
2020,39295378,1,39516033
2020,39291396,1,39516042
2020,39291401,1,39511695
2020,39291408,1,39511701
2020,39295405,1,39511716
2020,39291419,1,39511718
2020,39291432,1,39511733
2020,39295435,1,39516088
2020,39291457,1,39516095
2020,39291469,1,39516114
2020,39295467,1,39516117
2020,39291509,1,39516150
2020,39291552,1,39516181
2020,39291551,1,39511844
2020,39295582,1,39516249
2020,39291603,1,39511889
2020,39295592,1,39511899
2020,39295622,1,39516288
2020,39295633,1,39516299
2020,39291700,7,39511984
2020,39295692,3,39511987
2020,39291707,1,39511995
2020,39295705,1,39516371
2020,39295769,1,39516432
2020,39291771,1,39512065
2020,39295790,1,39516452
2020,39291812,7,39516471
2020,39295809,1,39516480
2020,39291834,1,39512122
2020,39291840,1,39512128
2020,39295849,1,39512144
2020,39295853,1,39516517
2020,39291856,1,39512148
2020,39291869,1,39512163
2020,39295866,1,39516528
2020,39291881,7,39512174
2020,39295871,1,39516534
2020,39295872,1,39516535
2020,39295873,1,39516537
2020,39295894,1,39512191
2020,39291923,1,39512211
2020,39295916,1,39512210
2020,39292005,1,39512288
2020,39296012,1,39512295
2020,39292015,1,39512301
2020,39292042,1,39512327
2020,39296047,1,39516722
2020,39296069,1,39516744
2020,39292087,1,39512369
2020,39296079,1,39516754
2020,39296089,1,39516764
2020,39292102,1,39512385
2020,39292104,1,39516770
2020,39296100,1,39516775
2020,39296101,1,39516776
2020,39296102,1,39516777
2020,39296108,1,39516783
2020,39292116,1,39512399
2020,39292117,1,39512400
2020,39296137,1,39512428
2020,39292145,1,39512429
2020,39296150,1,39516824
2020,39292168,1,39512451
2020,39292170,1,39512454
2020,39292176,1,39512462
2020,39292202,1,39516862
2020,39292205,1,39516864
2020,39292214,1,39512497
2020,39296205,1,39516880
2020,39292227,1,39512511
2020,39292226,1,39512510
2020,39292248,1,39512538
2020,39296235,1,39512542
2020,39292277,1,39512568
2020,39292278,1,39512569
2020,39296256,1,39516923
2020,39292307,1,39512598
2020,39292389,1,39512680
2020,39292413,1,39512705
2020,39292415,1,39512708
2020,39296407,1,39517077
2020,39292487,1,39517104
2020,39292500,1,39512796
2020,39292493,1,39517125
2020,39296470,1,39512803
2020,39296478,1,39517140
2020,39292539,1,39512834
2020,39292554,1,39517190
2020,39228367,7,39457193
2020,39224063,1,39454541
2020,39224079,1,39454556
2020,39228455,1,39457285
2020,39228470,1,39454646
2020,39224203,1,39454685
2020,39228512,1,39457335
2020,39228514,1,39454686
2020,39224241,1,39457400
2020,39224262,1,39454748
2020,39228657,7,39454791
2020,39228708,1,39454847
2020,39228695,1,39457515
2020,39224365,1,39454853
2020,39228726,1,39457550
2020,39228731,1,39457556
2020,39228754,1,39454879
2020,39224406,1,39454888
2020,39224405,1,39457583
2020,39224433,1,39454913
2020,39228924,1,39457767
2020,39229602,1,39457768
2020,39229626,1,39460088
2020,39228953,1,39457797
2020,39228958,1,39457800
2020,39228965,1,39457808
2020,41308968,1,41700674
2020,41308994,1,41696874
2020,41310100,1,41700798
2020,41310126,1,41700825
2020,41310156,1,41700854
2020,41310222,1,41700922
2020,41309087,1,41700934
2020,41309096,1,41700952
2020,41310312,1,41701008
2020,41309142,1,41701042
2020,41310348,1,41697031
2020,41310479,1,41701179
2020,41310502,7,41701202
2020,41309289,1,41701633
2020,41309293,1,41701641
2020,41310954,3,41701661
2020,41309337,7,41697212
2020,41311234,1,41701957
2020,41309451,1,41697313
2020,41311250,1,41701975
2020,41311254,1,41701981
2020,41311299,7,41702028
2020,41311397,1,41702136
2020,41311403,1,41702141
2020,41314579,1,41697435
2020,41312337,1,41703075
2020,41312349,7,41703085
2020,41312360,1,41698032
2020,41315197,1,41698054
2020,41312545,1,41703285
2020,41312595,1,41698192
2020,41315338,1,41698195
2020,40475271,1,40805699
2020,40480204,1,40810630
2020,40480516,1,40805906
2020,40475535,1,40811005
2020,40475541,1,40811011
2020,40480561,1,40811016
2020,40475565,1,40805965
2020,40480571,1,40811025
2020,40475590,1,40805994
2020,40480610,1,40811061
2020,40475648,1,40811091
2020,40480646,1,40811094
2020,40480655,1,40811101
2020,40480674,1,40811121
2020,40475678,1,40811142
2020,40475680,1,40806086
2020,40475681,1,40806087
2020,40475686,1,40806095
2020,40475687,1,40806096
2020,40475688,1,40806097
2020,40480713,1,40811163
2020,40480717,1,40806113
2020,40475703,1,40811165
2020,40480716,1,40811167
2020,40475697,1,40806104
2020,40475704,1,40806108
2020,40480709,1,40811158
2020,40475700,1,40806106
2020,40480714,1,40806109
2020,40475701,1,40806107
2020,40475705,1,40806110
2020,40475708,1,40806112
2020,40475696,1,40811160
2020,40475698,1,40811162
2020,40480712,1,40811161
2020,40475706,1,40806111
2020,40475707,1,40811168
2020,40480722,1,40806117
2020,40475715,1,40806124
2020,40480752,1,40806139
2020,40475730,1,40811203
2020,40475745,1,40806159
2020,40475761,1,40806173
2020,40480796,1,40811240
2020,40480797,1,40811241
2020,40475769,1,40806182
2020,40475775,1,40806187
2020,40480811,1,40811257
2020,40475788,3,40806202
2020,40480831,1,40811275
2020,40480837,1,40811283
2020,40480843,1,40811286
2020,40475813,1,40806224
2020,40480861,1,40811311
2020,40475831,1,40806235
2020,40480863,1,40811314
2020,40475845,1,40806247
2020,40475846,1,40811334
2020,40480877,1,40811331
2020,40475858,1,40806253
2020,39209193,1,39434681
2020,39210067,1,39440266
2020,39289767,1,39510035
2020,39288357,1,39510101
2020,39289855,1,39509060
2020,39289860,1,39509072
2020,39214948,1,39440456
2020,39210342,1,39440519
2020,39215183,1,39439271
2020,39210693,1,39439458
2020,39289882,1,39510154
2020,39289887,1,39509102
2020,39288459,3,39509138
2020,39288460,3,39509139
2020,39288527,1,39509198
2020,39288525,1,39509197
2020,39290024,1,39510282
2020,39288879,1,39509578
2020,39290225,1,39510474
2020,39290271,1,39510532
2020,39290285,7,39509654
2020,39288973,1,39510556
2020,39290307,1,39510567
2020,39289031,1,39509722
2020,39289034,1,39509724
2020,39289085,1,39510669
2020,39289219,1,39509890
2020,39289331,1,39510761
2020,39290566,1,39515092
2020,39290580,1,39510848
2020,39289455,1,39510876
2020,39290613,1,39515142
2020,39289462,1,39515146
2020,39294619,1,39515290
2020,39294657,1,39515336
2020,39294750,1,39515433
2020,39290926,1,39511194
2020,39294882,1,39515559
2020,39290954,1,39511231
2020,39290957,1,39511232
2020,39295027,6,39515699
2020,39291136,1,39515779
2020,39291142,1,39511428
2020,39295136,1,39515800
2020,39291190,1,39515825
2020,39291209,1,39515850
2020,39291220,1,39511507
2020,39295217,1,39515883
2020,39291413,1,39511709
2020,39295412,1,39511724
2020,39291450,1,39511746
2020,39295472,1,39516123
2020,39291478,1,39516130
2020,39291488,1,39516139
2020,39274506,1,39497369
2020,39279520,1,39497408
2020,39276893,1,39497471
2020,39279589,1,39497505
2020,39279631,1,39499976
2020,39277177,1,39497755
2020,39277181,1,39497757
2020,39277188,1,39500087
2020,39279743,1,39497765
2020,39277226,1,39497811
2020,39277228,1,39500116
2020,39279792,1,39500128
2020,39279897,1,39500223
2020,39279909,1,39498020
2020,39279943,1,39498099
2020,39277507,1,39498102
2020,39277633,1,39500326
2020,39277656,7,39498244
2020,39277665,1,39498255
2020,39277675,1,39498262
2020,39280057,1,39498294
2020,39280056,1,39500389
2020,39280149,1,39498425
2020,39277848,1,39498440
2020,39277849,1,39500498
2020,39277884,1,39498478
2020,39277919,1,39500541
2020,39280531,1,39500862
2020,39278476,1,39499066
2020,39280874,1,39501196
2020,39280887,1,39501217
2020,39278938,1,39499540
2020,39278966,1,39499567
2020,39279039,1,39499647
2020,39279033,1,39499639
2020,39279122,1,39501378
2020,39281180,1,39501508
2020,39279341,1,39504939
2020,39281214,1,39501546
2020,39281213,1,39501545
2020,39281229,1,39501555
2020,39281246,1,39501575
2020,39281236,1,39501572
2020,39281230,1,39501565
2020,39281235,1,39501566
2020,39281256,1,39501586
2020,39279482,1,39505089
2020,39279506,1,39505109
2020,39284574,1,39501697
2020,39284573,1,39505182
2020,39284639,1,39501738
2020,39284640,1,39501739
2020,39281415,1,39501742
2020,39281418,1,39501743
2020,39281452,1,39501777
2020,39284699,1,39505305
2020,39217208,1,39442728
2020,39217235,1,39442756
2020,39212437,1,39442983
2020,39212449,1,39442993
2020,39217709,1,39443227
2020,39212936,1,39446701
2020,39218034,1,39443552
2020,39218040,1,39443560
2020,39213514,1,39444150
2020,39213510,1,39444149
2020,39218652,1,39447297
2020,39213534,1,39444170
2020,39218869,1,39444385
2020,39218897,7,39444417
2020,39213811,1,39444488
2020,39218970,1,39444492
2020,39213856,1,39444556
2020,39219030,1,39447613
2020,39219038,1,39447618
2020,39219065,1,39444588
2020,39219079,1,39447655
2020,39213920,1,39444637
2020,39213923,1,39444640
2020,39254152,1,39483940
2020,39263583,1,39483977
2020,39254254,1,39484045
2020,39254259,1,39474763
2020,39263722,1,39474819
2020,39254346,7,39474846
2020,39263778,1,39474860
2020,39254411,1,39474905
2020,39254436,1,39484252
2020,39264610,1,39485110
2020,39264609,1,39485109
2020,39264654,1,39485148
2020,39264700,1,39485196
2020,39264716,8,39485208
2020,39264757,1,39484703
2020,39264756,1,39484702
2020,39264760,1,39485259
2020,39264341,1,39484727
2020,39264358,1,39485310
2020,39264383,1,39484772
2020,39264388,1,39484773
2020,39269527,1,39485480
2020,39269652,1,39485620
2020,39205375,1,39430903
2020,39201074,1,39429806
2020,39201397,1,39435144
2020,39201451,1,39435202
2020,39205802,1,39435214
2020,39205809,1,39435225
2020,39205852,7,39431359
2020,39205907,1,39435311
2020,39206068,1,39431563
2020,39201785,1,39435549
2020,39202199,1,39431889
2020,39206463,1,39431937
2020,39206508,1,39436089
2020,39202614,1,39436389
2020,39207001,1,39432495
2020,39202680,1,39432506
2020,39202701,1,39432530
2020,39207430,1,39432905
2020,39207485,1,39432949
2020,39208211,1,39433703
2020,39208224,1,39433715
2020,39278932,1,39501228
2020,39278964,1,39499564
2020,39280695,1,39501032
2020,39265211,1,39490127
2020,39269728,1,39485705
2020,39278719,1,39499311
2020,39278783,1,39501110
2020,39270125,1,39490552
2020,39270409,1,39486460
2020,39270446,1,39490853
2020,39270447,1,39490854
2020,39270464,1,39490869
2020,39270526,1,39490937
2020,39266270,1,39491047
2020,39270634,1,39491045
2020,39278688,1,39499278
2020,39274363,1,39494733
2020,39274428,1,39494785
2020,39279545,1,39494890
2020,39276949,1,39499956
2020,39277034,1,39499995
2020,39277160,1,39497733
2020,39277245,1,39500148
2020,39279837,1,39500176
2020,39277400,1,39497998
2020,39277651,1,39500341
2020,39277650,1,39500339
2020,39277722,1,39498311
2020,39277857,1,39498444
2020,39280167,1,39500506
2020,39277922,1,39500543
2020,39280220,1,39500549
2020,39280212,1,39500548
2020,39278259,1,39500775
2020,39280471,1,39498879
2020,39278450,1,39499041
2020,39278888,1,39499493
2020,39278980,1,39499581
2020,39281054,1,39501392
2020,39281089,1,39501431
2020,39279200,1,39499795
2020,39284533,1,39505138
2020,40475277,1,40810639
2020,40480228,1,40810656
2020,40480262,1,40810698
2020,40480303,1,40810736
2020,40480320,7,40810754
2020,40475329,1,40810767
2020,40475330,1,40810768
2020,40480348,1,40810789
2020,40475350,1,40805764
2020,40475358,1,40805768
2020,40480386,1,40810830
2020,40475378,1,40805789
2020,40475385,1,40810839
2020,40475414,1,40805819
2020,40480437,3,40805820
2020,40475415,1,40810886
2020,40480438,1,40810888
2020,40475446,1,40805849
2020,40475449,1,40805850
2020,40480471,1,40805857
2020,40475451,1,40805853
2020,40475474,1,40810945
2020,40475477,1,40810948
2020,39206386,1,39435956
2020,39202356,1,39436142
2020,39207288,1,39432772
2020,39203017,1,39432901
2020,39207784,1,39437103
2020,39201032,1,39429764
2020,39201037,1,39429769
2020,39201040,1,39429772
2020,39201044,1,39429776
2020,39201084,1,39429821
2020,39201114,1,39430973
2020,39201131,1,39429867
2020,39205517,1,39434981
2020,39201410,1,39435157
2020,39205731,1,39435179
2020,39201478,1,39431323
2020,39201479,1,39431322
2020,39206093,8,39435631
2020,39201916,1,39431626
2020,39202218,1,39431902
2020,39202212,1,39435988
2020,39202311,1,39436090
2020,39206870,1,39432351
2020,39206879,1,39432359
2020,39202590,1,39436368
2020,39206987,1,39432482
2020,39254387,1,39474889
2020,39209705,1,39438493
2020,39263807,7,39474896
2020,39263828,1,39484232
2020,39214924,1,39440429
2020,39215003,1,39439098
2020,39210386,1,39440567
2020,39210401,1,39439140
2020,39215140,1,39440667
2020,39215294,1,39440809
2020,39210842,1,39439606
2020,39228374,1,39457201
2020,39228377,1,39457202
2020,39228741,1,39457567
2020,39224432,1,39454912
2020,39224476,1,39457647
2020,39228867,1,39457708
2020,39228957,1,39457799
2020,39263847,1,39484249
2020,39228471,1,39457294
2020,39224197,1,39454680
2020,39228515,1,39457338
2020,39228664,1,39454813
2020,39228730,1,39457554
2020,39228759,1,39454887
2020,39224417,1,39457599
2020,39228786,1,39457611
2020,39228912,1,39457753
2020,39269710,1,39490126
2020,39265224,1,39490145
2020,39270115,1,39490541
2020,39265747,1,39486236
2020,39270364,1,39486378
2020,39270503,1,39490908
2020,39270530,7,39486637
2020,39266347,1,39486836
2020,39204467,1,39438247
2020,39204472,22,39438252
2020,39209698,1,39438480
2020,39209440,1,39438509
2020,39214555,1,39440046
2020,39209965,1,39438732
2020,39214847,1,39438915
2020,39210153,1,39438920
2020,39214942,1,39439027
2020,39210272,1,39440455
2020,39214965,1,39439060
2020,39215012,1,39440538
2020,39210380,1,39439121
2020,39210388,1,39439126
2020,39215058,1,39439144
2020,39215181,1,39440705
2020,39210572,1,39440765
2020,39215248,1,39439326
2020,39215276,1,39440795
2020,39215852,1,39439872
2020,39211193,1,39444940
2020,39211260,1,39444999
2020,39211316,1,39445056
2020,39211370,1,39445110
2020,39211375,1,39445118
2020,39211382,1,39445129
2020,39211465,1,39441797
2020,39211572,1,39445309
2020,39211748,1,39445497
2020,39216877,1,39445685
2020,39211986,1,39442460
2020,39216994,1,39445808
2020,39212102,1,39445840
2020,39212130,1,39445875
2020,39217150,1,39442675
2020,39212218,1,39445977
2020,39212323,1,39446068
2020,39212359,1,39446098
2020,39217397,1,39442923
2020,39217403,1,39446138
2020,39212407,1,39446157
2020,39217487,1,39443013
2020,39217755,1,39443272
2020,39217902,1,39443426
2020,39212839,7,39443427
2020,39224460,1,39457631
2020,41309991,1,41700695
2020,41310006,1,41700710
2020,41310041,1,41700742
2020,41308995,1,41696876
2020,41308996,1,41700743
2020,41310095,1,41696904
2020,41310143,1,41700838
2020,41309050,1,41696937
2020,41310162,1,41700861
2020,41310252,1,41700951
2020,41309130,1,41697021
2020,41310341,1,41701035
2020,41310347,1,41697030
2020,41310372,7,41701058
2020,41310805,1,41701506
2020,41310998,1,41701707
2020,41309338,1,41697213
2020,41309350,1,41697224
2020,41309361,1,41697237
2020,41309429,1,41701911
2020,41311215,1,41701937
2020,41311212,1,41701932
2020,41311258,1,41701986
2020,41311338,1,41702072
2020,41311343,1,41697369
2020,41311420,1,41702156
2020,41311444,1,41702180
2020,41311448,1,41702183
2020,41314590,1,41697444
2020,41314595,1,41697448
2020,41311546,1,41697457
2020,41311575,1,41702307
2020,41311592,1,41702321
2020,41314667,1,41697522
2020,41314666,1,41697521
2020,41314695,1,41702446
2020,39254228,1,39474733
2020,39254443,1,39484937
2020,39264090,1,39484484
2020,39264171,1,39484570
2020,39264685,1,39485180
2020,39264691,1,39485186
2020,39264706,1,39484648
2020,39264733,1,39485228
2020,39264787,1,39485302
2020,39264345,1,39485296
2020,39264859,1,39485363
2020,39265014,1,39485515
2020,41366524,1,41754540
2020,41370234,1,41754530
2020,41366533,1,41755927
2020,40480219,1,40810647
2020,40480223,1,40810652
2020,40480248,7,40810678
2020,40475311,1,40810720
2020,40475321,1,40810753
2020,40475333,7,40810774
2020,40480343,1,40810781
2020,40480381,1,40805778
2020,40480384,1,40805781
2020,40480387,7,40805784
2020,40475374,1,40810832
2020,40475381,7,40810835
2020,40475406,1,40810869
2020,40475434,1,40810905
2020,40480458,2,40805839
2020,40480463,1,40810918
2020,40480473,1,40810923
2020,40475442,1,40805846
2020,40475444,1,40805847
2020,40480472,1,40810920
2020,40475461,1,40805868
2020,40475481,1,40805885
2020,40475489,1,40805894
2020,40475499,1,40805904
2020,39263623,1,39474731
2020,39254233,1,39484021
2020,39263758,1,39474841
2020,39254391,1,39484200
2020,39254413,1,39474907
2020,39254460,1,39484274
2020,39264655,1,39484602
2020,39264681,1,39485174
2020,39264718,1,39485211
2020,39264725,1,39485219
2020,39264260,1,39484664
2020,39264332,1,39484722
2020,39264815,1,39484758
2020,39264907,1,39485406
2020,39264467,1,39484872
2020,39217986,1,39443507
2020,39218043,1,39443563
2020,39218639,1,39444157
2020,39214124,1,39444868
2020,40849323,1,41234726
2020,40851913,1,41234731
2020,40851912,1,41238457
2020,40849330,1,41238459
2020,40851926,1,41234748
2020,40851939,1,41238483
2020,40849364,7,41238492
2020,40851935,1,41234753
2020,40851959,1,41238507
2020,40849392,1,41238516
2020,40851966,1,41238514
2020,40849407,1,41238528
2020,40849404,1,41234802
2020,40849412,1,41234809
2020,40849411,1,41234808
2020,40851984,1,41234812
2020,40851987,1,41234816
2020,40849423,1,41234821
2020,40849422,1,41234819
2020,40849424,1,41234820
2020,40851994,1,41238546
2020,40849440,1,41234833
2020,40849437,1,41238554
2020,40849454,1,41238568
2020,40852014,1,41238574
2020,40849460,1,41238572
2020,40849489,1,41238586
2020,39280238,1,39500571
2020,39280207,1,39498508
2020,39277954,1,39498544
2020,39277955,1,39498543
2020,39280251,1,39498554
2020,39280252,1,39500585
2020,39280249,1,39498551
2020,39277977,1,39498569
2020,39277987,1,39500597
2020,39277990,1,39500599
2020,39280283,1,39500617
2020,39278024,1,39498615
2020,39278061,1,39500655
2020,39278101,1,39498709
2020,39277942,1,39500565
2020,39278138,1,39500705
2020,39278171,1,39498777
2020,39278194,1,39498804
2020,39278205,1,39498814
2020,39278204,1,39498813
2020,39278244,1,39498846
2020,39278238,1,39500753
2020,39280448,1,39500767
2020,39280452,1,39498864
2020,39277941,1,39500561
2020,39280458,1,39500785
2020,39280479,1,39500807
2020,39280481,1,39498883
2020,39278337,1,39498935
2020,39278317,1,39498916
2020,39280520,1,39500843
2020,39280547,1,39498974
2020,39280548,8,39500878
2020,39278378,1,39498969
2020,39278392,1,39500880
2020,39280552,1,39498990
2020,39278395,1,39498992
2020,39278411,1,39499005
2020,39280567,1,39499035
2020,39280568,1,39500905
2020,39278451,1,39499043
2020,39278458,1,39499046
2020,39278466,1,39499055
2020,39280579,1,39500917
2020,39278488,1,39500924
2020,39278493,1,39499077
