"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,6,153350853
2020,6,153588010
2020,6,153356442
2020,6,153361887
2020,9,153362850
2020,6,153362864
2020,9,153586136
2020,9,153358105
2020,6,153358208
2020,1,153358229
2020,6,153363472
2020,1,153358533
2020,1,153358733
2020,9,153363989
2020,6,153363991
2020,9,153364586
2020,6,153359341
2020,9,153364787
2020,9,153365141
2020,6,153365243
2020,9,153359758
2020,6,153366325
2020,1,153360622
2020,4,153376448
2020,9,153376843
2020,6,153375539
2020,9,153505194
2020,3,153377676
2020,11,153381535
2020,9,153382002
2020,9,153591994
2020,9,153592657
2020,9,153494655
2020,6,153496251
2020,6,153496253
2020,1,153496252
2020,9,153593360
2020,9,153589796
2020,6,153589870
2020,6,153593491
2020,9,153593586
2020,1,153592316
2020,9,153588072
2020,1,153495337
2020,6,153496993
2020,1,153497312
2020,9,153495624
2020,6,153497419
2020,1,153495668
2020,6,153594029
2020,6,153497727
2020,9,153501216
2020,6,153590928
2020,6,153592316
2020,9,153595978
2020,9,153598131
2020,6,153602242
2020,3,153598177
2020,9,153598252
2020,6,153602331
2020,9,153598405
2020,6,153598909
2020,9,153598917
2020,1,153600358
2020,6,153505178
2020,9,153505416
2020,6,153600433
2020,6,153505525
2020,9,153600467
2020,6,153605095
2020,9,153608891
2020,6,153605201
2020,9,153606052
2020,9,153588405
2020,6,153591940
2020,9,153591977
2020,6,153591978
2020,9,153589198
2020,9,153589493
2020,2,153593301
2020,6,153593595
2020,8,153590104
2020,6,153590104
2020,8,153590184
2020,6,153590214
2020,9,153590311
2020,6,153590343
2020,9,153590466
2020,3,153594384
2020,9,153590538
2020,1,153594680
2020,6,153594680
2020,9,153594933
2020,6,153590975
2020,6,153595163
2020,6,153595160
2020,6,153596384
2020,6,153595571
2020,6,153595608
2020,9,153604895
2020,1,153601074
2020,1,153601066
2020,9,153606410
2020,9,153605958
2020,6,153607154
2020,3,153611188
2020,8,153607559
2020,6,153611700
2020,9,153612583
2020,9,153609067
2020,9,153609375
2020,8,153609401
2020,9,153613222
2020,6,153588237
2020,6,153591478
2020,6,153592081
2020,9,153592366
2020,9,153588817
2020,6,153546250
2020,9,153496408
2020,10,153496505
2020,6,153496503
2020,10,153496927
2020,9,153497047
2020,3,153497482
2020,9,153498051
2020,6,153498047
2020,6,153501311
2020,6,153538414
2020,6,153538454
2020,9,153534472
2020,8,153534890
2020,6,153539192
2020,9,153539268
2020,9,153535162
2020,6,153539442
2020,9,153539461
2020,9,153539897
2020,6,153573680
2020,9,153541249
2020,6,153541147
2020,6,153541144
2020,3,153541144
2020,1,153541144
2020,6,153541145
2020,9,153546316
2020,9,153546543
2020,8,153580420
2020,6,153548269
2020,3,153542868
2020,9,153542980
2020,9,153548475
2020,9,153548809
2020,8,153549067
2020,9,153549140
2020,9,153549395
2020,6,153549461
2020,3,153543717
2020,6,153549502
2020,9,153544046
2020,9,153550050
2020,8,153550077
2020,9,153550075
2020,9,153550905
2020,6,153544737
2020,1,153551213
2020,6,153545068
2020,6,153552256
2020,9,153552408
2020,9,153556206
2020,1,153553154
2020,9,153572508
2020,6,153576517
2020,6,153572559
2020,6,153572658
2020,9,153576716
2020,9,153573539
2020,6,153577316
2020,9,153577407
2020,6,153573767
2020,6,153573800
2020,9,153577564
2020,6,153577607
2020,9,153577694
2020,6,153577796
2020,9,153577816
2020,6,153574317
2020,1,153577823
2020,6,153577823
2020,6,153574458
2020,1,153577981
2020,9,153574569
2020,6,153578083
2020,1,153574789
2020,6,153575815
2020,9,153581703
2020,6,153581875
2020,9,153579819
2020,2,153579839
2020,1,153582044
2020,9,153582240
2020,3,153580055
2020,3,153582308
2020,6,153582821
2020,6,153580500
2020,3,153580579
2020,6,153581024
2020,6,153583535
2020,6,153583651
2020,9,153586455
2020,9,153586496
2020,6,153584357
2020,6,153586591
2020,9,153584452
2020,9,153584820
2020,1,153584923
2020,9,153587057
2020,9,153588176
2020,9,153588383
2020,6,153588433
2020,9,153591967
2020,9,153592492
2020,6,153589009
2020,6,153592857
2020,9,153374486
2020,6,153375690
2020,9,153381863
2020,9,155393719
2020,9,155393945
2020,6,155393947
2020,1,155394313
2020,9,155406491
2020,6,155406531
2020,9,155406812
2020,6,155395148
2020,1,155407226
2020,6,155407226
2020,6,155395589
2020,6,155407660
2020,6,155396054
2020,1,155396053
2020,6,155396053
2020,9,155407693
2020,6,155396071
2020,6,155396141
2020,9,155407743
2020,9,155407785
2020,6,155407903
2020,6,155411317
2020,9,155407939
2020,6,155408045
2020,9,155408162
2020,9,155408415
2020,9,155412101
2020,9,155408635
2020,3,155412291
2020,1,155412306
2020,6,155408769
2020,6,155408958
2020,9,155413630
2020,6,155414138
2020,6,155410268
2020,9,155410621
2020,6,155410717
2020,6,155410752
2020,9,155410884
2020,9,155411068
2020,9,155415849
2020,9,155416925
2020,8,155416934
2020,9,155417535
2020,6,155417631
2020,9,155417667
2020,9,155421351
2020,9,155417904
2020,2,155421443
2020,6,155418217
2020,9,155419508
2020,9,155419615
2020,9,155419732
2020,6,155419963
2020,9,153985151
2020,9,153987823
2020,6,153987928
2020,9,153985354
2020,9,153985399
2020,6,153988155
2020,6,153988237
2020,6,153985610
2020,6,153985637
2020,3,153988525
2020,5,153988548
2020,6,153989119
2020,8,153989581
2020,6,153989581
2020,1,153992292
2020,9,153990058
2020,9,153990056
2020,6,153990074
2020,1,153992450
