"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,153336930
2020,21,153336928
2020,21,153337058
2020,21,153337804
2020,21,153337833
2020,21,153337896
2020,21,153341669
2020,21,153341689
2020,21,153337943
2020,21,153341738
2020,21,153341758
2020,21,153341776
2020,21,153338031
2020,21,153319834
2020,21,153319935
2020,21,153323366
2020,21,153323378
2020,21,153323380
2020,21,153319982
2020,21,153319993
2020,21,153323383
2020,21,153319952
2020,21,153320716
2020,21,153320734
2020,21,153320765
2020,21,153320764
2020,21,153320900
2020,21,153324342
2020,21,153320941
2020,21,153321037
2020,21,153321050
2020,21,153324563
2020,21,153326407
2020,21,153324934
2020,21,153325017
2020,21,153325159
2020,21,153327000
2020,21,153327079
2020,21,153327098
2020,21,153327114
2020,21,153327135
2020,21,153327251
2020,21,153325328
2020,21,153327327
2020,21,153327336
2020,21,153327376
2020,21,153327374
2020,21,153325415
2020,21,153327919
2020,21,153326054
2020,21,153331208
2020,21,153331265
2020,21,153331290
2020,21,153331376
2020,21,153328299
2020,21,153328321
2020,21,153328318
2020,21,153331393
2020,21,153328360
2020,21,153328911
2020,21,153332286
2020,21,153332287
2020,21,153332583
2020,21,153329690
2020,21,153329708
2020,21,153333196
2020,21,153333191
2020,21,153333195
2020,21,153329939
2020,21,153333285
2020,21,153333388
2020,21,153330120
2020,21,153333524
2020,21,153333577
2020,21,153330323
2020,21,153330348
2020,21,153330363
2020,21,153333727
2020,21,153333759
2020,21,153330404
2020,21,153333831
2020,21,153333829
2020,21,153333855
2020,21,153333924
2020,21,153330536
2020,21,153333996
2020,21,153334120
2020,21,153334137
2020,21,153330724
2020,21,153334198
2020,21,153334423
2020,21,153334613
2020,21,153336184
2020,21,153335343
2020,21,153336906
2020,21,153336905
2020,21,153335622
2020,21,153336994
2020,21,153335783
2020,21,153337081
2020,21,153341571
2020,21,153341575
2020,21,153341572
2020,21,153337814
2020,21,153341619
2020,21,153337882
2020,21,153341684
2020,21,153337948
2020,21,153341735
2020,21,153341759
2020,21,153341789
2020,21,153341836
2020,21,153338038
2020,21,153387362
2020,21,153386100
2020,21,153387380
2020,21,153387408
2020,21,153387409
2020,21,153387427
2020,21,153386172
2020,21,153387439
2020,21,153391202
2020,21,153387454
2020,21,153391217
2020,21,153387468
2020,21,153391251
2020,21,153391276
2020,21,153387551
2020,21,153391294
2020,21,153387580
2020,21,153387582
2020,21,153387592
2020,21,153391343
2020,21,153391351
2020,21,153391359
2020,21,153387635
2020,21,153391377
2020,21,153391383
2020,21,153387663
2020,21,153387671
2020,21,153387691
2020,21,153387694
2020,21,153391457
2020,21,153391461
2020,21,153391479
2020,21,153387763
2020,21,153391502
2020,21,153348001
2020,21,153352972
2020,21,153348155
2020,21,153348180
2020,21,153348227
2020,21,153349094
2020,21,153349111
2020,21,153354127
2020,21,153354275
2020,21,153350495
2020,21,153350767
2020,21,153350830
2020,21,153355611
2020,21,153355655
2020,21,153355808
2020,21,153355945
2020,21,153356472
2020,21,153361259
2020,21,153356709
2020,21,153361544
2020,21,153356739
2020,21,153364552
2020,6,153364574
2020,21,153364631
2020,21,153364760
2020,21,153359349
2020,21,153359368
2020,21,153359832
2020,21,153365434
2020,21,153359882
2020,21,153365650
2020,21,153360283
2020,21,153360355
2020,21,153360391
2020,21,153366067
2020,21,153366173
2020,21,153366203
2020,21,153366209
2020,21,153366297
2020,21,153366340
2020,21,153360726
2020,21,153366719
2020,21,153366876
2020,21,153361092
2020,21,153366970
2020,21,153361171
2020,21,153367059
2020,21,153371282
2020,21,153371432
2020,21,153367724
2020,21,153364014
2020,21,153359233
2020,21,153359249
2020,21,153364634
2020,21,153364782
2020,21,153364784
2020,21,153364781
2020,21,153364836
2020,21,153364839
2020,21,153364838
2020,21,153364961
2020,21,153358782
2020,21,153364065
2020,21,153365007
2020,21,153359564
2020,21,153365210
2020,21,153359868
2020,21,153365482
2020,21,153365620
2020,21,153360274
2020,21,153360414
2020,21,153360486
2020,21,153360558
2020,21,153360613
2020,21,153366357
2020,21,153360759
2020,21,153360789
2020,21,153360787
2020,21,153360841
2020,21,153360873
2020,21,153367149
2020,21,153367147
2020,21,153367218
2020,21,153367425
2020,21,153367444
2020,21,153368428
2020,21,153368438
2020,21,153372471
2020,21,153372594
2020,21,153368714
2020,21,153372682
2020,21,153420929
2020,21,153414546
2020,21,153414556
2020,21,153414560
2020,21,153414558
2020,21,153414557
2020,21,153414575
2020,21,153420977
2020,21,153414590
2020,21,153420993
2020,21,153414597
2020,21,153421008
2020,21,153421007
2020,21,153421010
2020,21,153414604
2020,21,153421018
2020,21,153414616
2020,21,153421019
2020,21,153414621
2020,21,153414659
2020,21,153421080
2020,21,153414672
2020,21,153414676
2020,21,153421231
2020,21,153421292
2020,21,153414897
2020,21,153414896
2020,22,153421331
2020,22,153421329
2020,21,153414932
2020,21,153414933
2020,21,153414928
2020,22,153421344
2020,21,153414937
2020,22,153414942
2020,21,153421378
2020,21,153414967
2020,21,153421406
2020,21,153415029
2020,21,153414996
2020,21,153421457
2020,21,153421470
2020,21,153415058
2020,21,153415050
2020,21,153415048
2020,21,153421475
2020,21,153421494
2020,21,153421496
2020,21,153415100
2020,21,153415099
2020,21,153415097
2020,21,153415096
2020,21,153415129
2020,21,153421520
2020,21,153421519
2020,21,153421517
2020,21,153415146
2020,21,153415208
2020,21,153415197
2020,21,153421587
2020,21,153421638
2020,21,153415194
2020,21,153415211
2020,21,153415215
2020,21,153415297
2020,21,153415286
2020,21,153415292
2020,21,153415291
2020,21,153421713
2020,21,153415317
2020,21,153415329
2020,21,153421748
2020,21,153415365
2020,21,153415347
2020,21,153415383
2020,21,153415382
2020,21,153415405
2020,21,153415417
2020,21,153415419
2020,21,153421808
2020,21,153421807
2020,21,153415421
2020,21,153421809
2020,21,153421825
2020,21,153421829
2020,21,153415443
2020,21,153421832
2020,21,153421836
2020,21,153421863
2020,21,153415489
2020,21,153415490
2020,21,153421868
2020,21,153415506
2020,21,153415507
2020,21,153421911
2020,21,153421901
2020,21,153421935
2020,21,153421914
2020,21,153415568
2020,21,153415565
2020,21,153421941
2020,21,153421950
2020,21,153421955
2020,21,153421954
2020,21,153421986
2020,21,153415612
2020,21,153415625
2020,21,153422002
2020,21,153415681
2020,21,153415680
2020,21,153415697
2020,21,153422070
2020,21,153415711
2020,21,153415688
2020,21,153415690
2020,21,153422087
2020,21,153415707
2020,21,153422090
2020,21,153422113
2020,21,153422114
2020,21,153422125
2020,21,153415823
2020,21,153415839
2020,21,153415842
2020,21,153415865
2020,21,153415880
2020,21,153422312
2020,21,153415937
2020,21,153422375
2020,21,153422377
2020,21,153415998
2020,21,153422389
2020,21,153422402
2020,21,153422408
2020,21,153416019
2020,21,153416026
2020,21,153416049
2020,21,153416064
2020,21,153422447
2020,21,153416068
2020,21,153371905
2020,21,153367926
2020,21,153371929
2020,21,153367976
2020,21,153371942
2020,21,153372027
2020,21,153370466
2020,21,153374336
2020,21,153370764
2020,21,153371066
2020,21,153375161
2020,21,153376743
2020,21,153376845
2020,21,153375388
2020,21,153375581
2020,21,153377158
2020,21,153375628
2020,21,153377311
2020,21,153375761
2020,21,153377436
2020,21,153377537
2020,21,153377553
2020,21,153375988
2020,21,153381185
2020,21,153377816
2020,21,153381329
2020,21,153381809
2020,21,153381906
2020,21,153378714
2020,21,153378752
2020,21,153382207
2020,21,153378919
2020,21,153382298
2020,21,153387402
2020,21,153387412
2020,21,153386169
2020,21,153391277
2020,21,153387573
2020,21,153387616
2020,21,153387668
2020,21,153387710
2020,21,153387743
2020,21,153391501
2020,21,153391517
2020,21,153387803
2020,21,153387804
2020,21,153387801
2020,21,153391548
2020,21,153391554
2020,21,153391555
2020,21,153391563
2020,21,153387869
2020,21,153387892
2020,21,153387906
2020,21,153387939
2020,21,153391656
2020,21,153387968
2020,21,153388004
2020,21,153388011
2020,21,153388043
2020,21,153391746
2020,21,153388100
2020,21,153391824
2020,21,153391853
2020,21,153388200
2020,21,153391891
2020,21,153391911
2020,21,153391908
2020,21,153388291
2020,21,153391957
2020,21,153391955
2020,21,153388340
2020,21,153388350
2020,21,153388379
2020,21,153392025
2020,21,153388447
2020,21,153392080
2020,21,153388474
2020,21,153392133
2020,21,153388541
2020,21,153392174
2020,21,153392187
2020,21,153388603
2020,21,153392202
2020,21,153388629
2020,21,153392239
2020,21,153388693
2020,21,153388712
2020,21,153392310
2020,21,153392327
2020,21,153392335
2020,21,153388771
2020,21,153388784
2020,21,153392362
2020,21,153392374
2020,21,153392393
2020,21,153388925
2020,21,153388953
2020,21,153392527
2020,21,153389033
2020,21,153389057
2020,21,153392606
2020,21,153392630
2020,21,153392637
2020,21,153389127
2020,21,153389150
2020,21,153389169
2020,21,153389191
2020,21,153389229
2020,21,153389244
2020,21,153392752
2020,21,153392793
2020,21,153392809
2020,21,153389348
2020,21,153389356
2020,21,153389369
2020,21,153392869
2020,21,153392885
2020,21,153392895
2020,21,153392920
2020,21,153392937
2020,21,153392960
2020,21,153389512
2020,21,153392979
2020,21,153389533
2020,21,153389570
2020,21,153389612
2020,21,153393061
2020,21,153393078
2020,21,153393085
2020,21,153393125
2020,21,153389774
2020,21,153389801
2020,21,153389805
2020,21,153389811
2020,21,153389835
2020,21,153389847
2020,21,153393191
2020,21,153389883
2020,21,153393238
2020,21,153389929
2020,21,153389955
2020,21,153393304
2020,21,153393312
2020,21,153390023
2020,21,153390058
2020,21,153390073
2020,21,153390088
2020,21,153393408
2020,21,153390143
2020,21,153390180
2020,21,153393492
2020,21,153393510
2020,21,153390230
2020,21,153393548
2020,21,153390270
2020,21,153393555
2020,21,153390279
2020,21,153390285
2020,21,153390297
2020,21,153393599
2020,21,153393608
2020,21,153390334
2020,21,153393627
2020,21,153390367
2020,21,153390396
2020,21,153390424
2020,21,153390421
2020,21,153390428
2020,21,153393703
2020,21,153390460
2020,21,153393728
2020,21,153393730
2020,21,153390478
2020,21,153390492
2020,21,153393765
2020,21,153390502
2020,21,153393797
2020,21,153393805
2020,21,153393814
2020,21,153393855
2020,21,153393889
2020,21,153393945
2020,21,153393954
2020,21,153390711
2020,21,153390719
2020,21,153390732
2020,21,153390736
2020,21,153390780
2020,21,153390783
2020,21,153394041
2020,21,153394059
2020,21,153390820
2020,21,153394075
2020,21,153390840
2020,21,153390844
2020,21,153394119
2020,21,153394109
2020,21,153390875
2020,21,153390887
2020,21,153390915
2020,21,153390946
2020,21,153422481
2020,21,153422454
2020,21,153422472
2020,21,153422473
2020,21,153422474
2020,21,153416106
2020,21,153416104
2020,21,153422521
2020,21,153416131
2020,21,153422533
2020,21,153422535
2020,21,153422544
2020,21,153416147
2020,21,153416163
2020,21,153426179
2020,21,153426205
2020,21,153426198
2020,21,153426226
2020,21,153426234
2020,21,153347992
2020,21,153354114
2020,21,153349264
2020,21,153354146
2020,21,153354242
2020,21,153349550
2020,21,153350168
2020,21,153350321
2020,21,153350443
2020,21,153350775
2020,21,153350776
2020,21,153355545
2020,21,153355559
2020,21,153355570
2020,21,153355753
2020,21,153355880
2020,21,153356215
2020,21,153361220
2020,21,153356480
2020,21,153361299
2020,21,153356505
2020,21,153361552
2020,21,153361897
2020,21,153357417
2020,21,153362660
2020,21,153362891
2020,21,153362947
2020,21,153358083
2020,21,153363229
2020,21,153358135
2020,21,153363265
2020,21,153358183
2020,21,163447865
2020,21,163445069
2020,21,163447957
2020,21,163445174
2020,21,163448044
2020,21,163448086
2020,21,163445279
2020,21,163445274
2020,21,163448259
2020,21,163448529
2020,21,163445788
2020,21,163445789
2020,21,163451200
2020,21,163449350
2020,21,163456185
2020,21,163456187
2020,21,163456412
2020,21,163456414
2020,21,163453320
2020,21,163456717
2020,21,163453392
2020,21,163453692
2020,21,163453839
2020,21,163457396
2020,21,163457802
2020,21,163457876
2020,21,163458003
2020,21,163454518
2020,21,163458109
2020,21,163458200
2020,21,163454685
2020,21,163454808
2020,21,163458544
2020,21,163454879
2020,21,163458746
2020,21,163455517
2020,21,163459719
2020,21,163460179
2020,21,163460180
2020,21,163460238
2020,21,163456112
2020,21,163456111
2020,21,163460452
2020,21,163460453
2020,21,163461416
2020,21,163460611
2020,21,163461447
2020,21,163460744
2020,21,163461567
2020,21,163460869
2020,21,163460918
2020,21,163460932
2020,21,163460930
2020,21,162031026
2020,21,162034804
2020,21,162031086
2020,21,162031087
2020,21,162031144
2020,21,162034897
2020,21,162036565
2020,21,162035477
2020,21,162035480
2020,21,162035535
2020,21,162036871
2020,21,162037231
2020,21,162041198
2020,21,162041205
2020,21,162041602
2020,21,162037828
2020,21,162041760
2020,21,162041919
2020,21,162042322
2020,21,162038596
2020,21,162042695
2020,21,162038756
2020,21,162038754
2020,21,162042864
2020,21,162043108
2020,21,162043388
2020,21,162039293
2020,21,162043472
2020,21,162043475
2020,21,162043476
2020,21,162043946
2020,21,162044199
2020,21,162044207
2020,21,162040036
2020,21,162044595
2020,21,162044646
2020,21,162044649
2020,21,162040491
2020,21,162040578
2020,21,162041038
2020,21,162046234
2020,21,162045664
2020,21,162046318
2020,21,162046423
2020,21,162045804
2020,21,162045966
2020,21,162046651
2020,21,162046693
2020,21,162046098
2020,21,162051516
2020,21,162051555
2020,21,162034880
2020,21,162035097
2020,21,162035505
2020,21,162036647
2020,21,162037164
2020,21,162041225
2020,21,162037334
2020,21,162041481
2020,21,162037837
2020,21,162041782
2020,21,162041781
2020,21,162041784
2020,21,162041788
2020,21,162038229
2020,21,162038228
2020,21,162038225
2020,21,162038226
2020,21,162038625
2020,21,162042661
2020,21,162042778
2020,21,162039268
2020,21,162043382
2020,21,162043393
2020,21,162039319
2020,21,162043621
2020,21,162039464
2020,21,162039492
2020,21,162043679
2020,21,162039535
2020,21,162039534
2020,21,162039637
2020,21,162039759
2020,21,162043924
2020,21,162043937
2020,21,162039822
2020,21,162044130
2020,21,162044417
2020,21,162044653
2020,21,162040589
2020,21,162040627
2020,2,162044902
2020,21,162040700
2020,21,162040724
2020,21,162040735
2020,21,162040734
2020,21,162040738
2020,21,162040744
2020,21,162040748
2020,21,162040761
2020,21,162045028
2020,21,162046295
2020,21,162046300
2020,21,162045658
2020,21,162045656
2020,21,162046303
2020,21,162046325
2020,21,162046348
2020,21,162046367
2020,21,162045873
2020,21,162046107
2020,21,162047246
2020,21,162047261
2020,21,163445366
2020,21,163448233
2020,21,163448630
2020,21,163449183
2020,21,163451302
2020,21,163449304
2020,21,163449302
2020,21,163449314
2020,21,163449441
2020,21,163449502
2020,21,163449755
2020,21,163449788
2020,21,163456280
2020,21,163456386
2020,21,163456470
2020,21,163456471
2020,21,163453280
2020,21,163456588
2020,21,163456663
2020,21,163456764
2020,21,163453427
2020,21,163453430
2020,21,163453429
2020,21,163453660
2020,21,163457634
2020,21,163454272
2020,21,163457880
2020,21,163457981
2020,21,163457979
2020,21,163457989
2020,21,163457990
2020,21,163458164
2020,21,163458208
2020,21,163458207
2020,21,163458313
2020,21,163454721
2020,21,163458485
2020,21,163458854
2020,21,163455363
2020,21,163455509
2020,21,163459532
2020,21,163455641
2020,21,163460213
2020,21,163460541
2020,21,163460542
2020,21,163460540
2020,21,163461451
2020,21,163461491
2020,21,163460796
2020,21,163460878
2020,21,163461657
2020,21,163460875
2020,21,163461673
2020,21,163460924
2020,21,162034781
2020,21,162036262
2020,21,162035018
2020,21,162035193
2020,21,162036397
2020,21,162036421
2020,21,162035228
2020,21,162035519
2020,21,162036715
2020,21,162035775
2020,21,162035878
2020,21,162035873
2020,21,162035996
2020,21,162035995
2020,21,162037245
2020,21,163447821
2020,21,163448268
2020,21,163445444
2020,21,163448325
2020,21,163448328
2020,21,163448864
2020,21,163448856
2020,21,163448976
2020,21,163451267
2020,21,163451322
2020,21,163451397
2020,21,163451502
2020,22,163449732
2020,21,163451739
2020,21,163449848
2020,21,163449888
2020,21,163449892
2020,21,163451835
2020,21,163453089
2020,21,163453113
2020,21,163456587
2020,21,163453100
2020,21,163456658
2020,21,163456685
2020,21,163453379
2020,21,163453538
2020,21,163457052
2020,21,163453686
2020,21,163453749
2020,21,163453750
2020,21,163454004
2020,21,163454145
2020,21,163457824
2020,21,163454500
2020,21,163458098
2020,21,163454577
2020,21,163454573
2020,21,163454604
2020,21,163458340
2020,21,163454720
2020,21,163454747
2020,21,163454928
2020,21,163454927
2020,21,163454975
2020,21,163455016
2020,21,163458847
2020,21,163458889
2020,21,163455240
2020,21,163459087
2020,21,163455544
2020,21,163459516
2020,21,163459594
2020,21,163459614
2020,21,163459616
2020,21,163455691
2020,21,163460033
2020,21,163460529
2020,21,163460530
2020,21,163460637
2020,21,163460638
2020,21,163461518
2020,21,163461520
2020,21,163460885
2020,21,163460886
2020,21,163460916
2020,21,163460922
2020,21,163460921
2020,21,163447754
2020,21,163445171
2020,21,163448000
2020,21,163448002
2020,21,163448004
2020,21,163448033
2020,21,163448049
2020,21,163448056
2020,21,163448058
2020,21,163448090
2020,21,163448106
2020,21,163445332
2020,21,163445395
2020,21,163448269
2020,21,163448280
2020,21,163445445
2020,21,163445457
2020,21,163448808
2020,21,163445956
2020,21,163447994
2020,21,163447995
2020,21,163447996
2020,21,163448036
2020,21,163448039
2020,21,163445335
2020,21,163445336
2020,22,163448601
2020,21,163445781
2020,21,163446075
2020,21,163448974
2020,21,163449187
2020,21,163449381
2020,21,163449382
2020,21,163453095
2020,21,163453109
2020,21,163456403
2020,21,163453225
2020,21,163453224
2020,21,163453232
2020,21,163453335
2020,21,163453333
2020,21,163456772
2020,21,163456771
2020,21,163456775
2020,21,163456832
2020,21,163456908
2020,21,163453739
2020,21,163454193
2020,22,163457828
2020,21,163454427
2020,21,163458004
2020,21,163458016
2020,21,163458121
2020,21,163454533
2020,21,163458297
2020,21,163458304
2020,21,163458394
2020,21,163458568
2020,21,163455469
2020,21,163459688
2020,21,163461438
2020,21,163460803
2020,21,163460864
2020,21,163457232
2020,21,163453873
2020,21,163457337
2020,21,163457374
2020,21,163457380
2020,21,163457474
2020,21,163457477
2020,21,163457638
2020,21,163458234
2020,21,163454795
2020,21,163458759
2020,21,163458795
2020,21,163455104
2020,21,163459452
2020,21,163455561
2020,21,163455663
2020,21,163455746
2020,21,163460651
2020,21,163460653
2020,21,163460715
2020,21,163448048
2020,21,163445308
2020,21,163445368
2020,21,163445418
2020,21,163448263
2020,21,163448370
2020,21,163448975
2020,21,163449228
2020,21,163451318
2020,21,163449294
2020,21,163451417
2020,21,163453087
2020,21,163453088
2020,21,163456575
2020,21,163456606
2020,21,163456730
2020,21,163456873
2020,21,163456872
2020,21,163453694
2020,21,163453693
2020,21,163453770
2020,21,163453945
2020,21,163457440
2020,21,163453979
2020,21,163458012
2020,21,163458026
2020,21,163458084
2020,21,163458083
2020,21,163458163
2020,21,163454562
2020,21,163454595
2020,21,163454790
2020,21,163458470
2020,21,163458613
2020,21,163454873
2020,21,163455045
2020,21,163458858
2020,21,163455185
2020,21,163455523
2020,21,163459451
2020,21,163459618
2020,21,163460169
2020,21,163460215
2020,21,163460214
2020,21,163460217
2020,21,163460420
2020,21,163460516
2020,21,163461385
2020,21,163461386
2020,21,163460539
2020,21,163460797
2020,21,163448333
2020,21,163448392
2020,21,163448400
2020,21,163445511
2020,21,163445518
2020,22,163448521
2020,21,163446087
2020,21,163449240
2020,21,163449245
2020,21,163451310
2020,21,163451308
2020,21,163449251
2020,21,163451309
2020,21,163451386
2020,21,163449371
2020,21,163451505
2020,21,163447997
2020,21,163448024
2020,21,163448023
2020,21,163448021
2020,21,163448032
2020,21,163448038
2020,21,163448008
2020,21,163448018
2020,21,163448014
2020,21,163448006
2020,21,163448012
2020,21,163448017
2020,21,163448069
2020,21,163448070
2020,21,163448063
2020,21,163448068
2020,21,163448082
2020,21,163448264
2020,21,163448282
2020,21,163448386
2020,21,163448396
2020,21,163445530
2020,21,163445531
2020,21,163451541
2020,21,163449861
2020,21,163451803
2020,21,163456366
2020,21,163453097
2020,21,163456389
2020,21,163456662
2020,21,163456704
2020,21,163456752
2020,21,163453472
2020,21,163456890
2020,21,163453790
2020,21,163453789
2020,21,163453812
2020,21,163457272
2020,21,162039405
2020,21,162039407
2020,21,162039445
2020,21,162039463
2020,21,162039485
2020,21,162043672
2020,21,162043694
2020,21,162043719
2020,21,162039548
2020,21,162043739
2020,21,162043831
2020,21,162043835
2020,21,162039975
2020,21,162044249
2020,21,162044471
2020,21,162040342
2020,21,162040518
2020,21,162044722
2020,21,162040553
2020,21,162040556
2020,21,162044754
2020,21,162044756
2020,21,162044755
2020,21,162040579
2020,21,162044835
2020,21,162040716
2020,21,162040739
2020,21,162044951
2020,21,162044952
2020,21,162040740
2020,21,162040741
2020,21,162040745
2020,21,162040746
2020,21,162040747
2020,21,162040777
2020,21,162045003
2020,21,162040798
2020,21,162041016
2020,21,162045430
2020,21,162045425
2020,21,162045429
2020,21,162046378
2020,21,162046379
2020,21,162045708
2020,21,162045866
2020,21,162045891
2020,21,162046027
2020,21,162046654
2020,21,162051500
2020,21,163447733
2020,21,163447820
2020,21,163445291
2020,21,163445220
2020,21,163448195
2020,21,163448213
2020,21,163445409
2020,21,163448260
2020,21,163448255
2020,21,163448312
2020,21,163448326
2020,21,163448347
2020,21,163448388
2020,21,163448419
2020,21,163448431
2020,21,163449863
2020,21,163456519
2020,21,163456742
2020,21,163456731
2020,21,163453387
2020,21,163456778
2020,21,163453640
2020,21,163453898
2020,22,163453917
2020,21,163457400
2020,21,163457762
2020,21,163454414
2020,21,163454419
2020,21,163454493
2020,21,163458097
2020,21,163454589
2020,21,163454613
2020,21,163458299
2020,21,163458477
2020,21,163454810
2020,21,163454850
2020,22,163454847
2020,21,163458548
2020,21,163458718
2020,21,163454994
2020,21,163454996
2020,21,163455004
2020,21,163459113
2020,21,163459517
2020,21,163455660
2020,21,163459779
2020,21,163455772
2020,21,163460203
2020,21,163451293
2020,21,163451294
2020,21,163449265
2020,21,163449397
2020,21,163451898
2020,21,163450348
2020,21,163450350
2020,21,163456363
2020,21,163456586
2020,21,163456929
2020,21,163457365
2020,21,163453936
2020,21,163457455
2020,21,163454012
2020,21,163454171
2020,21,163458030
2020,21,163454556
