"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,139893857,6,
2020,139898156,9,
2020,139898303,1,
2020,139899247,1,
2020,139899246,6,
2020,139899251,10,
2020,139895603,9,
2020,139896052,10,
2020,139900135,10,
2020,139900193,6,
2020,139900338,6,
2020,139900386,6,
2020,139901153,9,
2020,139488969,6,
2020,139486650,10,
2020,139486690,6,
2020,139489917,8,
2020,139489917,6,
2020,139490664,1,
2020,139490664,9,
2020,139487623,6,
2020,139491144,10,
2020,139491143,10,
2020,139492199,1,
2020,139502187,2,
2020,139503446,6,
2020,139509321,1,
2020,139505481,9,
2020,139505506,9,
2020,139505480,9,
2020,139505464,9,
2020,139587107,1,
2020,139593161,9,
2020,139588954,9,
2020,139591807,1,
2020,139597632,2,
2020,139605560,1,
2020,139605560,6,
2020,139600290,6,
2020,139600780,1,
2020,139607673,6,
2020,139607993,6,
2020,139602773,6,
2020,139608038,6,
2020,139612919,9,
2020,139613174,1,
2020,139608417,1,
2020,139613226,9,
2020,139608460,9,
2020,139613755,1,
2020,139609096,9,
2020,139614506,9,
2020,139609610,9,
2020,139610732,1,
2020,139615979,1,
2020,139616095,1,
2020,139616149,6,
2020,139616840,6,
2020,139617154,6,
2020,139612348,1,
2020,139617625,6,
2020,139622959,9,
2020,139623073,9,
2020,139618634,6,
2020,139618634,1,
2020,139623884,1,
2020,139623945,10,
2020,139340461,9,
2020,139404525,9,
2020,139407945,9,
2020,139408254,9,
2020,139404813,9,
2020,139404895,1,
2020,139499859,6,
2020,139408805,6,
2020,139411757,10,
2020,139591314,6,
2020,139441456,1,
2020,139447230,2,
2020,139448223,9,
2020,139448843,6,
2020,139454290,6,
2020,139455823,6,
2020,139450704,1,
2020,139457746,6,
2020,139477216,9,
2020,139479501,9,
2020,139483713,9,
2020,139480877,6,
2020,139484328,6,
2020,139482160,9,
2020,139486088,9,
2020,139486093,9,
2020,139487009,1,
2020,139487218,1,
2020,139490112,1,
2020,139490114,1,
2020,139487534,9,
2020,139491767,9,
2020,139493915,9,
2020,139492546,5,
2020,139492545,1,
2020,139492545,5,
2020,139492546,1,
2020,139494945,9,
2020,139495883,1,
2020,139499974,9,
2020,139496594,6,
2020,139502122,1,
2020,139503985,10,
2020,139508180,10,
2020,139508426,1,
2020,139508705,1,
2020,139509309,10,
2020,139510063,1,
2020,139511277,6,
2020,139507483,9,
2020,139507481,9,
2020,139507672,1,
2020,139512145,2,
2020,139512499,1,
2020,139512695,1,
2020,139512696,1,
2020,139587004,1,
2020,139587985,1,
2020,139587278,9,
2020,139588338,6,
2020,139587642,9,
2020,139593066,1,
2020,139588876,1,
2020,139588876,6,
2020,139589058,6,
2020,139593549,6,
2020,139593549,1,
2020,139594899,3,
2020,139590426,6,
2020,139595027,9,
2020,139595213,1,
2020,139591106,1,
2020,139596061,1,
2020,139591917,8,
2020,139598747,6,
2020,139604160,9,
2020,139598796,1,
2020,139598801,1,
2020,139598803,1,
2020,139604525,9,
2020,139599904,6,
2020,139600794,1,
2020,139601228,1,
2020,139601931,1,
2020,139602271,6,
2020,139602841,9,
2020,139602862,6,
2020,139613593,9,
2020,139613610,1,
2020,139609548,1,
2020,139609548,6,
2020,139610295,9,
2020,139610351,6,
2020,139611102,1,
2020,139616055,1,
2020,139616057,1,
2020,139616086,6,
2020,139616200,10,
2020,139616337,1,
2020,139611987,9,
2020,139612434,1,
2020,139617440,1,
2020,139612792,10,
2020,139617853,1,
2020,139618502,1,
2020,139623791,1,
2020,139618849,6,
2020,139407922,6,
2020,139405346,1,
2020,139408933,6,
2020,139509236,9,
2020,139509770,10,
2020,139506095,6,
2020,139510979,1,
2020,139507007,1,
2020,139507608,6,
2020,139413625,1,
2020,139412674,6,
2020,139512576,10,
2020,139444599,1,
2020,139444897,1,
2020,139447512,1,
2020,139447673,1,
2020,139447934,6,
2020,139448533,10,
2020,139454593,1,
2020,139455043,9,
2020,139450368,9,
2020,139456327,9,
2020,139590943,6,
2020,139451546,9,
2020,139491415,9,
2020,139458553,9,
2020,139458799,6,
2020,139478253,1,
2020,139478256,1,
2020,139477060,1,
2020,139478638,1,
2020,139479918,10,
2020,139480454,1,
2020,139480614,9,
2020,139480642,1,
2020,139603131,1,
2020,139488152,1,
2020,139488249,1,
2020,139503907,1,
2020,139512567,2,
2020,139490368,6,
2020,139491545,10,
2020,139491669,10,
2020,139491992,1,
2020,139492622,1,
2020,139498157,9,
2020,139498157,2,
2020,139589919,9,
2020,139495926,6,
2020,139500409,2,
2020,139502988,1,
2020,139502748,9,
2020,139507986,1,
2020,139507985,1,
2020,139596323,1,
2020,139582815,1,
2020,139587966,6,
2020,139587248,1,
2020,139593357,6,
2020,139589918,9,
2020,139590152,9,
2020,139591934,1,
2020,139598746,9,
2020,139604298,10,
2020,139604299,10,
2020,139598873,10,
2020,139604515,9,
2020,139599578,1,
2020,139605568,6,
2020,139605700,9,
2020,139606023,1,
2020,139600636,6,
2020,139600632,6,
2020,139606116,6,
2020,139600775,9,
2020,139606332,9,
2020,139606782,6,
2020,139601581,9,
2020,139606902,1,
2020,139602032,1,
2020,139607341,1,
2020,139602035,1,
2020,139607356,1,
2020,139602768,9,
2020,139612940,9,
2020,139608277,9,
2020,139608479,9,
2020,139608533,1,
2020,139613304,1,
2020,139613306,1,
2020,139613308,1,
2020,139613355,10,
2020,139608630,8,
2020,139613758,1,
2020,139613787,6,
2020,139609134,9,
2020,139609139,9,
2020,139609309,6,
2020,139614437,6,
2020,139609615,1,
2020,139614941,9,
2020,139610741,9,
2020,139616030,1,
2020,139611381,10,
2020,139611493,10,
2020,139611733,10,
2020,139611836,9,
2020,139617200,6,
2020,139617394,12,1
2020,139617516,6,
2020,139617767,2,
2020,139891129,9,
2020,139891128,9,
2020,139893103,1,
2020,139894638,1,
2020,139899769,9,
2020,139900087,1,
2020,139900744,6,
2020,139900744,1,
2020,139901149,2,
2020,139498960,17,
2020,139502134,1,
2020,139509223,9,
2020,139509223,6,
2020,139411780,6,
2020,139505575,10,
2020,139444564,9,
2020,139441260,1,
2020,139446121,9,
2020,139454008,1,
2020,139485809,1,
2020,139504209,6,
2020,139449886,1,
2020,139504209,9,
2020,139456268,1,
2020,139457463,10,
2020,139451182,1,
2020,139457673,1,
2020,139458407,9,
2020,139451933,9,
2020,139458821,1,
2020,139477064,1,
2020,139478564,1,
2020,139478589,1,
2020,139477556,9,
2020,139477713,1,
2020,139483252,1,
2020,139480464,1,
2020,139480698,1,
2020,139480940,1,
2020,139481757,6,
2020,139485814,6,
2020,139488746,10,
2020,139487331,6,
2020,139487421,10,
2020,139490736,6,
2020,139491870,9,
2020,139492862,10,
2020,139494645,10,
2020,139498803,9,
2020,139495313,1,
2020,139495311,1,
2020,139499153,6,
2020,139496248,9,
2020,139506419,6,
2020,139507859,10,
2020,139595791,10,
2020,139588043,1,
2020,139587240,9,
2020,139588379,9,
2020,139593041,6,
2020,139589817,1,
2020,139589816,1,
2020,139590554,6,
2020,139597381,1,
2020,139599201,1,
2020,139599326,10,
2020,139599580,1,
2020,139599892,6,
2020,139600453,6,
2020,139600453,1,
2020,139600716,9,
2020,139606361,10,
2020,139606360,10,
2020,139606362,10,
2020,139601639,10,
2020,139601729,9,
2020,139607961,6,
2020,139609734,10,
2020,139609785,9,
2020,139615260,6,
2020,139616379,6,
2020,139616435,1,
2020,139616895,6,
2020,139616895,1,
2020,139273799,6,
2020,139278982,1,
2020,139279882,6,
2020,139283280,10,
2020,139283796,6,
2020,139291945,6,
2020,139297914,1,
2020,139498124,6,
2020,139498435,10,
2020,139494841,9,
2020,139499696,9,
2020,139457669,10,
2020,139403561,9,
2020,139404523,1,
2020,139499714,9,
2020,139485625,6,
2020,139409233,1,
2020,139503848,10,
2020,139504188,6,
2020,139504307,9,
2020,139411732,6,
2020,139413149,6,
2020,139490838,9,
2020,139412499,6,
2020,139511430,1,
2020,139514099,6,
2020,139414250,9,
2020,139441453,6,
2020,139442279,9,
2020,139449196,6,
2020,139450795,8,
2020,139510875,6,
2020,139477013,1,
2020,139477020,1,
2020,139477144,1,
2020,139479766,9,
2020,139480208,6,
2020,139480396,6,
2020,139483669,6,
2020,139483735,1,
2020,139483734,1,
2020,139483737,1,
2020,139480682,1,
2020,139481068,1,
2020,139481161,1,
2020,139481179,6,
2020,139486046,1,
2020,139486046,6,
2020,139486594,6,
2020,139486724,6,
2020,139490519,1,
2020,139490596,1,
2020,139491428,1,
2020,139493732,10,
2020,139498112,9,
2020,139500093,1,
2020,139496113,10,
2020,139500170,1,
2020,139497275,1,
2020,139501669,10,
2020,139501682,10,
2020,139497587,10,
2020,139501879,2,
2020,139502127,6,
2020,139508588,9,
2020,139504540,1,
2020,139510753,6,
2020,139507266,9,
2020,139507266,1,
2020,139512987,1,
2020,139586505,1,
2020,139588069,1,
2020,139589461,9,
2020,139589463,6,
2020,139589486,1,
2020,139589624,10,
2020,139591523,1,
2020,139591849,1,
2020,139599163,9,
2020,139604911,9,
2020,139599672,1,
2020,139600866,9,
2020,139600873,9,
2020,139601073,6,
2020,139602617,10,
2020,139613350,9,
2020,139613348,9,
2020,139613480,9,
2020,139613780,1,
2020,139613976,9,
2020,139614122,8,
2020,139609559,1,
2020,139614458,1,
2020,139614456,1,
2020,139615371,1,
2020,139615456,6,
2020,139615945,6,
2020,139611448,1,
2020,139611488,1,
2020,139616558,9,
2020,139611904,9,
2020,139617387,9,
2020,139617433,9,
2020,139623208,10,
2020,146975841,1,
2020,146978150,1,
2020,146976670,2,
2020,139484611,2,
2020,139481806,2,
2020,139485683,1,
2020,139486440,6,
2020,139489463,6,
2020,139487275,6,
2020,139498512,1,
2020,139590294,6,
2020,139590510,1,
2020,146983600,9,
2020,139496078,1,
2020,139496165,1,
2020,139591816,1,
2020,146985168,10,
2020,139502455,10,
2020,139503538,9,
2020,139503703,4,
2020,139502846,9,
2020,139504072,10,
2020,139508250,10,
2020,139508933,9,
2020,139504777,6,
2020,139505622,1,
2020,139505808,1,
2020,139510553,10,
2020,139507240,10,
2020,139511576,6,
2020,139513119,6,
2020,146980570,10,
2020,146986138,10,
2020,146986137,10,
2020,146980576,10,
2020,146980639,1,
2020,146986618,9,
2020,146981070,9,
2020,146981107,2,
2020,146981117,2,
2020,146981119,2,
2020,146981122,2,
2020,146981145,2,
2020,146981144,2,
2020,146981152,9,
2020,146981164,1,
2020,146981175,1,
2020,146981173,9,
2020,146981174,1,
2020,146981210,10,
2020,146981239,9,
2020,146986903,1,
2020,146981275,2,
2020,146981292,6,
2020,139587169,1,
2020,139588146,2,
2020,139588211,1,
2020,139587353,2,
2020,139588272,2,
2020,139587667,6,
2020,139588874,10,
2020,139589560,1,
2020,139589561,1,
2020,139590518,1,
2020,146981314,9,
2020,139590687,1,
2020,139591036,6,
2020,139591703,1,
2020,139596603,2,
2020,139596606,2,
2020,146981351,10,
2020,146981391,9,
2020,139592597,6,
2020,139597670,6,
2020,139604406,9,
2020,139599839,9,
2020,139605489,1,
2020,139600339,6,
2020,139600460,1,
2020,139605901,9,
2020,139601137,9,
2020,139606922,9,
2020,139607397,9,
2020,139602784,9,
2020,139608424,9,
2020,139609314,10,
