"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,4,162045869
2020,4,162046652
2020,4,162046042
2020,4,162047257
2020,4,162051532
2020,4,162031031
2020,4,162035509
2020,4,162035523
2020,3,162035528
2020,3,162036661
2020,4,162036700
2020,4,162036770
2020,3,162035841
2020,1,162035962
2020,4,162036579
2020,4,162035466
2020,4,162035724
2020,4,162035911
2020,4,162035925
2020,4,162041308
2020,4,162037393
2020,4,162037391
2020,4,162041326
2020,4,162041446
2020,4,162041455
2020,4,162037517
2020,4,162041819
2020,4,162038610
2020,4,162039045
2020,3,162039091
2020,4,162043175
2020,4,162043173
2020,3,162039314
2020,3,162043501
2020,4,162043520
2020,4,162043522
2020,3,162043542
2020,4,162043558
2020,4,162039364
2020,4,162039709
2020,4,162043966
2020,3,162043978
2020,4,162039970
2020,4,162039993
2020,4,162045350
2020,4,162041052
2020,4,162046429
2020,4,162046431
2020,4,162045766
2020,4,162045768
2020,4,162046448
2020,3,162046518
2020,1,162045933
2020,3,162046022
2020,4,162046040
2020,4,162046045
2020,4,162046050
2020,2,162051536
2020,4,162051567
2020,4,162037372
2020,4,162041315
2020,4,162037404
2020,4,162041362
2020,4,162041388
2020,4,162037466
2020,4,162041592
2020,4,162041629
2020,4,162038193
2020,3,162043156
2020,3,162039124
2020,3,162039549
2020,4,162043766
2020,4,162039590
2020,4,162039735
2020,4,162044116
2020,4,162044125
2020,4,162045422
2020,4,162041119
2020,4,162045773
2020,4,162045791
2020,4,162045914
2020,4,162045942
2020,4,162046004
2020,4,162046083
2020,4,162046719
2020,4,162047247
2020,4,162031052
2020,4,162034832
2020,4,162036200
2020,4,162035142
2020,2,162036437
2020,4,162036461
2020,4,162036459
2020,3,162035496
2020,3,162035497
2020,4,162036614
2020,3,162036642
2020,3,162035521
2020,3,162036640
2020,4,162036658
2020,4,162035618
2020,4,162035661
2020,4,162036734
2020,4,162036735
2020,4,162036798
2020,4,162035788
2020,4,162036097
2020,4,162036096
2020,4,162036118
2020,4,162036132
2020,4,162037200
2020,4,162036162
2020,1,162037233
2020,4,162037256
2020,4,162041624
2020,4,162042367
2020,4,162038336
2020,4,162042394
2020,3,162042592
2020,3,162038595
2020,4,162042772
2020,4,162038794
2020,4,162042872
2020,4,162038899
2020,4,162039078
2020,4,162039113
2020,4,162039106
2020,3,162043582
2020,4,162039396
2020,4,162039397
2020,4,162039426
2020,3,162039424
2020,3,162043599
2020,3,162043600
2020,4,162043666
2020,3,162039527
2020,4,162039544
2020,4,162039545
2020,1,162039565
2020,4,162043780
2020,4,162039710
2020,4,162044363
2020,4,162044550
2020,4,162044648
2020,4,162044675
2020,4,162044683
2020,4,162040464
2020,4,162044682
2020,4,162044705
2020,4,162044704
2020,4,162040495
2020,4,162044708
2020,4,162040497
2020,3,162040513
2020,3,162040515
2020,4,162044764
2020,4,162040584
2020,4,162044763
2020,4,162040596
2020,4,162041152
2020,4,162041150
2020,4,162046176
2020,4,162045511
2020,4,162045573
2020,4,162045621
2020,4,162046381
2020,4,162046438
2020,4,162046454
2020,4,162045790
2020,4,162046576
2020,4,162046046
2020,4,162046730
2020,4,162051522
2020,1,162051551
2020,3,163447784
2020,3,163447782
2020,3,163447785
2020,4,163448054
2020,2,163445399
2020,4,163448253
2020,4,163445451
2020,4,163445456
2020,4,163448339
2020,4,163448343
2020,4,163448342
2020,4,163448403
2020,4,163448429
2020,4,163445558
2020,4,162035206
2020,2,162036431
2020,4,162035253
2020,3,162035260
2020,4,162034772
2020,4,162031097
2020,4,162034963
2020,4,162036335
2020,4,162035120
2020,3,162036611
2020,3,162036612
2020,4,162036634
2020,3,162036638
2020,4,162036654
2020,4,162036655
2020,4,162035763
2020,4,162035830
2020,4,162035822
2020,4,162036095
2020,4,162036150
2020,4,162037224
2020,3,162037377
2020,4,162037383
2020,4,162041403
2020,3,162037476
2020,1,162037550
2020,4,162041633
2020,4,162038308
2020,4,162042682
2020,3,162038788
2020,4,162042804
2020,4,162038895
2020,3,162039432
2020,4,162043627
2020,3,162039465
2020,4,162039475
2020,4,162043708
2020,4,162039563
2020,4,162043783
2020,4,162039615
2020,3,162043869
2020,4,162043876
2020,4,162043878
2020,4,162043975
2020,3,162043996
2020,4,162044226
2020,4,162044253
2020,4,162044409
2020,4,162044538
2020,4,162044544
2020,1,162040334
2020,3,162040334
2020,4,162040353
2020,4,162040568
2020,4,162040574
2020,4,162040575
2020,2,162040602
2020,4,162044799
2020,1,162040665
2020,4,162044914
2020,4,162044915
2020,4,162040694
2020,4,162040759
2020,4,162045000
2020,4,162040791
2020,4,162045174
2020,4,162040941
2020,4,162041010
2020,4,162045448
2020,4,162045692
2020,4,162046362
2020,4,162046371
2020,4,162046413
2020,4,162045783
2020,2,162034791
2020,4,162031063
2020,4,162034813
2020,4,162031061
2020,4,162035070
2020,4,162036409
2020,3,162036519
2020,3,162036521
2020,4,162035439
2020,3,162035465
2020,3,162035470
2020,4,162035641
2020,4,162035711
2020,4,162035685
2020,4,162035735
2020,4,162036741
2020,4,162036111
2020,4,162037217
2020,4,162036171
2020,4,162037232
2020,4,162041188
2020,4,162037279
2020,4,162041280
2020,4,162037395
2020,4,162041363
2020,4,162041401
2020,4,162041404
2020,4,162041413
2020,4,162037703
2020,3,162037697
2020,3,162037699
2020,4,162037825
2020,4,162041756
2020,4,162037885
2020,4,162041865
2020,4,162037898
2020,4,162037904
2020,4,162041884
2020,4,162042003
2020,3,162042597
2020,4,162042663
2020,4,162042711
2020,1,162042873
2020,4,162042876
2020,1,162042874
2020,1,162042875
2020,4,162042917
2020,4,162039095
2020,1,162039275
2020,3,162043500
2020,4,162043491
2020,4,162043492
2020,4,162043565
2020,4,162043714
2020,4,162039539
2020,4,162039538
2020,4,162039558
2020,4,162039560
2020,4,162043949
2020,4,162044099
2020,1,162044102
2020,4,162044163
2020,4,162044187
2020,4,162039994
2020,4,162044237
2020,4,162044392
2020,4,162045455
2020,4,162045458
2020,4,162046181
2020,4,162046258
2020,4,162045725
2020,4,162046393
2020,4,162045724
2020,4,162045729
2020,4,162046468
2020,3,162046691
2020,4,162047209
2020,4,162047218
2020,4,162047236
2020,4,162035162
2020,3,162035154
2020,3,162035151
2020,3,162035303
2020,4,162036571
2020,4,162035568
2020,4,162035577
2020,4,162035572
2020,4,162035678
2020,4,162035670
2020,4,162036820
2020,4,162036802
2020,4,162036803
2020,4,162036850
2020,4,162037332
2020,4,162037403
2020,1,162037424
2020,3,162037424
2020,1,162041366
2020,3,162041366
2020,4,162041387
2020,4,162041402
2020,4,162037687
2020,4,162041813
2020,4,162041816
2020,3,162041831
2020,4,162038262
2020,4,162042384
2020,4,162042379
2020,4,162042660
2020,4,162038726
2020,4,162038926
2020,4,162039323
2020,4,162043511
2020,4,162043509
2020,4,162039348
2020,4,162039500
2020,3,162043697
2020,4,162039572
2020,3,162039584
2020,4,162039655
2020,3,162043832
2020,4,162044212
2020,4,162040023
2020,4,162044420
2020,4,162040585
2020,4,162045258
2020,4,162040985
2020,4,162045256
2020,4,162045556
2020,4,162045554
2020,4,162045594
2020,4,162045693
2020,4,162045756
2020,4,162046459
2020,4,162045795
2020,4,162045794
2020,4,162045916
2020,4,162045948
2020,4,162051501
2020,3,162036474
2020,3,162035421
2020,3,162035419
2020,4,162035434
2020,4,162036583
2020,4,162035491
2020,4,162035506
2020,3,162035516
2020,3,162036635
2020,4,162035604
2020,3,162035607
2020,1,162035951
2020,3,162035951
2020,3,162036002
2020,3,162036003
2020,3,162037049
2020,3,162036163
2020,4,162041175
2020,4,162037258
2020,4,162037390
2020,4,162041392
2020,4,162037494
2020,4,162041443
2020,4,162041442
2020,4,162037506
2020,4,162037553
2020,4,162041861
2020,4,162037897
2020,4,162037895
2020,4,162037909
2020,4,162041887
2020,1,162038530
2020,2,162042628
2020,3,162038745
2020,4,162039058
2020,4,162043119
2020,4,162043114
2020,4,162039094
2020,4,162043399
2020,4,162043433
2020,4,162039316
2020,3,162039315
2020,1,162043914
2020,4,162039771
2020,1,162039893
2020,4,162039959
2020,4,162045418
2020,4,162041116
2020,4,162041115
2020,4,162045457
2020,4,162045691
2020,4,162045723
2020,4,162045975
2020,4,162046746
2020,4,162041327
2020,3,162041355
2020,3,162041353
2020,4,162041390
2020,4,162041662
2020,4,162037720
2020,4,162037726
2020,4,162037724
2020,4,162041848
2020,1,162041851
2020,4,162041850
2020,4,162041852
2020,4,162037924
2020,4,162042381
2020,4,162042676
2020,4,162038718
2020,4,162042921
2020,4,162043008
2020,4,162039100
2020,4,162044024
2020,4,162044055
2020,4,162044058
2020,4,162039881
2020,4,162039901
2020,4,162044134
2020,4,162039924
2020,4,162044216
2020,4,162040015
2020,4,162040029
2020,4,162045541
2020,4,162045715
2020,4,162046432
2020,4,162046428
2020,4,162045872
2020,4,162046615
2020,4,162045988
2020,4,162046015
2020,4,162046722
2020,4,162046111
2020,1,162047280
2020,4,163444973
2020,1,163447899
2020,4,163447900
2020,4,163448161
2020,4,163448163
2020,4,163448437
2020,3,163448442
2020,4,163448524
2020,3,163451250
2020,4,163449285
2020,4,163451428
2020,4,163449823
2020,4,163449825
2020,4,163451804
2020,4,163456539
2020,1,163456651
2020,1,163453324
2020,4,163453440
2020,4,163453495
2020,4,163453716
2020,4,163457171
2020,4,163457170
2020,4,163457181
2020,4,163454399
2020,4,163458059
2020,4,163458110
2020,4,163458213
2020,4,163458391
2020,4,163458392
2020,4,163458625
2020,4,163454934
2020,4,163455073
2020,4,163455047
2020,4,163455046
2020,3,163455601
2020,4,163459650
2020,4,163455673
2020,4,163455791
2020,4,163460170
2020,4,163460221
2020,4,163460220
2020,4,163456072
2020,4,163456078
2020,4,163456079
2020,1,163460240
2020,4,163460258
2020,4,163461314
2020,4,163461343
2020,4,163460583
2020,4,163460584
2020,4,163460755
2020,4,163460895
2020,4,163445061
2020,4,163445059
2020,4,163445297
2020,4,163448175
2020,4,163448211
2020,4,163445405
2020,4,163448281
2020,4,163448320
2020,4,163448594
2020,2,163448618
2020,4,163445790
2020,4,163451260
2020,1,163449209
2020,4,163449266
2020,4,163449289
2020,4,163449305
2020,4,163451355
2020,4,163451419
2020,4,163449819
2020,4,163449820
2020,4,163449818
2020,4,163452807
2020,4,163456418
2020,3,163456529
2020,4,163453222
2020,4,163456580
2020,4,163453415
2020,4,163456781
2020,4,163453406
2020,4,163456921
2020,4,163456923
2020,4,163457091
2020,4,163453685
2020,4,163453903
2020,4,163453930
2020,3,163457464
2020,3,163454006
2020,4,163454129
2020,4,163457604
2020,4,163457605
2020,4,163457934
2020,4,163458352
2020,4,163458343
2020,4,163458479
2020,4,163458503
2020,4,163458596
2020,4,163458590
2020,4,163454942
2020,4,163454943
2020,4,163459151
2020,4,163455406
2020,4,163455508
2020,4,163459589
2020,4,163459814
2020,4,163459957
2020,4,163460712
2020,4,163460714
2020,4,163460713
2020,4,163460914
2020,4,162034779
2020,4,162034808
2020,4,162031121
2020,1,162035250
2020,3,162035250
2020,4,162035309
2020,4,162036585
2020,3,162036604
2020,4,162036722
2020,4,162035648
2020,4,162036816
2020,4,162036730
2020,3,162036882
2020,3,162036887
2020,4,162036940
2020,4,162036951
2020,4,162036086
2020,4,162037144
2020,4,162036087
2020,4,162041183
2020,1,162041199
2020,3,162041199
2020,4,162041227
2020,4,162041239
2020,4,162041226
2020,4,162041229
2020,4,162041347
2020,4,162041428
2020,4,162041970
2020,4,162042020
2020,4,162038324
2020,4,162038326
2020,4,162042382
2020,4,162038722
2020,4,162042768
2020,4,162042767
2020,4,162042893
2020,4,162042961
2020,4,162042972
2020,4,162038986
2020,4,162043383
2020,3,162043419
2020,4,162043449
2020,4,162043506
2020,1,162043573
2020,3,162043573
2020,1,162043574
2020,3,162043574
2020,4,162039404
2020,4,162039406
2020,4,162039415
2020,4,162039418
2020,4,162039416
2020,3,162043602
2020,4,162039551
2020,4,162043704
2020,4,162043706
2020,4,162043711
2020,4,162039598
2020,4,162043775
2020,4,162039644
2020,4,162043824
2020,3,162039790
2020,3,162039787
2020,3,162039788
2020,4,162039862
2020,4,162039873
2020,4,162039971
2020,4,162044200
2020,4,162044388
2020,4,162040344
2020,4,162044594
2020,4,162045147
2020,4,162045149
2020,4,162045148
2020,4,162045233
2020,4,162045235
2020,4,162045673
2020,4,162045680
2020,4,162045717
2020,4,162045718
2020,4,162045754
2020,1,163447754
2020,4,163445171
2020,4,163448000
2020,4,163448002
2020,4,163448004
2020,4,163448033
2020,4,163448049
2020,4,163448056
2020,4,163448058
2020,4,163448090
2020,4,163448106
2020,4,163445332
2020,4,163445395
2020,3,163448269
2020,4,163448280
2020,4,163445445
2020,4,163445457
2020,4,163448808
2020,3,163445956
2020,4,163451293
2020,4,163451294
2020,4,163449265
2020,4,163449397
2020,4,163451898
2020,4,163450348
2020,4,163450350
2020,4,163456363
2020,4,163456586
2020,4,163456929
2020,4,163457365
2020,4,163453936
2020,4,163457455
2020,4,163454012
2020,4,163454171
2020,3,163458030
2020,4,163454556
2020,1,163458175
2020,4,163454603
2020,4,163458253
2020,4,163454689
2020,4,163454718
2020,4,163458445
2020,4,163455133
2020,4,163458998
2020,4,163455217
2020,4,163459410
2020,4,163459632
2020,4,163459690
2020,4,163459689
2020,4,163460425
2020,4,163460523
2020,4,163460572
2020,4,163461537
2020,4,163461539
2020,4,163449045
2020,4,163451489
2020,4,163451775
2020,4,163452930
2020,4,163456191
2020,4,163456364
2020,4,163453093
2020,4,163453092
2020,4,163456548
2020,4,163453394
2020,4,163456856
2020,4,163457290
2020,4,163454024
2020,4,163454067
2020,4,163457683
2020,4,163457833
2020,4,163454306
2020,4,163458115
2020,4,163458236
2020,4,163458254
2020,4,163458256
2020,4,163454698
2020,4,163458373
2020,4,163454749
2020,4,163458444
2020,4,163454787
2020,4,163454862
2020,4,163454861
2020,4,163458752
2020,4,163458841
2020,4,163458840
2020,4,163455520
2020,4,163460677
2020,4,163461547
2020,2,163460768
2020,4,163460766
2020,4,163461571
2020,4,163460906
2020,4,163461676
2020,4,163460915
2020,4,163460919
2020,4,163445063
2020,4,163448314
2020,4,163448316
2020,4,163448341
2020,4,163448354
2020,3,163445497
2020,4,163448409
