"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,8523205,15516,1,2020,"I",,"Y","G","C","2020_01_OR0220300_NIBRS",78982153,0
2020,8499218,15516,2,2020,"I",,"Y","G","C","2020_02_OR0220300_NIBRS",93771641,0
2020,8543851,15516,3,2020,"I",,"Y","G","C","2020_03_OR0220300_NIBRS",82627226,0
2020,8483855,15516,4,2020,"I",,"Y","G","C","2020_04_OR0220300_NIBRS",82627229,0
2020,8519941,15516,5,2020,"I",,"Y","G","C","2020_05_OR0220300_NIBRS",95023517,0
2020,8554187,15516,6,2020,"I",,"Y","G","C","2020_06_OR0220300_NIBRS",95023547,0
2020,8487499,15516,7,2020,"I",,"Y","G","C","2020_07_OR0220300_NIBRS",82624856,0
2020,8502801,15516,8,2020,"I",,"Y","G","C","2020_08_OR0220300_NIBRS",97410529,0
2020,8500210,15516,9,2020,"I",,"Y","G","C","2020_09_OR0220300_NIBRS",95018948,0
2020,8508651,15516,10,2020,"I",,"Y","G","C","2020_10_OR0220300_NIBRS",97410587,0
2020,8481474,15516,11,2020,"I",,"Y","G","C","2020_11_OR0220300_NIBRS",97414723,0
2020,8539619,15516,12,2020,"I",,"Y","G","C","2020_12_OR0220300_NIBRS",97410632,0
2020,8538367,15369,1,2020,"I",,"Y","G","C","2020_01_OR0030100_NIBRS",89983991,0
2020,8570163,15369,2,2020,"I",,"Y","G","C","2020_02_OR0030100_NIBRS",89984004,0
2020,8542521,15369,3,2020,"I",,"Y","G","C","2020_03_OR0030100_NIBRS",89980394,0
2020,8565115,15369,4,2020,"I",,"Y","G","C","2020_04_OR0030100_NIBRS",97422474,0
2020,8515184,15369,5,2020,"I",,"Y","G","C","2020_05_OR0030100_NIBRS",89980426,0
2020,8566856,15369,6,2020,"I",,"Y","G","C","2020_06_OR0030100_NIBRS",97422496,0
2020,8528980,15369,7,2020,"I",,"Y","G","C","2020_07_OR0030100_NIBRS",97417921,0
2020,8554890,15369,8,2020,"I",,"Y","G","C","2020_08_OR0030100_NIBRS",97422551,0
2020,8526186,15369,9,2020,"I",,"Y","G","C","2020_09_OR0030100_NIBRS",97417961,0
2020,8534932,15369,10,2020,"I",,"Y","G","C","2020_10_OR0030100_NIBRS",97422616,0
2020,8553595,15369,11,2020,"I",,"Y","G","C","2020_11_OR0030100_NIBRS",97418005,0
2020,8491867,15369,12,2020,"U",,"Y","G","C","2020_12_OR0030100_NIBRS",,0
2020,8564855,15456,1,2020,"I",,"Y","G","C","2020_01_OR0140000_NIBRS",78520470,0
2020,8482544,15456,2,2020,"I",,"Y","G","C","2020_02_OR0140000_NIBRS",78976110,0
2020,8480864,15456,3,2020,"I",,"Y","G","C","2020_03_OR0140000_NIBRS",78970865,0
2020,8532072,15456,4,2020,"I",,"Y","G","C","2020_04_OR0140000_NIBRS",78970876,0
2020,8566615,15456,5,2020,"I",,"Y","G","C","2020_05_OR0140000_NIBRS",78970889,0
2020,8489386,15456,6,2020,"I",,"Y","G","C","2020_06_OR0140000_NIBRS",79675283,0
2020,8484373,15456,7,2020,"I",,"Y","G","C","2020_07_OR0140000_NIBRS",82622918,0
2020,8560410,15456,8,2020,"I",,"Y","G","C","2020_08_OR0140000_NIBRS",87361999,0
2020,8568822,15456,9,2020,"I",,"Y","G","C","2020_09_OR0140000_NIBRS",85700353,0
2020,8514115,15456,10,2020,"I",,"Y","G","C","2020_10_OR0140000_NIBRS",87361388,0
2020,8521170,15456,11,2020,"U",,"Y","G","C","2020_11_OR0140000_NIBRS",,0
2020,8543217,15456,12,2020,"U",,"Y","G","C","2020_12_OR0140000_NIBRS",,0
2020,8569923,15474,1,2020,"I",,"Y","G","C","2020_01_OR0160000_NIBRS",97413393,0
2020,8568416,15474,2,2020,"I",,"Y","G","C","2020_02_OR0160000_NIBRS",95022588,0
2020,8533935,15474,3,2020,"I",,"Y","G","C","2020_03_OR0160000_NIBRS",97413397,0
2020,8501583,15474,4,2020,"I",,"Y","G","C","2020_04_OR0160000_NIBRS",87362166,0
2020,8499692,15474,5,2020,"I",,"Y","G","C","2020_05_OR0160000_NIBRS",89976670,0
2020,8528742,15474,6,2020,"I",,"Y","G","C","2020_06_OR0160000_NIBRS",89976674,0
2020,8561659,15474,7,2020,"I",,"Y","G","C","2020_07_OR0160000_NIBRS",97413404,0
2020,8516977,15474,8,2020,"I",,"Y","G","C","2020_08_OR0160000_NIBRS",97409499,0
2020,8531442,15474,9,2020,"I",,"Y","G","C","2020_09_OR0160000_NIBRS",97413456,0
2020,8490048,15474,10,2020,"I",,"Y","G","C","2020_10_OR0160000_NIBRS",89974635,0
2020,8546833,15474,11,2020,"I",,"Y","G","C","2020_11_OR0160000_NIBRS",97413469,0
2020,8514181,15474,12,2020,"I",,"Y","G","C","2020_12_OR0160000_NIBRS",97413483,0
2020,8505901,15607,1,2020,"I",,"Y","G","C","2020_01_OR0330100_NIBRS",82632028,0
2020,8533341,15607,2,2020,"I",,"Y","G","C","2020_02_OR0330100_NIBRS",82632037,0
2020,8514598,15607,3,2020,"I",,"Y","G","C","2020_03_OR0330100_NIBRS",82629183,0
2020,8565979,15607,4,2020,"I",,"Y","G","C","2020_04_OR0330100_NIBRS",82629185,0
2020,8487247,15607,5,2020,"I",,"Y","G","C","2020_05_OR0330100_NIBRS",82629187,0
2020,8540359,15607,6,2020,"I",,"Y","G","C","2020_06_OR0330100_NIBRS",82629195,0
2020,8564397,15607,7,2020,"I",,"Y","G","C","2020_07_OR0330100_NIBRS",82629201,0
2020,8559143,15607,8,2020,"I",,"Y","G","C","2020_08_OR0330100_NIBRS",87367508,0
2020,8515408,15607,9,2020,"I",,"Y","G","C","2020_09_OR0330100_NIBRS",85702838,0
2020,8541410,15607,10,2020,"I",,"Y","G","C","2020_10_OR0330100_NIBRS",97416358,0
2020,8537960,15607,11,2020,"I",,"Y","G","C","2020_11_OR0330100_NIBRS",97416396,0
2020,8508591,15607,12,2020,"I",,"Y","G","C","2020_12_OR0330100_NIBRS",97416480,0
2020,8512475,15400,1,2020,"I",,"Y","G","C","2020_01_OR0060200_NIBRS",91476122,0
2020,8528250,15400,2,2020,"I",,"Y","G","C","2020_02_OR0060200_NIBRS",91476155,0
2020,8505756,15400,3,2020,"I",,"Y","G","C","2020_03_OR0060200_NIBRS",82619299,0
2020,8550394,15400,4,2020,"I",,"Y","G","C","2020_04_OR0060200_NIBRS",91479369,0
2020,8543474,15400,5,2020,"I",,"Y","G","C","2020_05_OR0060200_NIBRS",91476257,0
2020,8498924,15400,6,2020,"I",,"Y","G","C","2020_06_OR0060200_NIBRS",97412332,0
2020,8519565,15400,7,2020,"I",,"Y","G","C","2020_07_OR0060200_NIBRS",97412351,0
2020,8529015,15400,8,2020,"I",,"Y","G","C","2020_08_OR0060200_NIBRS",91476297,0
2020,8529045,15400,9,2020,"I",,"Y","G","C","2020_09_OR0060200_NIBRS",91476321,0
2020,8548192,15400,10,2020,"I",,"Y","G","C","2020_10_OR0060200_NIBRS",95017236,0
2020,8511862,15400,11,2020,"I",,"Y","G","C","2020_11_OR0060200_NIBRS",95022052,0
2020,8571955,15400,12,2020,"I",,"Y","G","C","2020_12_OR0060200_NIBRS",97408559,0
2020,8521346,15392,1,2020,"I",,"Y","G","C","2020_01_OR0050300_NIBRS",95024921,0
2020,8522812,15392,2,2020,"I",,"Y","G","C","2020_02_OR0050300_NIBRS",97418022,0
2020,8550371,15392,3,2020,"I",,"Y","G","C","2020_03_OR0050300_NIBRS",79680447,0
2020,8516048,15392,4,2020,"I",,"Y","G","C","2020_04_OR0050300_NIBRS",95024925,0
2020,8553796,15392,5,2020,"I",,"Y","G","C","2020_05_OR0050300_NIBRS",87364048,0
2020,8483498,15392,6,2020,"I",,"Y","G","C","2020_06_OR0050300_NIBRS",87364104,0
2020,8533266,15392,7,2020,"I",,"Y","G","C","2020_07_OR0050300_NIBRS",95024876,0
2020,8486305,15392,8,2020,"I",,"Y","G","C","2020_08_OR0050300_NIBRS",97422664,0
2020,8511814,15392,9,2020,"I",,"Y","G","C","2020_09_OR0050300_NIBRS",95020475,0
2020,8489720,15392,10,2020,"I",,"Y","G","C","2020_10_OR0050300_NIBRS",95020480,0
2020,8542729,15392,11,2020,"I",,"Y","G","C","2020_11_OR0050300_NIBRS",95020492,0
2020,8491689,15392,12,2020,"I",,"Y","G","C","2020_12_OR0050300_NIBRS",97422695,0
2020,8537179,15410,1,2020,"I",,"Y","G","C","2020_01_OR0070000_NIBRS",85700060,0
2020,8569720,15410,2,2020,"I",,"Y","G","C","2020_02_OR0070000_NIBRS",78876213,0
2020,8549047,15410,3,2020,"I",,"Y","G","C","2020_03_OR0070000_NIBRS",89972858,0
2020,8497948,15410,4,2020,"I",,"Y","G","C","2020_04_OR0070000_NIBRS",82621751,0
2020,8537286,15410,5,2020,"I",,"Y","G","C","2020_05_OR0070000_NIBRS",89970195,0
2020,8566428,15410,6,2020,"I",,"Y","G","C","2020_06_OR0070000_NIBRS",85700087,0
2020,8498027,15410,7,2020,"I",,"Y","G","C","2020_07_OR0070000_NIBRS",97412516,0
2020,8523471,15410,8,2020,"I",,"Y","G","C","2020_08_OR0070000_NIBRS",89970201,0
2020,8546643,15410,9,2020,"I",,"Y","G","C","2020_09_OR0070000_NIBRS",97412416,0
2020,8501873,15410,10,2020,"I",,"Y","G","C","2020_10_OR0070000_NIBRS",93345845,0
2020,8546705,15410,11,2020,"I",,"Y","G","C","2020_11_OR0070000_NIBRS",97412438,0
2020,8505419,15410,12,2020,"I",,"Y","G","C","2020_12_OR0070000_NIBRS",97408629,0
2020,8499192,15380,1,2020,"I",,"Y","G","C","2020_01_OR0040000_NIBRS",78517682,0
2020,8501091,15380,2,2020,"I",,"Y","G","C","2020_02_OR0040000_NIBRS",85701786,0
2020,8543848,15380,3,2020,"I",,"Y","G","C","2020_03_OR0040000_NIBRS",78758927,0
2020,8526824,15380,4,2020,"I",,"Y","G","C","2020_04_OR0040000_NIBRS",78973874,0
2020,8537090,15380,5,2020,"I",,"Y","G","C","2020_05_OR0040000_NIBRS",85700069,0
2020,8547465,15380,6,2020,"I",,"Y","G","C","2020_06_OR0040000_NIBRS",85700084,0
2020,8514894,15380,7,2020,"I",,"Y","G","C","2020_07_OR0040000_NIBRS",85701812,0
2020,8566276,15380,8,2020,"I",,"Y","G","C","2020_08_OR0040000_NIBRS",85700104,0
2020,8488330,15380,9,2020,"I",,"Y","G","C","2020_09_OR0040000_NIBRS",84733907,0
2020,8507071,15380,10,2020,"I",,"Y","G","C","2020_10_OR0040000_NIBRS",89972423,0
2020,8568651,15380,11,2020,"I",,"Y","G","C","2020_11_OR0040000_NIBRS",91475939,0
2020,8573449,15380,12,2020,"I",,"Y","G","C","2020_12_OR0040000_NIBRS",91479193,0
2020,8554072,15371,1,2020,"I",,"Y","G","C","2020_01_OR0030300_NIBRS",82629396,0
2020,8492333,15371,2,2020,"I",,"Y","G","C","2020_02_OR0030300_NIBRS",97417853,0
2020,8512954,15371,3,2020,"I",,"Y","G","C","2020_03_OR0030300_NIBRS",97417862,0
2020,8508094,15371,4,2020,"I",,"Y","G","C","2020_04_OR0030300_NIBRS",97417868,0
2020,8533568,15371,5,2020,"I",,"Y","G","C","2020_05_OR0030300_NIBRS",82632307,0
2020,8490841,15371,6,2020,"I",,"Y","G","C","2020_06_OR0030300_NIBRS",82629426,0
2020,8557804,15371,7,2020,"I",,"Y","G","C","2020_07_OR0030300_NIBRS",93353114,0
2020,8520006,15371,8,2020,"I",,"Y","G","C","2020_08_OR0030300_NIBRS",89980344,0
2020,8538021,15371,9,2020,"I",,"Y","G","C","2020_09_OR0030300_NIBRS",93348014,0
2020,8572123,15371,10,2020,"I",,"Y","G","C","2020_10_OR0030300_NIBRS",97417882,0
2020,8546585,15371,11,2020,"I",,"Y","G","C","2020_11_OR0030300_NIBRS",97417899,0
2020,8536238,15371,12,2020,"I",,"Y","G","C","2020_12_OR0030300_NIBRS",97422497,0
2020,8519388,15595,1,2020,"I",,"Y","G","C","2020_01_OR0310100_NIBRS",82626272,0
2020,8524694,15595,2,2020,"I",,"Y","G","C","2020_02_OR0310100_NIBRS",82628633,0
2020,8565737,15595,3,2020,"I",,"Y","G","C","2020_03_OR0310100_NIBRS",78980141,0
2020,8493729,15595,4,2020,"I",,"Y","G","C","2020_04_OR0310100_NIBRS",82628727,0
2020,8502305,15595,5,2020,"I",,"Y","G","C","2020_05_OR0310100_NIBRS",82626462,0
2020,8498926,15595,6,2020,"I",,"Y","G","C","2020_06_OR0310100_NIBRS",82626511,0
2020,8512627,15595,7,2020,"I",,"Y","G","C","2020_07_OR0310100_NIBRS",82626529,0
2020,8515261,15595,8,2020,"I",,"Y","G","C","2020_08_OR0310100_NIBRS",82626543,0
2020,8513625,15595,9,2020,"I",,"Y","G","C","2020_09_OR0310100_NIBRS",97424755,0
2020,8546289,15595,10,2020,"I",,"Y","G","C","2020_10_OR0310100_NIBRS",97424816,0
2020,8522177,15595,11,2020,"I",,"Y","G","C","2020_11_OR0310100_NIBRS",97424855,0
2020,8546354,15595,12,2020,"I",,"Y","G","C","2020_12_OR0310100_NIBRS",97419843,0
2020,8557045,15594,1,2020,"I",,"Y","G","C","2020_01_OR0310000_NIBRS",78962220,0
2020,8530776,15594,2,2020,"I",,"Y","G","C","2020_02_OR0310000_NIBRS",82626199,0
2020,8563117,15594,3,2020,"I",,"Y","G","C","2020_03_OR0310000_NIBRS",78984046,0
2020,8517835,15594,4,2020,"I",,"Y","G","C","2020_04_OR0310000_NIBRS",78980071,0
2020,8482848,15594,5,2020,"I",,"Y","G","C","2020_05_OR0310000_NIBRS",82626246,0
2020,8552924,15594,6,2020,"I",,"Y","G","C","2020_06_OR0310000_NIBRS",82626283,0
2020,8499977,15594,7,2020,"I",,"Y","G","C","2020_07_OR0310000_NIBRS",93779642,0
2020,8508951,15594,8,2020,"I",,"Y","G","C","2020_08_OR0310000_NIBRS",82626355,0
2020,8560573,15594,9,2020,"I",,"Y","G","C","2020_09_OR0310000_NIBRS",97419330,0
2020,8505607,15594,10,2020,"I",,"Y","G","C","2020_10_OR0310000_NIBRS",97424336,0
2020,8517069,15594,11,2020,"I",,"Y","G","C","2020_11_OR0310000_NIBRS",97419371,0
2020,8572578,15594,12,2020,"I",,"Y","G","C","2020_12_OR0310000_NIBRS",97419416,0
2020,8491138,15619,1,2020,"I",,"Y","G","C","2020_01_OR0340700_NIBRS",95032795,0
2020,8509963,15619,2,2020,"I",,"Y","G","C","2020_02_OR0340700_NIBRS",93354495,0
2020,8554497,15619,3,2020,"I",,"Y","G","C","2020_03_OR0340700_NIBRS",97421246,0
2020,8532073,15619,4,2020,"I",,"Y","G","C","2020_04_OR0340700_NIBRS",89989571,0
2020,8568487,15619,5,2020,"I",,"Y","G","C","2020_05_OR0340700_NIBRS",93799173,0
2020,8558169,15619,6,2020,"I",,"Y","G","C","2020_06_OR0340700_NIBRS",87376838,0
2020,8540999,15619,7,2020,"I",,"Y","G","C","2020_07_OR0340700_NIBRS",93354529,0
2020,8552756,15619,8,2020,"I",,"Y","G","C","2020_08_OR0340700_NIBRS",97426886,0
2020,8521112,15619,9,2020,"I",,"Y","G","C","2020_09_OR0340700_NIBRS",97421270,0
2020,8508876,15619,10,2020,"I",,"Y","G","C","2020_10_OR0340700_NIBRS",93799216,0
2020,8512293,15619,11,2020,"I",,"Y","G","C","2020_11_OR0340700_NIBRS",97426917,0
2020,8495229,15619,12,2020,"I",,"Y","G","C","2020_12_OR0340700_NIBRS",97426940,0
2020,8488372,15414,1,2020,"I",,"Y","G","C","2020_01_OR0080000_NIBRS",78624986,0
2020,8519424,15414,2,2020,"I",,"Y","G","C","2020_02_OR0080000_NIBRS",78969765,0
2020,8526372,15414,3,2020,"I",,"Y","G","C","2020_03_OR0080000_NIBRS",78974361,0
2020,8569165,15414,4,2020,"I",,"Y","G","C","2020_04_OR0080000_NIBRS",78969789,0
2020,8560785,15414,5,2020,"I",,"Y","G","C","2020_05_OR0080000_NIBRS",79675028,0
2020,8553826,15414,6,2020,"I",,"Y","G","C","2020_06_OR0080000_NIBRS",82619373,0
2020,8550479,15414,7,2020,"I",,"Y","G","C","2020_07_OR0080000_NIBRS",91479348,0
2020,8525599,15414,8,2020,"I",,"Y","G","C","2020_08_OR0080000_NIBRS",91476134,0
2020,8561918,15414,9,2020,"I",,"Y","G","C","2020_09_OR0080000_NIBRS",97412581,0
2020,8531030,15414,10,2020,"I",,"Y","G","C","2020_10_OR0080000_NIBRS",97412595,0
2020,8563322,15414,11,2020,"I",,"Y","G","C","2020_11_OR0080000_NIBRS",97412606,0
2020,8551699,15414,12,2020,"U",,"Y","G","C","2020_12_OR0080000_NIBRS",,0
2020,8533888,15566,1,2020,"I",,"Y","G","C","2020_01_OR0270300_NIBRS",95028219,0
2020,8503045,15566,2,2020,"I",,"Y","G","C","2020_02_OR0270300_NIBRS",91492413,0
2020,8513397,15566,3,2020,"I",,"Y","G","C","2020_03_OR0270300_NIBRS",95028253,0
2020,8566589,15566,4,2020,"I",,"Y","G","C","2020_04_OR0270300_NIBRS",89992666,0
2020,8480918,15566,5,2020,"I",,"Y","G","C","2020_05_OR0270300_NIBRS",97419279,0
2020,8562982,15566,6,2020,"I",,"Y","G","C","2020_06_OR0270300_NIBRS",97419293,0
2020,8544382,15566,7,2020,"I",,"Y","G","C","2020_07_OR0270300_NIBRS",97424247,0
2020,8521875,15566,8,2020,"I",,"Y","G","C","2020_08_OR0270300_NIBRS",97419329,0
2020,8510757,15566,9,2020,"I",,"Y","G","C","2020_09_OR0270300_NIBRS",97419348,0
2020,8510779,15566,10,2020,"I",,"Y","G","C","2020_10_OR0270300_NIBRS",95028346,0
2020,8522608,15566,11,2020,"I",,"Y","G","C","2020_11_OR0270300_NIBRS",97424353,0
2020,8568901,15566,12,2020,"I",,"Y","G","C","2020_12_OR0270300_NIBRS",97419383,0
2020,8507998,15524,1,2020,"I",,"Y","G","C","2020_01_OR0230200_NIBRS",91481579,0
2020,8485512,15524,2,2020,"I",,"Y","G","C","2020_02_OR0230200_NIBRS",91481616,0
2020,8537027,15524,3,2020,"I",,"Y","G","C","2020_03_OR0230200_NIBRS",82627317,0
2020,8485580,15524,4,2020,"I",,"Y","G","C","2020_04_OR0230200_NIBRS",93352159,0
2020,8541965,15524,5,2020,"I",,"Y","G","C","2020_05_OR0230200_NIBRS",85701454,0
2020,8485629,15524,6,2020,"I",,"Y","G","C","2020_06_OR0230200_NIBRS",93352163,0
2020,8543969,15524,7,2020,"I",,"Y","G","C","2020_07_OR0230200_NIBRS",93352179,0
2020,8507023,15524,8,2020,"I",,"Y","G","C","2020_08_OR0230200_NIBRS",93352188,0
2020,8524196,15524,9,2020,"I",,"Y","G","C","2020_09_OR0230200_NIBRS",89981879,0
2020,8546555,15524,10,2020,"I",,"Y","G","C","2020_10_OR0230200_NIBRS",95023801,0
2020,8508683,15524,11,2020,"I",,"Y","G","C","2020_11_OR0230200_NIBRS",93347659,0
2020,8541588,15524,12,2020,"I",,"Y","G","C","2020_12_OR0230200_NIBRS",95023806,0
2020,8527141,15509,1,2020,"I",,"Y","G","C","2020_01_OR0210200_NIBRS",95023315,0
2020,8562886,15509,2,2020,"I",,"Y","G","C","2020_02_OR0210200_NIBRS",95023341,0
2020,8499642,15509,3,2020,"I",,"Y","G","C","2020_03_OR0210200_NIBRS",93352143,0
2020,8494554,15509,4,2020,"I",,"Y","G","C","2020_04_OR0210200_NIBRS",97414401,0
2020,8542370,15509,5,2020,"I",,"Y","G","C","2020_05_OR0210200_NIBRS",97414434,0
2020,8527276,15509,6,2020,"I",,"Y","G","C","2020_06_OR0210200_NIBRS",97410361,0
2020,8480961,15509,7,2020,"I",,"Y","G","C","2020_07_OR0210200_NIBRS",97410374,0
2020,8515712,15509,8,2020,"I",,"Y","G","C","2020_08_OR0210200_NIBRS",97414479,0
2020,8553400,15509,9,2020,"I",,"Y","G","C","2020_09_OR0210200_NIBRS",97414490,0
2020,8531461,15509,10,2020,"I",,"Y","G","C","2020_10_OR0210200_NIBRS",97414501,0
2020,8536449,15509,11,2020,"I",,"Y","G","C","2020_11_OR0210200_NIBRS",97410400,0
2020,8541809,15509,12,2020,"I",,"Y","G","C","2020_12_OR0210200_NIBRS",97410406,0
2020,8501687,15495,1,2020,"I",,"Y","G","C","2020_01_OR0200100_NIBRS",97413749,0
2020,8546064,15495,2,2020,"I",,"Y","G","C","2020_02_OR0200100_NIBRS",97413793,0
2020,8530807,15495,3,2020,"I",,"Y","G","C","2020_03_OR0200100_NIBRS",97409772,0
2020,8557136,15495,4,2020,"I",,"Y","G","C","2020_04_OR0200100_NIBRS",95022771,0
2020,8517864,15495,5,2020,"I",,"Y","G","C","2020_05_OR0200100_NIBRS",95018101,0
2020,8557177,15495,6,2020,"I",,"Y","G","C","2020_06_OR0200100_NIBRS",97413868,0
2020,8515234,15495,7,2020,"I",,"Y","G","C","2020_07_OR0200100_NIBRS",97409838,0
2020,8567743,15527,1,2020,"I",,"Y","G","C","2020_01_OR023SP00_NIBRS",79099786,0
2020,8502439,15527,2,2020,"I",,"Y","G","C","2020_02_OR023SP00_NIBRS",95019189,0
2020,8516236,15527,3,2020,"I",,"Y","G","C","2020_03_OR023SP00_NIBRS",82627319,0
2020,8519671,15527,4,2020,"I",,"Y","G","C","2020_04_OR023SP00_NIBRS",89978560,0
2020,8500959,15527,5,2020,"I",,"Y","G","C","2020_05_OR023SP00_NIBRS",91481552,0
2020,8564364,15527,6,2020,"I",,"Y","G","C","2020_06_OR023SP00_NIBRS",97415232,0
2020,8530083,15527,7,2020,"I",,"Y","G","C","2020_07_OR023SP00_NIBRS",91483444,0
2020,8497614,15527,8,2020,"I",,"Y","G","C","2020_08_OR023SP00_NIBRS",95019221,0
2020,8483037,15527,9,2020,"I",,"Y","G","C","2020_09_OR023SP00_NIBRS",93352204,0
2020,8522257,15527,10,2020,"I",,"Y","G","C","2020_10_OR023SP00_NIBRS",97411049,0
2020,8500154,15527,11,2020,"I",,"Y","G","C","2020_11_OR023SP00_NIBRS",95019263,0
2020,8556868,15527,12,2020,"I",,"Y","G","C","2020_12_OR023SP00_NIBRS",95019280,0
2020,8561703,15413,1,2020,"I",,"Y","G","C","2020_01_OR007SP00_NIBRS",78969732,0
2020,8570164,15413,2,2020,"I",,"Y","G","C","2020_02_OR007SP00_NIBRS",78891716,0
2020,8552838,15413,3,2020,"I",,"Y","G","C","2020_03_OR007SP00_NIBRS",89970185,0
2020,8489528,15413,4,2020,"I",,"Y","G","C","2020_04_OR007SP00_NIBRS",85701805,0
2020,8520569,15413,5,2020,"I",,"Y","G","C","2020_05_OR007SP00_NIBRS",79095312,0
2020,8503383,15413,6,2020,"I",,"Y","G","C","2020_06_OR007SP00_NIBRS",85700086,0
2020,8542640,15413,7,2020,"I",,"Y","G","C","2020_07_OR007SP00_NIBRS",85700091,0
2020,8527346,15413,8,2020,"I",,"Y","G","C","2020_08_OR007SP00_NIBRS",97412634,0
2020,8527369,15413,9,2020,"I",,"Y","G","C","2020_09_OR007SP00_NIBRS",91479343,0
2020,8495316,15413,10,2020,"U",,"Y","G","C","2020_10_OR007SP00_NIBRS",,0
2020,8558660,15413,11,2020,"U",,"Y","G","C","2020_11_OR007SP00_NIBRS",,0
2020,8502179,15413,12,2020,"I",,"Y","G","C","2020_12_OR007SP00_NIBRS",95022059,0
2020,8556421,15488,1,2020,"Z",,"Y","G","C","2020_01_OR018060X_NIBRS",78486131,0
2020,8523733,15488,2,2020,"Z",,"Y","G","C","2020_02_OR018060X_NIBRS",79111770,0
2020,8563116,15488,3,2020,"Z",,"Y","G","C","2020_03_OR018060X_NIBRS",79109760,0
2020,8563144,15488,4,2020,"Z",,"Y","G","C","2020_04_OR018060X_NIBRS",79111783,0
2020,8538481,15488,5,2020,"Z",,"Y","G","C","2020_05_OR018060X_NIBRS",79109773,0
2020,8496567,15488,6,2020,"Z",,"Y","G","C","2020_06_OR018060X_NIBRS",79109775,0
2020,8546204,15488,7,2020,"Z",,"Y","G","C","2020_07_OR018060X_NIBRS",82629301,0
2020,8558241,15488,8,2020,"Z",,"Y","G","C","2020_08_OR018060X_NIBRS",82632176,0
2020,8571775,15488,9,2020,"Z",,"Y","G","C","2020_09_OR018060X_NIBRS",84744982,0
2020,8572538,15488,10,2020,"Z",,"Y","G","C","2020_10_OR018060X_NIBRS",87363321,0
2020,8553596,15488,11,2020,"Z",,"Y","G","C","2020_11_OR018060X_NIBRS",89980283,0
2020,8526275,15488,12,2020,"Z",,"Y","G","C","2020_12_OR018060X_NIBRS",91488723,0
2020,17768547,15643,12,2020,"U",03-FEB-21,"Y","X","C","2020_12_ORDI05000_NIBRS",93882340,0
2020,8543794,15556,1,2020,"I",,"Y","G","C","2020_01_OR0260300_NIBRS",82633841,0
2020,8519845,15556,2,2020,"I",,"Y","G","C","2020_02_OR0260300_NIBRS",89992002,0
2020,8508062,15556,3,2020,"I",,"Y","G","C","2020_03_OR0260300_NIBRS",87364641,0
2020,8545461,15556,4,2020,"I",,"Y","G","C","2020_04_OR0260300_NIBRS",89991807,0
2020,8547432,15556,5,2020,"I",,"Y","G","C","2020_05_OR0260300_NIBRS",87364690,0
2020,8495944,15556,6,2020,"I",,"Y","G","C","2020_06_OR0260300_NIBRS",87364735,0
2020,8557805,15556,7,2020,"I",,"Y","G","C","2020_07_OR0260300_NIBRS",89987687,0
2020,8504558,15556,8,2020,"I",,"Y","G","C","2020_08_OR0260300_NIBRS",91492181,0
2020,8481410,15556,9,2020,"I",,"Y","G","C","2020_09_OR0260300_NIBRS",87364779,0
2020,8571509,15556,10,2020,"I",,"Y","G","C","2020_10_OR0260300_NIBRS",95026212,0
2020,8531284,15556,11,2020,"I",,"Y","G","C","2020_11_OR0260300_NIBRS",95026970,0
2020,8524280,15556,12,2020,"I",,"Y","G","C","2020_12_OR0260300_NIBRS",95026255,0
2020,8515972,15562,1,2020,"I",,"Y","G","C","2020_01_OR026SP00_NIBRS",95019418,0
2020,8546962,15562,2,2020,"I",,"Y","G","C","2020_02_OR026SP00_NIBRS",89982895,0
2020,8533160,15562,3,2020,"I",,"Y","G","C","2020_03_OR026SP00_NIBRS",89979321,0
2020,8518054,15562,4,2020,"I",,"Y","G","C","2020_04_OR026SP00_NIBRS",93352398,0
2020,8531783,15562,5,2020,"I",,"Y","G","C","2020_05_OR026SP00_NIBRS",89979327,0
2020,8511148,15562,6,2020,"I",,"Y","G","C","2020_06_OR026SP00_NIBRS",91487081,0
2020,8540202,15562,7,2020,"I",,"Y","G","C","2020_07_OR026SP00_NIBRS",93347748,0
2020,8500009,15562,8,2020,"I",,"Y","G","C","2020_08_OR026SP00_NIBRS",91483981,0
2020,8500048,15562,9,2020,"I",,"Y","G","C","2020_09_OR026SP00_NIBRS",95024039,0
2020,8520713,15562,10,2020,"I",,"Y","G","C","2020_10_OR026SP00_NIBRS",97411342,0
2020,8546321,15562,11,2020,"I",,"Y","G","C","2020_11_OR026SP00_NIBRS",97411349,0
2020,8572700,15562,12,2020,"I",,"Y","G","C","2020_12_OR026SP00_NIBRS",95024035,0
2020,8531677,15572,1,2020,"I",,"Y","G","C","2020_01_OR028SP00_NIBRS",78983023,0
2020,8493676,15572,2,2020,"I",,"Y","G","C","2020_02_OR028SP00_NIBRS",78899758,0
2020,8509154,15572,3,2020,"I",,"Y","G","C","2020_03_OR028SP00_NIBRS",78899776,0
2020,8497319,15572,4,2020,"U",,"Y","G","C","2020_04_OR028SP00_NIBRS",,0
