year,state,STATE,county,County,fips,GEOID,total_pop,tHH,tfHH_18,tfHH_65,HH_inc,clf,clf_ue
2019,KS,Kansas,BROWN ,Brown ,20013,05000US20013,9626,3872,1054,839,48333,4735,160
,,,,,,,,,,,,,
2019,KS,Kansas,BUTLER ,Butler ,20015,05000US20015,66698,24870,8875,3949,64782,32227,1211
,,,,,,,,,,,,,
2019,KS,Kansas,CHASE ,Chase ,20017,05000US20017,2637,1051,249,220,45353,1163,52
,,,,,,,,,,,,,
2019,KS,Kansas,CHAUTAUQUA ,Chautauqua ,20019,05000US20019,3323,1456,396,318,40298,1463,99
,,,,,,,,,,,,,
2019,KS,Kansas,CHEROKEE ,Cherokee ,20021,05000US20021,20179,7929,2430,1375,43175,8955,389
,,,,,,,,,,,,,
2019,KS,Kansas,CHEYENNE ,Cheyenne ,20023,05000US20023,2665,1221,270,197,47639,1293,24
,,,,,,,,,,,,,
2019,KS,Kansas,CLARK ,Clark ,20025,05000US20025,2026,873,243,161,53348,1003,15
,,,,,,,,,,,,,
2019,KS,Kansas,CLAY ,Clay ,20027,05000US20027,8082,3514,987,687,53929,3954,106
,,,,,,,,,,,,,
2019,KS,Kansas,CLOUD ,Cloud ,20029,05000US20029,8938,3689,1119,661,45373,4566,189
,,,,,,,,,,,,,
2019,KS,Kansas,COFFEY ,Coffey ,20031,05000US20031,8254,3585,1059,702,59583,4304,178
,,,,,,,,,,,,,
2019,KS,Kansas,COMANCHE ,Comanche ,20033,05000US20033,1740,751,159,168,54821,954,29
,,,,,,,,,,,,,
2019,KS,Kansas,COWLEY ,Cowley ,20035,05000US20035,35351,13499,4251,2229,50102,16261,773
,,,,,,,,,,,,,
2019,KS,Kansas,CRAWFORD ,Crawford ,20037,05000US20037,38968,15284,4281,2208,41004,19487,999
,,,,,,,,,,,,,
2019,KS,Kansas,DECATUR ,Decatur ,20039,05000US20039,2860,1442,285,263,48125,1410,23
,,,,,,,,,,,,,
2019,KS,Kansas,DICKINSON ,Dickinson ,20041,05000US20041,18828,7911,2190,1286,49991,9346,388
,,,,,,,,,,,,,
2019,KS,Kansas,DONIPHAN ,Doniphan ,20043,05000US20043,7684,3046,806,531,49703,3942,101
,,,,,,,,,,,,,
2019,KS,Kansas,DOUGLAS ,Douglas ,20045,05000US20045,120290,46936,11882,5715,59435,71171,2981
,,,,,,,,,,,,,
2019,KS,Kansas,EDWARDS ,Edwards ,20047,05000US20047,2869,1308,360,219,50902,1450,34
,,,,,,,,,,,,,
2019,KS,Kansas,ELK ,Elk ,20049,05000US20049,2523,1128,282,304,38750,1025,58
,,,,,,,,,,,,,
2019,KS,Kansas,ELLIS ,Ellis ,20051,05000US20051,28775,11544,2899,1513,52883,16584,469
,,,,,,,,,,,,,
2019,KS,Kansas,ELLSWORTH ,Ellsworth ,20053,05000US20053,6231,2388,563,465,54902,2783,97
,,,,,,,,,,,,,
2019,KS,Kansas,FINNEY ,Finney ,20055,05000US20055,36750,12519,5097,1581,60798,19385,769
,,,,,,,,,,,,,
2019,KS,Kansas,FORD ,Ford ,20057,05000US20057,34179,11344,4735,1328,51711,17641,1024
,,,,,,,,,,,,,
2019,KS,Kansas,FRANKLIN ,Franklin ,20059,05000US20059,25558,10118,2975,1725,56582,13226,494
,,,,,,,,,,,,,
2019,KS,Kansas,GEARY ,Geary ,20061,05000US20061,34025,12684,5817,1145,53133,12569,568
,,,,,,,,,,,,,
2019,KS,Kansas,GOVE ,Gove ,20063,05000US20063,2644,1217,339,271,48317,1309,21
,,,,,,,,,,,,,
2019,KS,Kansas,GRAHAM ,Graham ,20065,05000US20065,2519,1196,293,254,46375,1251,22
,,,,,,,,,,,,,
2019,KS,Kansas,GRANT ,Grant ,20067,05000US20067,7467,2551,782,442,53413,3684,246
,,,,,,,,,,,,,
2019,KS,Kansas,GRAY ,Gray ,20069,05000US20069,6039,2151,748,296,64930,3242,84
,,,,,,,,,,,,,
2019,KS,Kansas,GREELEY ,Greeley ,20071,05000US20071,1185,519,175,94,54112,583,0
,,,,,,,,,,,,,
2019,KS,Kansas,GREENWOOD ,Greenwood ,20073,05000US20073,6081,2769,745,608,41982,2944,69
,,,,,,,,,,,,,
2019,KS,Kansas,HAMILTON ,Hamilton ,20075,05000US20075,2591,890,251,119,46944,1240,9
,,,,,,,,,,,,,
2019,KS,Kansas,HARPER ,Harper ,20077,05000US20077,5594,2265,679,446,49865,2516,145
,,,,,,,,,,,,,
2019,KS,Kansas,HARVEY ,Harvey ,20079,05000US20079,34503,13290,4234,2537,57982,17621,584
,,,,,,,,,,,,,
2019,KS,Kansas,HASKELL ,Haskell ,20081,05000US20081,4018,1320,452,231,55064,1979,63
,,,,,,,,,,,,,
2019,KS,Kansas,HODGEMAN ,Hodgeman ,20083,05000US20083,1876,767,220,161,61211,1025,36
,,,,,,,,,,,,,
2019,KS,Kansas,JACKSON ,Jackson ,20085,05000US20085,13266,5465,1569,1142,57914,6414,333
,,,,,,,,,,,,,
2019,KS,Kansas,JEFFERSON ,Jefferson ,20087,05000US20087,18890,7575,2421,1369,64864,9805,355
,,,,,,,,,,,,,
2019,KS,Kansas,JEWELL ,Jewell ,20089,05000US20089,2885,1380,273,328,40676,1247,27
,,,,,,,,,,,,,
2019,KS,Kansas,JOHNSON ,Johnson ,20091,05000US20091,591506,228592,77562,34620,89087,332189,9508
,,,,,,,,,,,,,
2019,KS,Kansas,KEARNY ,Kearny ,20093,05000US20093,3907,1201,430,246,52599,1696,37
,,,,,,,,,,,,,
2019,KS,Kansas,KINGMAN ,Kingman ,20095,05000US20095,7340,3133,874,576,60469,3753,177
,,,,,,,,,,,,,
2019,KS,Kansas,KIOWA ,Kiowa ,20097,05000US20097,2505,985,227,195,53274,1250,38
,,,,,,,,,,,,,
2019,KS,Kansas,LABETTE ,Labette ,20099,05000US20099,20119,8176,2632,1432,47643,9844,326
,,,,,,,,,,,,,
2019,KS,Kansas,LANE ,Lane ,20101,05000US20101,1564,757,204,120,52125,887,23
,,,,,,,,,,,,,
2019,KS,Kansas,LEAVENWORTH ,Leavenworth ,20103,05000US20103,80745,27253,9849,4794,73013,37185,1538
,,,,,,,,,,,,,
2019,KS,Kansas,LINCOLN ,Lincoln ,20105,05000US20105,3044,1248,286,240,45076,1490,50
,,,,,,,,,,,,,
2019,KS,Kansas,LINN ,Linn ,20107,05000US20107,9671,4497,1250,936,48778,4486,184
,,,,,,,,,,,,,
2019,KS,Kansas,LOGAN ,Logan ,20109,05000US20109,2805,1153,354,220,51740,1449,24
,,,,,,,,,,,,,
2019,KS,Kansas,LYON ,Lyon ,20111,05000US20111,33251,13569,3698,1918,46338,18327,997
,,,,,,,,,,,,,
2019,KS,Kansas,MCPHERSON ,McPherson ,20113,05000US20113,28567,12334,3474,2088,59089,15125,293
,,,,,,,,,,,,,
2019,KS,Kansas,MARION ,Marion ,20115,05000US20115,11964,4846,1260,1028,52123,5936,210
,,,,,,,,,,,,,
2019,KS,Kansas,MARSHALL ,Marshall ,20117,05000US20117,9749,4085,1017,729,51895,5017,163
,,,,,,,,,,,,,
2019,KS,Kansas,MEADE ,Meade ,20119,05000US20119,4180,1689,560,248,59316,2130,27
,,,,,,,,,,,,,
2019,KS,Kansas,MIAMI ,Miami ,20121,05000US20121,33417,12835,4220,2379,71995,17140,477
,,,,,,,,,,,,,
2019,KS,Kansas,MITCHELL ,Mitchell ,20123,05000US20123,6145,2570,687,453,46203,2829,101
,,,,,,,,,,,,,
2019,KS,Kansas,MONTGOMERY ,Montgomery ,20125,05000US20125,32521,13576,3626,2352,45157,15262,768
,,,,,,,,,,,,,
2019,KS,Kansas,MORRIS ,Morris ,20127,05000US20127,5566,2280,612,592,55658,2786,67
,,,,,,,,,,,,,
2019,KS,Kansas,MORTON ,Morton ,20129,05000US20129,2754,1038,261,216,47750,1180,30
,,,,,,,,,,,,,
2019,KS,Kansas,NEMAHA ,Nemaha ,20131,05000US20131,10121,4007,1215,716,63216,5359,67
,,,,,,,,,,,,,
2019,KS,Kansas,NEOSHO ,Neosho ,20133,05000US20133,16108,6601,2129,1160,46291,7563,356
,,,,,,,,,,,,,
2019,KS,Kansas,NESS ,Ness ,20135,05000US20135,2876,1269,307,243,56492,1408,19
,,,,,,,,,,,,,
2019,KS,Kansas,NORTON ,Norton ,20137,05000US20137,5446,1830,507,314,49038,2379,29
,,,,,,,,,,,,,
2019,KS,Kansas,OSAGE ,Osage ,20139,05000US20139,15881,6607,1861,1291,54090,7796,390
,,,,,,,,,,,,,
2019,KS,Kansas,OSBORNE ,Osborne ,20141,05000US20141,3530,1648,417,298,51286,1780,29
,,,,,,,,,,,,,
2019,KS,Kansas,OTTAWA ,Ottawa ,20143,05000US20143,5822,2446,703,480,54784,2998,71
,,,,,,,,,,,,,
2019,KS,Kansas,PAWNEE ,Pawnee ,20145,05000US20145,6629,2448,523,560,49917,2761,67
,,,,,,,,,,,,,
2019,KS,Kansas,PHILLIPS ,Phillips ,20147,05000US20147,5340,2316,601,459,50093,2697,76
,,,,,,,,,,,,,
2019,KS,Kansas,POTTAWATOMIE ,Pottawatomie ,20149,05000US20149,23847,8698,3217,1402,66835,11555,339
,,,,,,,,,,,,,
2019,KS,Kansas,PRATT ,Pratt ,20151,05000US20151,9452,3652,1081,704,52327,4655,162
,,,,,,,,,,,,,
2019,KS,Kansas,RAWLINS ,Rawlins ,20153,05000US20153,2502,1176,308,285,53207,1276,21
,,,,,,,,,,,,,
2019,KS,Kansas,RENO ,Reno ,20155,05000US20155,62765,25014,6810,4606,49936,30720,1376
,,,,,,,,,,,,,
2019,KS,Kansas,REPUBLIC ,Republic ,20157,05000US20157,4658,2218,492,443,47976,2302,38
,,,,,,,,,,,,,
2019,KS,Kansas,RICE ,Rice ,20159,05000US20159,9658,3917,1140,627,53012,4924,209
,,,,,,,,,,,,,
2019,KS,Kansas,RILEY ,Riley ,20161,05000US20161,75056,26490,6686,2612,51208,38632,2258
,,,,,,,,,,,,,
2019,KS,Kansas,ROOKS ,Rooks ,20163,05000US20163,5053,2176,611,369,49415,2543,78
,,,,,,,,,,,,,
2019,KS,Kansas,RUSH ,Rush ,20165,05000US20165,3022,1421,296,237,47981,1498,62
,,,,,,,,,,,,,
2019,KS,Kansas,RUSSELL ,Russell ,20167,05000US20167,6948,3015,644,620,44792,3355,220
,,,,,,,,,,,,,
2019,KS,Kansas,SALINE ,Saline ,20169,05000US20169,54701,21959,5767,3404,52200,28504,936
,,,,,,,,,,,,,
2019,KS,Kansas,SCOTT ,Scott ,20171,05000US20171,4917,1967,627,403,65417,2530,28
,,,,,,,,,,,,,
2019,KS,Kansas,SEDGWICK ,Sedgwick ,20173,05000US20173,513375,197229,62682,29425,56524,263005,13414
,,,,,,,,,,,,,
2019,KS,Kansas,SEWARD ,Seward ,20175,05000US20175,22349,7321,3104,886,49291,11437,567
,,,,,,,,,,,,,
2019,KS,Kansas,SHAWNEE ,Shawnee ,20177,05000US20177,177852,72267,20944,11537,56762,89359,3668
,,,,,,,,,,,,,
2019,KS,Kansas,SHERIDAN ,Sheridan ,20179,05000US20179,2506,1134,296,241,62885,1342,34
,,,,,,,,,,,,,
2019,KS,Kansas,SHERMAN ,Sherman ,20181,05000US20181,5938,2544,795,396,54754,3039,108
,,,,,,,,,,,,,
2019,KS,Kansas,SMITH ,Smith ,20183,05000US20183,3627,1701,405,375,43429,1793,48
,,,,,,,,,,,,,
2019,KS,Kansas,STAFFORD ,Stafford ,20185,05000US20185,4181,1771,530,297,49375,2107,90
,,,,,,,,,,,,,
2019,KS,Kansas,STANTON ,Stanton ,20187,05000US20187,2052,733,160,105,52054,931,14
,,,,,,,,,,,,,
2019,KS,Kansas,STEVENS ,Stevens ,20189,05000US20189,5603,1814,690,314,57806,2642,149
,,,,,,,,,,,,,
2019,KS,Kansas,SUMNER ,Sumner ,20191,05000US20191,23114,9416,2912,1600,55000,10961,402
,,,,,,,,,,,,,
2019,KS,Kansas,THOMAS ,Thomas ,20193,05000US20193,7810,3375,900,564,60124,4328,96
,,,,,,,,,,,,,
2019,KS,Kansas,TREGO ,Trego ,20195,05000US20195,2840,1379,316,281,57966,1625,22
,,,,,,,,,,,,,
2019,KS,Kansas,WABAUNSEE ,Wabaunsee ,20197,05000US20197,6889,2744,808,542,61178,3469,90
,,,,,,,,,,,,,
2019,KS,Kansas,WALLACE ,Wallace ,20199,05000US20199,1574,636,181,146,63269,777,5
,,,,,,,,,,,,,
2019,KS,Kansas,WASHINGTON ,Washington ,20201,05000US20201,5493,2332,559,466,50588,2684,47
,,,,,,,,,,,,,
2019,KS,Kansas,WICHITA ,Wichita ,20203,05000US20203,2130,934,294,145,57978,1152,33
,,,,,,,,,,,,,
2019,KS,Kansas,WILSON ,Wilson ,20205,05000US20205,8688,3712,1103,690,48341,4200,207
,,,,,,,,,,,,,
2019,KS,Kansas,WOODSON ,Woodson ,20207,05000US20207,3157,1434,354,325,39643,1479,139
,,,,,,,,,,,,,
2019,KS,Kansas,WYANDOTTE ,Wyandotte ,20209,05000US20209,164861,60128,20453,8051,46881,81958,5410
,,,,,,,,,,,,,
2019,KY,Kentucky,ADAIR ,Adair ,21001,05000US21001,19222,6977,1977,1493,38021,8336,479
,,,,,,,,,,,,,
2019,KY,Kentucky,ALLEN ,Allen ,21003,05000US21003,20944,7605,2489,1596,44036,9201,457
,,,,,,,,,,,,,
2019,KY,Kentucky,ANDERSON ,Anderson ,21005,05000US21005,22409,8694,2830,1357,55334,11270,809
,,,,,,,,,,,,,
2019,KY,Kentucky,BALLARD ,Ballard ,21007,05000US21007,8032,3065,854,664,45048,3536,217
,,,,,,,,,,,,,
2019,KY,Kentucky,BARREN ,Barren ,21009,05000US21009,43884,16931,5434,2892,41459,19944,1346
,,,,,,,,,,,,,
2019,KY,Kentucky,BATH ,Bath ,21011,05000US21011,12355,4827,1552,910,44898,5195,300
,,,,,,,,,,,,,
2019,KY,Kentucky,BELL ,Bell ,21013,05000US21013,26791,10624,3184,2159,26272,8409,840
,,,,,,,,,,,,,
2019,KY,Kentucky,BOONE ,Boone ,21015,05000US21015,130820,46997,17732,7784,78327,70331,2663
,,,,,,,,,,,,,
2019,KY,Kentucky,BOURBON ,Bourbon ,21017,05000US21017,20058,8106,2667,1764,49637,9793,509
,,,,,,,,,,,,,
2019,KY,Kentucky,BOYD ,Boyd ,21019,05000US21019,47682,18210,5264,3894,48308,19909,1564
,,,,,,,,,,,,,
2019,KY,Kentucky,BOYLE ,Boyle ,21021,05000US21021,29972,11023,3229,1920,46382,13004,751
,,,,,,,,,,,,,
2019,KY,Kentucky,BRACKEN ,Bracken ,21023,05000US21023,8305,3318,935,551,49158,3830,165
,,,,,,,,,,,,,
2019,KY,Kentucky,BREATHITT ,Breathitt ,21025,05000US21025,12977,5358,1501,1064,27344,4346,435
,,,,,,,,,,,,,
2019,KY,Kentucky,BRECKINRIDGE ,Breckinridge ,21027,05000US21027,20176,7598,2230,1596,47190,8495,781
,,,,,,,,,,,,,
2019,KY,Kentucky,BULLITT ,Bullitt ,21029,05000US21029,80171,29690,9699,5409,63348,41978,1722
,,,,,,,,,,,,,
2019,KY,Kentucky,BUTLER ,Butler ,21031,05000US21031,12764,4958,1677,969,41763,5491,312
,,,,,,,,,,,,,
2019,KY,Kentucky,CALDWELL ,Caldwell ,21033,05000US21033,12702,5163,1423,1074,44775,5497,259
,,,,,,,,,,,,,
2019,KY,Kentucky,CALLOWAY ,Calloway ,21035,05000US21035,38837,14996,3881,2451,42273,19132,814
,,,,,,,,,,,,,
2019,KY,Kentucky,CAMPBELL ,Campbell ,21037,05000US21037,92861,36746,10712,5725,63050,48952,1955
,,,,,,,,,,,,,
2019,KY,Kentucky,CARLISLE ,Carlisle ,21039,05000US21039,4784,1980,617,353,45109,1936,71
,,,,,,,,,,,,,
2019,KY,Kentucky,CARROLL ,Carroll ,21041,05000US21041,10671,4101,1346,579,43524,4841,383
,,,,,,,,,,,,,
2019,KY,Kentucky,CARTER ,Carter ,21043,05000US21043,27159,9606,2937,1947,34736,9258,535
,,,,,,,,,,,,,
2019,KY,Kentucky,CASEY ,Casey ,21045,05000US21045,15885,6099,1700,1353,34819,6153,494
,,,,,,,,,,,,,
2019,KY,Kentucky,CHRISTIAN ,Christian ,21047,05000US21047,71414,25721,9831,3418,43919,25434,1880
,,,,,,,,,,,,,
2019,KY,Kentucky,CLARK ,Clark ,21049,05000US21049,35971,14509,4522,2681,54953,17322,965
,,,,,,,,,,,,,
2019,KY,Kentucky,CLAY ,Clay ,21051,05000US21051,20368,7622,2700,1582,26840,6068,559
,,,,,,,,,,,,,
2019,KY,Kentucky,CLINTON ,Clinton ,21053,05000US21053,10193,3985,1161,688,32184,3876,241
,,,,,,,,,,,,,
2019,KY,Kentucky,CRITTENDEN ,Crittenden ,21055,05000US21055,9000,3567,1014,816,45244,3785,81
,,,,,,,,,,,,,
2019,KY,Kentucky,CUMBERLAND ,Cumberland ,21057,05000US21057,6697,2616,714,532,35344,2711,124
,,,,,,,,,,,,,
2019,KY,Kentucky,DAVIESS ,Daviess ,21059,05000US21059,100474,40179,12851,6563,51673,48399,2414
,,,,,,,,,,,,,
2019,KY,Kentucky,EDMONSON ,Edmonson ,21061,05000US21061,12138,4885,1368,1076,43401,5064,449
,,,,,,,,,,,,,
2019,KY,Kentucky,ELLIOTT ,Elliott ,21063,05000US21063,7510,2523,969,673,32306,1738,27
,,,,,,,,,,,,,
2019,KY,Kentucky,ESTILL ,Estill ,21065,05000US21065,14224,5499,1526,1125,31688,5428,597
,,,,,,,,,,,,,
2019,KY,Kentucky,FAYETTE ,Fayette ,21067,05000US21067,320601,129784,36481,16571,57291,176388,8965
,,,,,,,,,,,,,
2019,KY,Kentucky,FLEMING ,Fleming ,21069,05000US21069,14513,5841,1881,989,44612,6547,486
,,,,,,,,,,,,,
2019,KY,Kentucky,FLOYD ,Floyd ,21071,05000US21071,36456,15000,4612,2807,32730,11951,1348
,,,,,,,,,,,,,
2019,KY,Kentucky,FRANKLIN ,Franklin ,21073,05000US21073,50529,21076,5820,3473,56274,25537,1006
,,,,,,,,,,,,,
2019,KY,Kentucky,FULTON ,Fulton ,21075,05000US21075,6130,2441,652,441,30114,2232,227
,,,,,,,,,,,,,
2019,KY,Kentucky,GALLATIN ,Gallatin ,21077,05000US21077,8737,3105,1050,545,52167,4090,227
,,,,,,,,,,,,,
2019,KY,Kentucky,GARRARD ,Garrard ,21079,05000US21079,17445,6706,2317,1379,52631,7930,518
,,,,,,,,,,,,,
2019,KY,Kentucky,GRANT ,Grant ,21081,05000US21081,24951,9141,3613,1491,48714,11180,407
,,,,,,,,,,,,,
2019,KY,Kentucky,GRAVES ,Graves ,21083,05000US21083,37248,14316,3997,2523,44043,16691,1010
,,,,,,,,,,,,,
2019,KY,Kentucky,GRAYSON ,Grayson ,21085,05000US21085,26247,9758,3040,1851,38612,11243,546
,,,,,,,,,,,,,
2019,KY,Kentucky,GREEN ,Green ,21087,05000US21087,10979,4413,1227,895,35899,4643,197
,,,,,,,,,,,,,
2019,KY,Kentucky,GREENUP ,Greenup ,21089,05000US21089,35555,14056,4089,3079,51655,15282,960
,,,,,,,,,,,,,
2019,KY,Kentucky,HANCOCK ,Hancock ,21091,05000US21091,8720,3311,1213,679,57217,3944,231
,,,,,,,,,,,,,
2019,KY,Kentucky,HARDIN ,Hardin ,21093,05000US21093,108527,41646,13513,6319,54367,50820,2914
,,,,,,,,,,,,,
2019,KY,Kentucky,HARLAN ,Harlan ,21095,05000US21095,26699,11134,3315,2112,26478,8080,906
,,,,,,,,,,,,,
2019,KY,Kentucky,HARRISON ,Harrison ,21097,05000US21097,18722,7283,2306,1380,48438,8572,438
,,,,,,,,,,,,,
2019,KY,Kentucky,HART ,Hart ,21099,05000US21099,18729,7351,2196,1099,38396,7694,446
,,,,,,,,,,,,,
2019,KY,Kentucky,HENDERSON ,Henderson ,21101,05000US21101,45829,18643,5521,3126,48926,21360,1022
,,,,,,,,,,,,,
2019,KY,Kentucky,HENRY ,Henry ,21103,05000US21103,15911,6044,2047,1255,53926,7604,313
,,,,,,,,,,,,,
2019,KY,Kentucky,HICKMAN ,Hickman ,21105,05000US21105,4510,1798,416,382,42929,1718,120
,,,,,,,,,,,,,
2019,KY,Kentucky,HOPKINS ,Hopkins ,21107,05000US21107,45331,18588,5474,3302,47170,19938,1092
,,,,,,,,,,,,,
2019,KY,Kentucky,JACKSON ,Jackson ,21109,05000US21109,13369,5484,1780,867,32138,4672,446
,,,,,,,,,,,,,
2019,KY,Kentucky,JEFFERSON ,Jefferson ,21111,05000US21111,767419,312679,87189,47925,56586,404623,22015
,,,,,,,,,,,,,
2019,KY,Kentucky,JESSAMINE ,Jessamine ,21113,05000US21113,53032,18821,6342,3537,58245,25973,1564
,,,,,,,,,,,,,
2019,KY,Kentucky,JOHNSON ,Johnson ,21115,05000US21115,22634,8488,2518,1694,37055,7428,646
,,,,,,,,,,,,,
2019,KY,Kentucky,KENTON ,Kenton ,21117,05000US21117,165668,63966,19233,9214,64339,89136,3761
,,,,,,,,,,,,,
2019,KY,Kentucky,KNOTT ,Knott ,21119,05000US21119,15260,6388,1940,1180,31198,5183,582
,,,,,,,,,,,,,
2019,KY,Kentucky,KNOX ,Knox ,21121,05000US21121,31365,11961,4092,2106,30181,10597,759
,,,,,,,,,,,,,
2019,KY,Kentucky,LARUE ,Larue ,21123,05000US21123,14204,5741,1706,1058,47643,6682,295
,,,,,,,,,,,,,
2019,KY,Kentucky,LAUREL ,Laurel ,21125,05000US21125,60357,22573,7261,4054,41526,25606,1674
,,,,,,,,,,,,,
2019,KY,Kentucky,LAWRENCE ,Lawrence ,21127,05000US21127,15671,5784,1582,1211,32798,5112,427
,,,,,,,,,,,,,
2019,KY,Kentucky,LEE ,Lee ,21129,05000US21129,6881,2839,692,487,25275,2234,232
,,,,,,,,,,,,,
2019,KY,Kentucky,LESLIE ,Leslie ,21131,05000US21131,10283,4076,1237,868,31627,3313,313
,,,,,,,,,,,,,
2019,KY,Kentucky,LETCHER ,Letcher ,21133,05000US21133,22295,9721,3086,1776,29886,8069,1019
,,,,,,,,,,,,,
2019,KY,Kentucky,LEWIS ,Lewis ,21135,05000US21135,13417,5268,1576,1050,31147,4567,237
,,,,,,,,,,,,,
2019,KY,Kentucky,LINCOLN ,Lincoln ,21137,05000US21137,24476,9697,3322,1878,42919,10625,588
,,,,,,,,,,,,,
2019,KY,Kentucky,LIVINGSTON ,Livingston ,21139,05000US21139,9235,3857,902,773,50839,4120,232
,,,,,,,,,,,,,
2019,KY,Kentucky,LOGAN ,Logan ,21141,05000US21141,26902,10418,3156,1976,48014,11755,593
,,,,,,,,,,,,,
2019,KY,Kentucky,LYON ,Lyon ,21143,05000US21143,8271,3333,575,915,52528,2929,52
,,,,,,,,,,,,,
2019,KY,Kentucky,MCCRACKEN ,McCracken ,21145,05000US21145,65268,27854,7194,4527,46080,30118,1164
,,,,,,,,,,,,,
2019,KY,Kentucky,MCCREARY ,McCreary ,21147,05000US21147,17465,6052,1984,1156,28105,5299,502
,,,,,,,,,,,,,
2019,KY,Kentucky,MCLEAN ,McLean ,21149,05000US21149,9283,3809,1264,761,51861,4046,317
,,,,,,,,,,,,,
2019,KY,Kentucky,MADISON ,Madison ,21151,05000US21151,90802,33359,9937,4993,50060,45299,2616
,,,,,,,,,,,,,
2019,KY,Kentucky,MAGOFFIN ,Magoffin ,21153,05000US21153,12491,5020,1492,885,28147,3996,624
,,,,,,,,,,,,,
2019,KY,Kentucky,MARION ,Marion ,21155,05000US21155,19244,7405,2120,1174,40107,8449,749
,,,,,,,,,,,,,
2019,KY,Kentucky,MARSHALL ,Marshall ,21157,05000US21157,31192,13121,3619,2933,55113,14028,562
,,,,,,,,,,,,,
2019,KY,Kentucky,MARTIN ,Martin ,21159,05000US21159,11648,4153,1406,923,41013,3587,311
,,,,,,,,,,,,,
2019,KY,Kentucky,MASON ,Mason ,21161,05000US21161,17112,6700,1958,1228,45377,7639,384
,,,,,,,,,,,,,
2019,KY,Kentucky,MEADE ,Meade ,21163,05000US21163,28182,10685,3847,1648,56603,12802,801
,,,,,,,,,,,,,
2019,KY,Kentucky,MENIFEE ,Menifee ,21165,05000US21165,6443,2651,697,472,39325,2507,82
,,,,,,,,,,,,,
2019,KY,Kentucky,MERCER ,Mercer ,21167,05000US21167,21592,8556,2254,1679,55093,10490,809
,,,,,,,,,,,,,
2019,KY,Kentucky,METCALFE ,Metcalfe ,21169,05000US21169,10036,4074,1307,745,37386,4093,175
,,,,,,,,,,,,,
2019,KY,Kentucky,MONROE ,Monroe ,21171,05000US21171,10627,4491,1338,698,34879,4683,289
,,,,,,,,,,,,,
2019,KY,Kentucky,MONTGOMERY ,Montgomery ,21173,05000US21173,27884,10481,3612,1825,45516,12336,679
,,,,,,,,,,,,,
2019,KY,Kentucky,MORGAN ,Morgan ,21175,05000US21175,13288,4865,1548,882,36134,3946,247
,,,,,,,,,,,,,
2019,KY,Kentucky,MUHLENBERG ,Muhlenberg ,21177,05000US21177,30951,11351,3247,2435,43590,12781,836
,,,,,,,,,,,,,
2019,KY,Kentucky,NELSON ,Nelson ,21179,05000US21179,45650,17853,5695,2892,60127,22680,1026
,,,,,,,,,,,,,
2019,KY,Kentucky,NICHOLAS ,Nicholas ,21181,05000US21181,7153,2804,941,467,38149,2997,176
,,,,,,,,,,,,,
2019,KY,Kentucky,OHIO ,Ohio ,21183,05000US21183,24071,9122,2970,1844,45564,10520,843
,,,,,,,,,,,,,
2019,KY,Kentucky,OLDHAM ,Oldham ,21185,05000US21185,65967,20911,9403,3778,99128,32842,1110
,,,,,,,,,,,,,
2019,KY,Kentucky,OWEN ,Owen ,21187,05000US21187,10796,3995,1326,814,48801,4656,168
,,,,,,,,,,,,,
2019,KY,Kentucky,OWSLEY ,Owsley ,21189,05000US21189,4442,1704,536,354,30284,1435,173
,,,,,,,,,,,,,
2019,KY,Kentucky,PENDLETON ,Pendleton ,21191,05000US21191,14572,5253,1753,923,54375,6728,231
,,,,,,,,,,,,,
2019,KY,Kentucky,PERRY ,Perry ,21193,05000US21193,26624,11226,3705,2038,33640,10048,1193
,,,,,,,,,,,,,
2019,KY,Kentucky,PIKE ,Pike ,21195,05000US21195,59497,25702,7699,4770,34856,21961,1914
,,,,,,,,,,,,,
2019,KY,Kentucky,POWELL ,Powell ,21197,05000US21197,12304,4770,1706,822,37469,5260,324
,,,,,,,,,,,,,
2019,KY,Kentucky,PULASKI ,Pulaski ,21199,05000US21199,64350,25301,7636,4706,39998,27835,1983
,,,,,,,,,,,,,
2019,KY,Kentucky,ROBERTSON ,Robertson ,21201,05000US21201,2123,861,222,142,41902,891,70
,,,,,,,,,,,,,
2019,KY,Kentucky,ROCKCASTLE ,Rockcastle ,21203,05000US21203,16820,6544,2296,1155,35720,6701,577
,,,,,,,,,,,,,
2019,KY,Kentucky,ROWAN ,Rowan ,21205,05000US21205,24507,8623,2461,1355,38230,10691,536
,,,,,,,,,,,,,
2019,KY,Kentucky,RUSSELL ,Russell ,21207,05000US21207,17778,6922,2066,1305,38390,7183,424
,,,,,,,,,,,,,
2019,KY,Kentucky,SCOTT ,Scott ,21209,05000US21209,54667,20551,7623,3034,70817,29264,971
,,,,,,,,,,,,,
2019,KY,Kentucky,SHELBY ,Shelby ,21211,05000US21211,47325,16624,5799,3095,67056,24344,930
,,,,,,,,,,,,,
2019,KY,Kentucky,SIMPSON ,Simpson ,21213,05000US21213,18183,7028,2360,1350,48623,8470,388
,,,,,,,,,,,,,
2019,KY,Kentucky,SPENCER ,Spencer ,21215,05000US21215,18680,6763,2539,1169,80166,10222,485
,,,,,,,,,,,,,
