combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
ALGER-MI-2019-3,0,2,2,0,NA,5,2,0,9,0,0,2,5,2,5,6,4,1
ALGER-MI-2019-4,8,12,12,0,NA,22,10,0,31,13,0,2,30,2,30,17,18,9
ALGER-MI-2019-5,6,6,6,0,NA,13,13,0,29,9,0,2,24,2,24,24,9,9
ALGER-MI-2019-6,1,2,6,0,NA,8,6,0,7,5,0,3,11,3,11,7,8,1
ALGER-MI-2019-7,4,2,2,0,NA,16,9,0,19,3,0,0,25,0,25,21,8,1
ALGER-MI-2019-8,4,4,3,0,NA,5,6,0,11,2,0,1,10,1,10,10,5,2
ALGER-MI-2019-9,2,4,1,0,NA,3,7,0,8,9,0,1,9,1,9,14,5,3
ALLEGAN-MI-2019-1,95,109,132,0,NA,225,232,3,391,155,3,47,403,47,403,300,234,91
ALLEGAN-MI-2019-10,106,102,141,6,NA,268,260,3,425,187,3,66,457,66,457,392,250,87
ALLEGAN-MI-2019-11,78,89,131,0,NA,217,253,3,407,143,3,53,410,53,410,322,244,84
ALLEGAN-MI-2019-12,102,103,170,2,NA,244,236,4,445,152,4,69,405,69,405,329,263,97
ALLEGAN-MI-2019-2,74,84,130,2,NA,176,204,0,332,156,0,60,315,60,315,258,195,96
ALLEGAN-MI-2019-3,83,110,131,4,NA,204,218,1,394,174,1,75,343,75,343,264,240,139
ALLEGAN-MI-2019-4,100,123,124,0,NA,207,238,0,423,189,0,60,380,60,380,327,249,129
ALLEGAN-MI-2019-5,94,115,153,0,NA,236,233,2,451,142,2,65,399,65,399,299,260,111
ALLEGAN-MI-2019-6,96,101,145,6,NA,231,267,2,455,148,2,58,440,58,440,349,234,120
ALLEGAN-MI-2019-7,108,97,142,0,NA,265,270,6,491,197,6,64,457,64,457,372,257,155
ALLEGAN-MI-2019-8,89,97,174,3,NA,257,272,3,479,186,3,51,478,51,478,349,270,149
ALLEGAN-MI-2019-9,94,121,174,5,NA,257,311,1,518,176,1,86,481,86,481,408,283,114
ALLEGHANY-VA-2019-1,11,7,9,0,NA,14,23,1,38,16,1,5,32,5,32,22,20,21
ALLEGHANY-VA-2019-10,9,5,7,0,NA,28,20,0,51,11,0,7,41,7,41,44,16,19
ALLEGHANY-VA-2019-11,8,8,12,1,NA,20,19,0,47,14,0,4,34,4,34,29,22,24
ALLEGHANY-VA-2019-12,3,2,5,0,NA,6,14,0,15,9,0,1,19,1,19,15,11,8
ALLEGHANY-VA-2019-2,5,6,7,0,NA,12,19,0,31,10,0,4,25,4,25,29,12,13
ALLEGHANY-VA-2019-3,12,11,14,0,NA,17,15,0,37,19,0,4,28,4,28,18,18,31
ALLEGHANY-VA-2019-4,15,15,8,0,NA,17,22,1,43,19,1,10,30,10,30,22,22,30
ALLEGHANY-VA-2019-5,10,9,9,0,NA,13,18,0,29,11,0,3,28,3,28,18,17,13
ALLEGHANY-VA-2019-6,16,14,20,0,NA,19,22,3,41,23,3,18,23,18,23,16,28,30
ALLEGHANY-VA-2019-7,12,10,13,0,NA,23,18,1,38,18,1,3,38,3,38,29,19,20
ALLEGHANY-VA-2019-8,13,7,17,1,NA,42,20,0,65,23,0,5,56,5,56,30,34,31
ALLEGHANY-VA-2019-9,4,4,5,3,NA,11,26,0,40,20,0,4,33,4,33,24,15,38
ALLEN-KS-2019-1,8,7,8,0,NA,24,22,0,60,19,0,3,42,3,42,46,16,31
ALLEN-KS-2019-10,1,4,4,0,NA,23,20,0,44,14,0,2,40,2,40,54,10,21
ALLEN-KS-2019-11,15,19,25,0,NA,42,33,0,71,40,0,2,73,2,73,49,42,34
ALLEN-KS-2019-12,9,6,7,1,NA,18,26,0,49,10,0,2,42,2,42,41,12,19
ALLEN-KS-2019-2,6,6,8,0,NA,25,25,0,67,33,0,1,49,1,49,33,18,55
ALLEN-KS-2019-3,17,24,24,0,NA,42,34,0,93,54,0,10,64,10,64,56,36,74
ALLEN-KS-2019-4,18,12,11,0,NA,49,31,0,69,28,0,8,72,8,72,57,33,33
ALLEN-KS-2019-5,11,8,11,0,NA,29,32,0,42,18,0,7,54,7,54,56,22,14
ALLEN-KS-2019-6,13,8,13,0,NA,44,32,0,62,30,0,3,72,3,72,65,26,32
ALLEN-KS-2019-7,15,16,27,0,NA,65,57,0,101,53,0,10,112,10,112,81,48,45
ALLEN-KS-2019-8,11,10,5,0,NA,19,29,0,37,4,0,1,47,1,47,44,16,6
ALLEN-KS-2019-9,8,6,6,0,NA,15,27,1,49,26,1,4,38,4,38,23,19,47
ALLEN-KY-2019-1,4,6,5,0,NA,35,17,1,59,17,1,8,44,8,44,55,9,33
ALLEN-KY-2019-10,10,18,5,0,NA,25,25,2,50,26,2,1,48,1,48,48,25,21
ALLEN-KY-2019-11,6,9,8,2,NA,23,29,0,39,24,0,7,45,7,45,43,20,16
ALLEN-KY-2019-12,4,2,1,0,NA,22,16,0,34,11,0,2,34,2,34,36,7,21
ALLEN-KY-2019-2,16,32,24,0,NA,35,29,17,84,11,17,6,58,6,58,33,50,20
ALLEN-KY-2019-3,9,13,14,0,NA,23,17,0,56,26,0,7,33,7,33,23,23,48
ALLEN-KY-2019-4,10,15,17,2,NA,36,22,0,65,11,0,5,49,5,49,34,29,27
ALLEN-KY-2019-5,7,6,3,0,NA,17,26,0,29,4,0,2,41,2,41,40,12,10
ALLEN-KY-2019-6,2,8,1,1,NA,26,8,0,32,12,0,0,34,0,34,32,9,27
ALLEN-KY-2019-7,4,7,9,0,NA,15,28,0,26,27,0,2,41,2,41,28,21,22
ALLEN-KY-2019-8,4,14,11,3,NA,45,51,0,49,33,0,1,78,1,78,68,28,20
ALLEN-KY-2019-9,7,17,10,0,NA,50,26,0,77,29,0,8,68,8,68,45,31,40
ALLEN-OH-2019-1,4,24,2,0,NA,23,15,4,36,19,4,7,35,7,35,29,28,7
ALLEN-OH-2019-10,3,12,1,0,NA,20,11,5,21,8,5,4,32,4,32,30,14,5
ALLEN-OH-2019-11,3,15,2,0,NA,9,12,2,23,6,2,8,15,8,15,18,16,2
ALLEN-OH-2019-12,1,9,1,0,NA,11,27,1,24,15,1,3,36,3,36,39,10,3
ALLEN-OH-2019-2,10,12,8,0,NA,24,20,6,47,29,6,1,49,1,49,67,16,2
ALLEN-OH-2019-3,2,11,0,0,NA,17,14,2,20,10,2,7,26,7,26,26,14,4
ALLEN-OH-2019-4,3,6,3,0,NA,8,12,1,16,6,1,0,20,0,20,22,12,4
ALLEN-OH-2019-5,2,11,2,0,NA,15,19,4,25,9,4,3,33,3,33,30,13,5
ALLEN-OH-2019-6,4,10,3,0,NA,16,17,6,16,9,6,4,32,4,32,40,11,3
ALLEN-OH-2019-7,1,10,0,0,NA,16,23,2,20,9,2,2,39,2,39,42,12,5
ALLEN-OH-2019-8,5,13,8,0,NA,18,20,2,30,1,2,5,32,5,32,37,16,4
ALLEN-OH-2019-9,1,14,0,0,NA,26,14,5,31,10,5,2,43,2,43,46,16,5
ALLENDALE-SC-2019-1,11,11,11,0,NA,11,18,0,8,1,0,1,28,1,28,16,14,2
ALLENDALE-SC-2019-10,6,10,7,0,NA,13,18,0,18,4,0,1,29,1,29,29,11,1
ALLENDALE-SC-2019-11,3,3,3,0,NA,11,5,0,5,2,0,0,16,0,16,17,3,1
ALLENDALE-SC-2019-12,5,4,7,0,NA,8,12,0,13,6,0,0,20,0,20,15,10,1
ALLENDALE-SC-2019-2,1,1,1,0,NA,4,5,0,2,1,0,0,7,0,7,9,1,2
ALLENDALE-SC-2019-3,4,5,4,0,NA,10,9,0,7,4,0,0,19,0,19,14,6,0
ALLENDALE-SC-2019-4,11,12,11,0,NA,16,13,1,14,8,1,5,21,5,21,14,18,0
ALLENDALE-SC-2019-5,10,8,10,0,NA,20,29,1,28,1,1,1,46,1,46,40,13,6
ALLENDALE-SC-2019-6,27,27,28,0,NA,23,24,0,10,8,0,6,40,6,40,16,32,10
ALLENDALE-SC-2019-7,3,3,3,0,NA,8,12,0,10,2,0,0,20,0,20,23,5,3
ALLENDALE-SC-2019-8,8,8,8,0,NA,8,21,0,14,1,0,3,25,3,25,22,11,0
ALLENDALE-SC-2019-9,9,7,7,0,NA,11,14,0,14,2,0,1,23,1,23,21,9,1
ALPENA-MI-2019-1,30,28,51,0,NA,45,43,0,65,32,0,19,60,19,60,40,62,11
ALPENA-MI-2019-10,13,18,20,0,NA,42,39,2,71,29,2,11,71,11,71,53,37,27
ALPENA-MI-2019-11,10,7,19,0,NA,20,24,0,36,17,0,7,36,7,36,27,28,11
ALPENA-MI-2019-12,25,24,48,0,NA,31,47,0,72,17,0,16,58,16,58,35,54,11
ALPENA-MI-2019-2,15,16,27,2,NA,36,41,1,73,33,1,15,61,15,61,40,47,35
ALPENA-MI-2019-3,12,13,22,0,NA,24,33,1,57,25,1,10,48,10,48,37,36,26
ALPENA-MI-2019-4,6,15,23,0,NA,26,33,0,45,32,0,16,43,16,43,36,34,22
ALPENA-MI-2019-5,34,37,55,0,NA,66,45,0,80,56,0,16,95,16,95,70,65,20
ALPENA-MI-2019-6,9,9,28,0,NA,36,35,0,59,27,0,7,62,7,62,53,38,21
ALPENA-MI-2019-7,13,16,28,1,NA,38,45,0,47,34,0,11,71,11,71,57,37,13
ALPENA-MI-2019-8,16,19,31,0,NA,63,66,3,91,46,3,18,114,18,114,97,51,16
ALPENA-MI-2019-9,13,14,27,1,NA,38,45,0,74,34,0,19,64,19,64,66,33,26
AMELIA-VA-2019-1,7,3,22,0,NA,29,20,0,37,10,0,15,33,15,33,24,29,8
AMELIA-VA-2019-10,4,4,4,0,NA,30,25,0,51,6,0,4,51,4,51,45,12,23
AMELIA-VA-2019-11,4,3,3,0,NA,22,25,0,13,9,0,1,46,1,46,41,11,3
AMELIA-VA-2019-12,5,8,13,0,NA,23,18,0,22,15,0,3,38,3,38,18,23,10
AMELIA-VA-2019-2,6,8,6,0,NA,48,28,0,46,19,0,7,68,7,68,60,24,2
AMELIA-VA-2019-3,8,3,5,0,NA,20,20,0,22,12,0,2,38,2,38,33,13,7
AMELIA-VA-2019-4,5,6,4,0,NA,27,28,0,21,5,0,2,53,2,53,48,9,6
AMELIA-VA-2019-5,12,8,9,0,NA,38,28,0,41,20,0,8,58,8,58,48,22,15
AMELIA-VA-2019-6,10,4,5,0,NA,16,15,0,26,6,0,2,26,2,26,20,13,7
AMELIA-VA-2019-7,5,5,6,0,NA,34,21,0,46,10,0,0,55,0,55,49,14,5
AMELIA-VA-2019-8,13,10,24,0,NA,41,37,0,54,30,0,8,70,8,70,40,40,26
AMELIA-VA-2019-9,7,9,13,0,NA,36,18,0,32,15,0,8,46,8,46,35,19,10
AMHERST-VA-2019-1,14,10,15,0,NA,40,43,0,71,27,0,3,77,3,77,87,24,19
AMHERST-VA-2019-10,17,14,15,0,NA,30,44,0,49,25,0,9,65,9,65,74,26,11
AMHERST-VA-2019-11,10,9,8,0,NA,32,31,0,53,19,0,1,62,1,62,79,11,10
AMHERST-VA-2019-12,15,11,11,0,NA,23,20,1,45,21,1,4,40,4,40,54,17,15
AMHERST-VA-2019-2,9,5,4,0,NA,22,26,0,36,15,0,1,47,1,47,46,14,17
AMHERST-VA-2019-3,16,15,13,0,NA,34,22,0,44,26,0,5,51,5,51,55,21,18
AMHERST-VA-2019-4,11,5,11,0,NA,21,26,0,36,14,0,5,42,5,42,37,19,12
AMHERST-VA-2019-5,20,14,20,0,NA,32,45,0,57,27,0,7,70,7,70,71,31,12
AMHERST-VA-2019-6,17,11,12,0,NA,28,32,2,54,16,2,4,52,4,52,57,23,16
AMHERST-VA-2019-7,19,18,20,0,NA,43,26,0,70,25,0,14,54,14,54,71,23,33
AMHERST-VA-2019-8,16,16,15,0,NA,29,40,0,53,28,0,8,61,8,61,63,27,25
AMHERST-VA-2019-9,12,11,10,0,NA,34,34,0,37,5,0,11,55,11,55,63,18,8
ANDERSON-KS-2019-1,0,0,2,0,NA,7,6,0,7,2,0,0,13,0,13,10,4,4
ANDERSON-KS-2019-10,3,3,9,0,NA,22,10,0,29,5,0,1,31,1,31,30,16,4
ANDERSON-KS-2019-11,6,8,8,0,NA,12,12,0,31,5,0,1,23,1,23,12,13,14
ANDERSON-KS-2019-12,3,2,3,0,NA,11,8,0,26,12,0,1,16,1,16,14,5,23
ANDERSON-KS-2019-2,10,6,9,0,NA,11,12,0,18,4,0,2,21,2,21,13,16,3
ANDERSON-KS-2019-3,5,3,4,0,NA,33,19,0,38,15,0,3,49,3,49,48,9,13
ANDERSON-KS-2019-4,3,1,5,0,NA,5,10,0,13,1,0,3,12,3,12,7,8,2
ANDERSON-KS-2019-5,1,2,7,0,NA,19,8,0,41,14,0,0,27,0,27,23,9,26
ANDERSON-KS-2019-6,4,1,3,0,NA,11,11,0,28,8,0,0,22,0,22,25,6,10
ANDERSON-KS-2019-7,7,5,9,0,NA,19,20,0,28,13,0,0,39,0,39,30,14,14
ANDERSON-KS-2019-8,1,1,1,0,NA,28,8,0,24,8,0,0,36,0,36,34,5,4
ANDERSON-KS-2019-9,4,4,4,0,NA,14,3,0,22,2,0,2,15,2,15,12,9,8
ANDERSON-KY-2019-1,0,1,0,0,NA,3,2,1,14,4,1,0,5,0,5,9,2,8
ANDERSON-KY-2019-10,1,3,0,0,NA,6,2,0,6,11,0,0,8,0,8,8,4,7
ANDERSON-KY-2019-11,5,7,7,0,NA,11,7,0,22,10,0,0,18,0,18,12,14,7
ANDERSON-KY-2019-12,2,3,4,0,NA,10,5,0,21,11,0,0,13,0,13,11,8,17
ANDERSON-KY-2019-2,2,11,1,0,NA,42,6,0,47,22,0,0,37,0,37,26,12,36
ANDERSON-KY-2019-3,1,4,1,0,NA,13,12,0,29,20,0,3,22,3,22,23,7,24
ANDERSON-KY-2019-4,0,1,1,0,NA,12,11,0,27,15,0,1,22,1,22,33,2,18
ANDERSON-KY-2019-5,0,5,0,0,NA,14,14,0,22,19,0,2,25,2,25,34,6,16
ANDERSON-KY-2019-6,2,2,0,1,NA,8,23,0,32,16,0,0,29,0,29,40,4,21
ANDERSON-KY-2019-7,1,3,4,2,NA,16,18,0,29,13,0,3,29,3,29,28,8,15
ANDERSON-KY-2019-8,2,3,6,0,NA,22,14,0,48,14,0,2,26,2,26,22,10,32
ANDERSON-KY-2019-9,1,2,2,2,NA,13,9,0,23,4,0,0,21,0,21,22,3,5
ANDERSON-SC-2019-1,177,140,235,0,NA,645,611,0,940,410,0,58,1195,58,1195,1327,431,307
ANDERSON-SC-2019-10,197,157,280,0,NA,566,502,8,710,358,8,54,1011,54,1011,910,445,219
ANDERSON-SC-2019-11,151,113,189,0,NA,464,368,4,561,236,4,72,759,72,759,773,314,196
ANDERSON-SC-2019-12,159,119,192,0,NA,464,442,1,602,273,1,49,855,49,855,838,354,182
ANDERSON-SC-2019-2,186,148,236,0,NA,461,529,9,766,357,9,61,923,61,923,1000,394,282
ANDERSON-SC-2019-3,155,112,220,0,NA,488,462,1,747,280,1,61,881,61,881,926,354,344
ANDERSON-SC-2019-4,152,113,184,0,NA,488,466,3,681,305,3,63,881,63,881,899,342,277
ANDERSON-SC-2019-5,248,172,344,0,NA,699,675,0,980,417,0,95,1269,95,1269,1217,572,294
ANDERSON-SC-2019-6,217,182,311,0,NA,583,696,0,908,436,0,77,1197,77,1197,1201,510,308
ANDERSON-SC-2019-7,250,182,276,0,NA,662,628,6,904,439,6,66,1217,66,1217,1310,468,345
ANDERSON-SC-2019-8,195,142,264,0,NA,649,647,2,906,382,2,59,1234,59,1234,1277,460,251
ANDERSON-SC-2019-9,189,148,223,0,NA,666,593,1,813,387,1,67,1186,67,1186,1055,427,289
ANDERSON-TN-2019-1,27,19,45,0,NA,78,86,0,136,54,0,17,147,17,147,111,83,34
ANDERSON-TN-2019-10,23,31,29,0,NA,87,106,0,163,68,0,18,170,18,170,165,68,52
ANDERSON-TN-2019-11,20,18,39,0,NA,95,82,6,146,129,6,10,166,10,166,149,60,111
ANDERSON-TN-2019-12,19,20,30,0,NA,82,70,1,139,59,1,16,134,16,134,133,61,61
ANDERSON-TN-2019-2,38,38,41,0,NA,76,88,0,134,44,0,5,159,5,159,143,66,33
ANDERSON-TN-2019-3,45,33,55,0,NA,95,77,2,153,61,2,14,160,14,160,121,85,54
ANDERSON-TN-2019-4,51,43,53,0,NA,114,80,0,189,64,0,17,177,17,177,102,99,90
ANDERSON-TN-2019-5,49,30,53,0,NA,87,86,0,138,74,0,13,157,13,157,121,93,52
ANDERSON-TN-2019-6,38,40,48,0,NA,98,72,2,138,90,2,11,160,11,160,133,81,59
ANDERSON-TN-2019-7,57,51,50,0,NA,77,103,2,177,93,2,14,164,14,164,125,95,96
ANDERSON-TN-2019-8,39,37,56,0,NA,110,106,0,159,97,0,13,202,13,202,165,94,59
ANDERSON-TN-2019-9,34,27,38,0,NA,85,79,0,173,62,0,6,158,6,158,136,65,83
ANDERSON-TX-2019-1,19,13,12,0,NA,30,46,0,60,33,0,8,68,8,68,85,27,17
ANDERSON-TX-2019-10,10,4,15,0,NA,24,30,0,33,20,0,3,51,3,51,42,22,11
ANDERSON-TX-2019-11,18,10,11,0,NA,36,48,0,48,22,0,6,78,6,78,67,32,9
ANDERSON-TX-2019-12,11,9,8,0,NA,35,26,0,43,19,0,0,61,0,61,65,16,13
ANDERSON-TX-2019-2,17,13,16,0,NA,28,49,0,69,27,0,2,75,2,75,63,31,23
ANDERSON-TX-2019-3,29,24,23,0,NA,29,72,0,105,40,0,14,86,14,86,69,52,54
ANDERSON-TX-2019-4,21,26,20,0,NA,37,55,0,66,37,0,11,81,11,81,71,43,24
ANDERSON-TX-2019-5,11,7,8,0,NA,35,53,0,65,42,0,6,82,6,82,84,27,33
ANDERSON-TX-2019-6,20,7,9,0,NA,67,66,3,140,38,3,5,131,5,131,123,39,53
ANDERSON-TX-2019-7,35,31,32,0,NA,54,47,0,102,31,0,10,91,10,91,65,54,41
ANDERSON-TX-2019-8,25,21,26,0,NA,49,57,26,86,75,26,7,125,7,125,101,46,41
ANDERSON-TX-2019-9,10,10,10,0,NA,25,38,0,66,21,0,1,62,1,62,67,25,28
ANDROSCOGGIN-ME-2019-1,34,49,36,0,NA,111,103,0,169,66,0,21,193,21,193,205,97,24
ANDROSCOGGIN-ME-2019-10,33,42,36,0,NA,114,148,0,162,105,0,32,227,32,227,284,74,37
ANDROSCOGGIN-ME-2019-11,35,25,23,0,NA,103,101,0,139,74,0,24,180,24,180,231,58,29
ANDROSCOGGIN-ME-2019-12,33,33,33,0,NA,104,134,4,158,84,4,13,225,13,225,245,74,46
ANDROSCOGGIN-ME-2019-2,31,42,32,0,NA,88,89,0,127,54,0,23,154,23,154,155,78,34
ANDROSCOGGIN-ME-2019-3,29,43,26,0,NA,94,91,0,141,82,0,26,157,26,157,177,86,42
ANDROSCOGGIN-ME-2019-4,36,37,44,0,NA,87,112,1,123,45,1,15,182,15,182,169,82,22
ANDROSCOGGIN-ME-2019-5,44,44,40,0,NA,147,113,0,203,65,0,24,236,24,236,254,92,38
ANDROSCOGGIN-ME-2019-6,43,35,30,0,NA,123,117,0,155,59,0,17,223,17,223,231,84,33
ANDROSCOGGIN-ME-2019-7,45,41,55,0,NA,136,147,0,169,62,0,20,262,20,262,248,101,41
ANDROSCOGGIN-ME-2019-8,34,32,21,0,NA,110,134,0,152,55,0,12,232,12,232,262,63,39
ANDROSCOGGIN-ME-2019-9,40,42,51,0,NA,148,136,0,188,89,0,23,261,23,261,281,99,39
ANGELINA-TX-2019-1,0,0,0,0,NA,2,1,0,0,2,0,0,3,0,3,3,0,0
ANGELINA-TX-2019-11,0,0,0,0,NA,0,1,0,0,1,0,0,1,0,1,2,0,0
ANGELINA-TX-2019-12,1,1,1,0,NA,1,2,0,2,0,0,0,3,0,3,2,1,0
ANGELINA-TX-2019-2,1,1,1,0,NA,3,5,0,7,0,0,1,7,1,7,7,2,1
ANGELINA-TX-2019-3,1,1,1,0,NA,2,2,0,2,2,0,0,4,0,4,3,1,0
ANGELINA-TX-2019-4,0,0,0,0,NA,3,4,0,3,0,0,0,7,0,7,8,0,0
ANGELINA-TX-2019-5,0,1,0,0,NA,0,1,0,1,1,0,0,1,0,1,0,1,1
ANGELINA-TX-2019-6,0,0,0,0,NA,0,3,0,3,1,0,0,3,0,3,2,2,0
ANGELINA-TX-2019-7,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
ANGELINA-TX-2019-8,0,0,0,0,NA,4,1,0,3,2,0,0,5,0,5,4,1,0
ANGELINA-TX-2019-9,0,0,0,0,NA,7,1,0,1,0,0,0,8,0,8,8,0,0
ANTRIM-MI-2019-1,8,5,5,0,NA,17,11,0,21,11,0,0,28,0,28,18,14,11
ANTRIM-MI-2019-10,11,10,9,0,NA,15,23,0,23,9,0,4,34,4,34,26,20,3
ANTRIM-MI-2019-11,9,6,13,0,NA,21,23,0,25,11,0,7,37,7,37,22,23,3
ANTRIM-MI-2019-12,12,5,10,0,NA,21,20,0,26,7,0,2,39,2,39,17,26,0
ANTRIM-MI-2019-2,10,14,16,0,NA,15,23,0,25,10,0,6,32,6,32,16,28,2
ANTRIM-MI-2019-3,13,15,13,0,NA,14,28,0,34,9,0,7,35,7,35,18,27,8
ANTRIM-MI-2019-4,13,11,16,0,NA,34,23,0,39,18,0,10,47,10,47,33,28,13
ANTRIM-MI-2019-5,7,8,11,0,NA,24,20,0,23,7,0,2,42,2,42,25,23,4
ANTRIM-MI-2019-6,11,6,15,2,NA,29,25,0,40,7,0,5,49,5,49,27,34,4
ANTRIM-MI-2019-7,23,17,23,0,NA,39,43,0,45,27,0,8,74,8,74,39,49,11
ANTRIM-MI-2019-8,12,3,9,0,NA,24,33,0,31,19,0,0,57,0,57,36,23,10
ANTRIM-MI-2019-9,11,10,15,0,NA,27,26,0,36,7,0,8,45,8,45,31,27,5
APPANOOSE-IA-2019-1,0,1,4,0,NA,21,8,0,20,6,0,0,29,0,29,27,5,12
APPANOOSE-IA-2019-10,4,4,4,0,NA,15,11,0,17,12,0,1,25,1,25,29,6,11
APPANOOSE-IA-2019-11,1,0,1,0,NA,15,10,0,16,3,0,2,23,2,23,27,2,5
APPANOOSE-IA-2019-12,11,10,13,0,NA,17,19,0,18,10,0,5,31,5,31,27,18,3
APPANOOSE-IA-2019-2,10,10,17,0,NA,28,17,0,28,17,0,10,35,10,35,34,22,5
APPANOOSE-IA-2019-3,6,5,5,0,NA,17,25,0,24,11,0,3,38,3,38,43,7,11
APPANOOSE-IA-2019-4,5,5,10,0,NA,20,20,0,42,8,0,3,37,3,37,34,14,17
APPANOOSE-IA-2019-5,1,1,2,0,NA,10,18,0,19,6,0,4,24,4,24,36,3,5
APPANOOSE-IA-2019-6,1,0,3,0,NA,17,10,0,17,3,0,3,24,3,24,25,4,4
APPANOOSE-IA-2019-7,1,2,1,0,NA,11,9,0,8,1,0,1,19,1,19,17,2,4
APPANOOSE-IA-2019-8,3,2,2,0,NA,22,16,0,25,10,0,3,35,3,35,38,6,11
APPANOOSE-IA-2019-9,7,4,13,0,NA,19,30,0,42,12,0,3,46,3,46,40,16,11
APPOMATTOX-VA-2019-1,2,1,2,0,NA,8,3,0,12,4,0,1,9,1,9,18,3,9
APPOMATTOX-VA-2019-10,4,4,3,0,NA,10,9,2,16,12,2,1,16,1,16,17,5,11
APPOMATTOX-VA-2019-11,5,4,5,0,NA,10,5,0,12,5,0,1,14,1,14,13,7,3
APPOMATTOX-VA-2019-12,2,3,2,0,NA,11,9,3,22,7,3,4,18,4,18,24,3,7
APPOMATTOX-VA-2019-2,1,0,0,0,NA,7,7,0,25,6,0,0,13,0,13,17,3,21
APPOMATTOX-VA-2019-3,12,9,10,0,NA,12,17,3,40,8,3,7,22,7,22,18,14,21
APPOMATTOX-VA-2019-4,7,5,4,0,NA,7,5,2,10,3,2,1,11,1,11,8,8,1
APPOMATTOX-VA-2019-5,4,4,4,0,NA,1,4,0,14,5,0,1,4,1,4,2,4,13
APPOMATTOX-VA-2019-6,1,1,1,0,NA,14,3,0,14,3,0,0,15,0,15,18,1,8
APPOMATTOX-VA-2019-7,3,1,1,0,NA,5,5,2,10,4,2,0,10,0,10,9,3,9
APPOMATTOX-VA-2019-8,0,0,0,0,NA,2,3,2,10,4,2,0,5,0,5,8,0,12
APPOMATTOX-VA-2019-9,3,2,1,0,NA,20,9,3,28,14,3,2,21,2,21,29,4,16
ARAPAHOE-CO-2019-1,90,77,108,0,NA,516,458,10,672,307,10,44,933,44,933,1181,171,250
ARAPAHOE-CO-2019-10,87,74,115,3,NA,723,564,11,684,526,11,37,1218,37,1218,1584,185,178
ARAPAHOE-CO-2019-11,124,77,140,0,NA,605,549,4,680,336,4,56,1064,56,1064,1334,227,184
ARAPAHOE-CO-2019-12,78,54,96,0,NA,583,510,71,680,381,71,41,1032,41,1032,1446,178,204
ARAPAHOE-CO-2019-2,80,71,123,0,NA,464,341,26,531,238,26,46,752,46,752,969,195,157
ARAPAHOE-CO-2019-3,81,68,142,1,NA,528,463,21,565,281,21,45,939,45,939,1146,212,178
ARAPAHOE-CO-2019-4,84,67,127,2,NA,519,399,65,647,247,65,57,862,57,862,1173,200,152
ARAPAHOE-CO-2019-5,98,82,156,0,NA,581,510,20,688,274,20,60,1035,60,1035,1264,226,186
ARAPAHOE-CO-2019-6,120,102,114,2,NA,655,502,12,810,365,12,19,1133,19,1133,1378,225,238
ARAPAHOE-CO-2019-7,102,85,132,3,NA,521,374,4,570,235,4,41,856,41,856,1078,187,128
ARAPAHOE-CO-2019-8,106,94,108,2,NA,596,512,15,701,269,15,57,1044,57,1044,1403,202,176
ARAPAHOE-CO-2019-9,110,80,161,0,NA,677,567,23,761,366,23,63,1151,63,1151,1402,254,240
ARCHER-TX-2019-1,2,2,2,0,NA,0,2,0,4,0,0,0,2,0,2,2,2,1
ARCHER-TX-2019-10,0,0,1,0,NA,0,1,0,4,2,0,0,1,0,1,0,1,5
ARCHER-TX-2019-11,2,2,2,0,NA,2,0,0,3,2,0,2,0,2,0,0,2,3
ARCHER-TX-2019-12,1,0,0,0,NA,0,1,0,3,0,0,0,1,0,1,0,1,2
ARCHER-TX-2019-2,0,2,0,0,NA,2,0,0,6,0,0,0,2,0,2,0,2,4
ARCHER-TX-2019-3,0,0,0,0,NA,1,0,0,3,1,0,0,1,0,1,1,0,4
ARCHER-TX-2019-4,0,0,1,0,NA,2,1,0,3,1,0,1,2,1,2,2,2,1
ARCHER-TX-2019-5,2,1,3,0,NA,2,3,0,7,2,0,0,5,0,5,1,4,5
ARCHER-TX-2019-6,1,1,1,0,NA,0,1,0,4,0,0,0,1,0,1,0,1,3
ARCHER-TX-2019-7,1,1,2,0,NA,0,6,0,2,3,0,2,4,2,4,4,2,0
ARCHER-TX-2019-8,1,0,0,0,NA,1,3,0,2,2,0,0,4,0,4,3,1,3
ARCHER-TX-2019-9,0,0,0,0,NA,1,1,0,3,2,0,0,2,0,2,2,0,4
ARCHULETA-CO-2019-1,9,8,11,0,NA,29,25,0,33,14,0,2,52,2,52,45,16,5
ARCHULETA-CO-2019-10,11,10,2,0,NA,8,13,0,14,9,0,0,20,0,20,11,13,1
ARCHULETA-CO-2019-11,13,17,13,0,NA,30,20,0,33,10,0,5,43,5,43,24,30,1
ARCHULETA-CO-2019-12,9,3,3,0,NA,18,23,0,29,16,0,1,40,1,40,31,18,8
ARCHULETA-CO-2019-2,8,5,6,0,NA,11,23,0,28,7,0,2,31,2,31,29,13,5
ARCHULETA-CO-2019-3,11,12,13,0,NA,16,27,0,39,21,0,1,42,1,42,20,29,20
