combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
BAMBERG-SC-2019-10,26,38,35,0,NA,59,61,0,90,15,0,17,102,17,102,69,53,24
BAMBERG-SC-2019-11,15,13,17,0,NA,44,33,0,45,15,0,2,72,2,72,60,29,11
BAMBERG-SC-2019-12,8,6,10,0,NA,28,33,6,39,11,6,6,55,6,55,59,15,13
BAMBERG-SC-2019-2,6,7,19,0,NA,56,37,1,47,17,1,15,77,15,77,82,29,13
BAMBERG-SC-2019-3,20,10,36,0,NA,47,56,0,64,24,0,14,87,14,87,54,54,16
BAMBERG-SC-2019-4,29,26,30,0,NA,39,69,1,87,8,1,0,107,0,107,82,41,25
BAMBERG-SC-2019-5,14,8,16,0,NA,39,49,0,57,26,0,11,74,11,74,62,34,24
BAMBERG-SC-2019-6,11,8,10,0,NA,34,39,1,51,13,1,2,68,2,68,58,25,18
BAMBERG-SC-2019-7,19,15,22,1,NA,42,56,1,60,20,1,3,94,3,94,87,40,9
BAMBERG-SC-2019-8,16,16,14,0,NA,48,40,0,62,15,0,5,81,5,81,80,19,39
BAMBERG-SC-2019-9,18,15,38,0,NA,64,58,0,72,35,0,6,115,6,115,74,59,10
BANNOCK-ID-2019-1,5,8,15,0,NA,43,39,0,81,55,0,11,71,11,71,105,30,40
BANNOCK-ID-2019-10,15,14,30,0,NA,42,44,0,80,41,0,10,76,10,76,63,49,39
BANNOCK-ID-2019-11,9,11,25,0,NA,46,35,0,84,75,0,10,71,10,71,110,47,28
BANNOCK-ID-2019-12,12,15,29,0,NA,43,45,0,87,68,0,3,85,3,85,82,56,48
BANNOCK-ID-2019-2,19,18,29,0,NA,44,29,0,106,56,0,19,54,19,54,78,45,65
BANNOCK-ID-2019-3,16,23,22,0,NA,50,50,0,111,60,0,9,91,9,91,110,42,66
BANNOCK-ID-2019-4,10,17,28,1,NA,63,48,0,121,59,0,3,108,3,108,93,54,67
BANNOCK-ID-2019-5,17,27,28,0,NA,64,49,0,112,55,0,18,95,18,95,108,57,45
BANNOCK-ID-2019-6,11,11,20,0,NA,39,54,0,86,48,0,10,83,10,83,82,44,59
BANNOCK-ID-2019-7,18,11,44,0,NA,61,51,0,121,73,0,7,105,7,105,96,69,76
BANNOCK-ID-2019-8,20,28,33,0,NA,54,67,0,99,63,0,16,105,16,105,100,61,44
BANNOCK-ID-2019-9,10,13,23,0,NA,70,38,0,77,69,0,9,99,9,99,77,47,49
BARAGA-MI-2019-1,3,3,3,0,NA,2,4,0,46,9,0,0,6,0,6,1,5,50
BARAGA-MI-2019-10,2,2,3,0,NA,1,3,0,5,1,0,1,3,1,3,1,3,2
BARAGA-MI-2019-11,3,3,5,0,NA,7,9,0,15,5,0,0,16,0,16,9,7,5
BARAGA-MI-2019-12,4,4,10,0,NA,5,10,0,23,5,0,4,11,4,11,7,13,11
BARAGA-MI-2019-2,1,1,6,0,NA,6,3,1,11,1,1,1,9,1,9,3,7,2
BARAGA-MI-2019-3,0,0,5,0,NA,4,2,0,8,6,0,0,6,0,6,1,5,8
BARAGA-MI-2019-4,1,1,4,0,NA,3,6,0,11,6,0,0,9,0,9,5,4,10
BARAGA-MI-2019-5,2,2,8,0,NA,18,2,0,16,11,0,2,18,2,18,12,8,10
BARAGA-MI-2019-6,2,1,6,0,NA,5,8,0,9,6,0,2,11,2,11,7,7,5
BARAGA-MI-2019-7,0,0,3,0,NA,4,2,0,12,11,0,0,6,0,6,7,3,16
BARAGA-MI-2019-8,6,10,7,0,NA,11,3,0,31,5,0,1,13,1,13,6,13,21
BARAGA-MI-2019-9,2,2,3,0,NA,4,7,0,13,5,0,1,10,1,10,10,3,7
BARBER-KS-2019-1,1,0,0,0,NA,4,2,0,11,1,0,0,6,0,6,5,1,10
BARBER-KS-2019-10,1,2,1,0,NA,6,0,0,2,1,0,1,4,1,4,3,3,0
BARBER-KS-2019-11,1,1,1,0,NA,3,3,0,3,3,0,0,6,0,6,5,1,4
BARBER-KS-2019-12,4,7,4,0,NA,5,12,0,22,5,0,0,17,0,17,11,7,17
BARBER-KS-2019-2,0,1,0,0,NA,1,2,0,1,0,0,0,3,0,3,3,1,0
BARBER-KS-2019-3,0,10,0,0,NA,18,3,0,24,0,0,16,5,16,5,4,11,12
BARBER-KS-2019-5,2,4,2,0,NA,2,6,0,6,1,0,0,8,0,8,5,4,0
BARBER-KS-2019-6,0,0,0,0,NA,2,1,0,0,0,0,0,3,0,3,3,0,0
BARBER-KS-2019-7,0,1,0,0,NA,5,0,1,2,0,1,1,4,1,4,6,1,0
BARBER-KS-2019-8,1,2,0,0,NA,3,1,0,3,6,0,0,4,0,4,1,3,6
BARBER-KS-2019-9,0,0,1,0,NA,5,0,0,10,11,0,0,5,0,5,9,2,12
BARBOUR-WV-2019-1,7,9,7,0,NA,7,10,0,19,2,0,2,14,2,14,12,9,3
BARBOUR-WV-2019-10,0,0,0,0,NA,4,10,0,6,2,0,0,14,0,14,14,0,2
BARBOUR-WV-2019-11,0,0,0,0,NA,3,0,0,1,0,0,0,3,0,3,3,0,1
BARBOUR-WV-2019-12,2,1,1,0,NA,2,1,0,8,2,0,0,3,0,3,1,3,8
BARBOUR-WV-2019-2,3,3,3,0,NA,6,8,1,15,4,1,0,14,0,14,15,4,2
BARBOUR-WV-2019-3,4,4,4,0,NA,1,12,0,22,6,0,2,11,2,11,18,4,9
BARBOUR-WV-2019-4,14,13,13,0,NA,9,11,0,14,8,0,1,19,1,19,4,17,4
BARBOUR-WV-2019-5,10,10,13,0,NA,8,17,0,18,10,0,1,24,1,24,11,16,4
BARBOUR-WV-2019-6,6,5,7,0,NA,8,10,0,24,2,0,1,17,1,17,14,8,9
BARBOUR-WV-2019-7,8,8,8,0,NA,7,8,1,19,3,1,2,14,2,14,11,8,8
BARBOUR-WV-2019-8,3,2,6,0,NA,4,9,0,12,5,0,0,13,0,13,6,8,7
BARBOUR-WV-2019-9,3,3,3,0,NA,5,6,0,9,0,0,1,10,1,10,10,3,1
BARNES-ND-2019-1,4,10,3,0,NA,9,21,0,45,8,0,3,27,3,27,21,15,23
BARNES-ND-2019-10,5,5,5,0,NA,22,21,0,30,14,0,1,42,1,42,32,11,17
BARNES-ND-2019-11,5,12,5,0,NA,19,11,0,31,6,0,5,25,5,25,22,15,10
BARNES-ND-2019-12,6,6,5,0,NA,5,21,0,26,8,0,1,24,1,24,25,9,15
BARNES-ND-2019-2,6,6,7,0,NA,24,15,0,41,11,0,4,35,4,35,32,13,14
BARNES-ND-2019-3,5,4,9,1,NA,23,8,0,60,12,0,2,29,2,29,40,13,30
BARNES-ND-2019-4,10,10,24,0,NA,38,18,0,56,6,0,3,52,3,52,18,39,16
BARNES-ND-2019-5,14,24,14,0,NA,16,34,0,18,29,0,19,31,19,31,22,31,5
BARNES-ND-2019-6,10,14,14,0,NA,26,9,0,37,9,0,0,34,0,34,24,22,13
BARNES-ND-2019-7,11,6,6,0,NA,20,25,0,52,14,0,1,44,1,44,34,12,36
BARNES-ND-2019-8,3,6,4,0,NA,25,22,0,31,29,0,2,44,2,44,41,12,22
BARNES-ND-2019-9,1,6,8,0,NA,20,9,0,30,5,0,1,28,1,28,20,15,8
BARNSTABLE-MA-2019-1,70,94,96,3,NA,199,198,0,250,139,0,37,351,37,351,297,176,74
BARNSTABLE-MA-2019-10,97,120,134,7,NA,262,282,3,331,125,3,59,458,59,458,407,238,51
BARNSTABLE-MA-2019-11,95,101,143,13,NA,237,265,0,311,134,0,40,446,40,446,376,230,59
BARNSTABLE-MA-2019-12,105,117,167,5,NA,305,272,0,437,108,0,41,522,41,522,415,274,59
BARNSTABLE-MA-2019-2,79,95,115,0,NA,246,196,0,272,109,0,34,401,34,401,315,202,50
BARNSTABLE-MA-2019-3,130,156,191,1,NA,342,262,0,368,160,0,62,531,62,531,426,291,61
BARNSTABLE-MA-2019-4,83,112,116,0,NA,225,274,0,331,119,0,47,438,47,438,386,216,43
BARNSTABLE-MA-2019-5,104,128,147,0,NA,332,298,1,380,158,1,56,559,56,559,470,276,65
BARNSTABLE-MA-2019-6,149,164,197,1,NA,375,295,0,474,166,0,54,609,54,609,480,341,54
BARNSTABLE-MA-2019-7,158,154,190,13,NA,433,401,0,477,194,0,48,766,48,766,644,340,67
BARNSTABLE-MA-2019-8,146,150,167,3,NA,418,334,0,501,177,0,26,709,26,709,640,298,82
BARNSTABLE-MA-2019-9,141,154,184,22,NA,364,318,0,458,153,0,50,620,50,620,496,305,74
BARNWELL-SC-2019-1,56,45,58,0,NA,100,112,0,134,50,0,10,199,10,199,135,105,17
BARNWELL-SC-2019-10,30,22,25,5,NA,66,90,0,118,35,0,20,132,20,132,120,60,27
BARNWELL-SC-2019-11,37,40,43,0,NA,93,108,3,148,51,3,15,181,15,181,153,81,32
BARNWELL-SC-2019-12,48,48,47,0,NA,83,108,0,127,37,0,14,174,14,174,108,97,15
BARNWELL-SC-2019-2,21,16,29,0,NA,72,53,0,91,35,0,7,118,7,118,99,53,29
BARNWELL-SC-2019-3,31,23,53,1,NA,89,106,5,140,64,5,12,183,12,183,149,79,26
BARNWELL-SC-2019-4,36,31,30,0,NA,54,85,9,125,34,9,16,132,16,132,124,65,30
BARNWELL-SC-2019-5,28,23,27,0,NA,91,75,0,81,37,0,9,155,9,155,127,55,12
BARNWELL-SC-2019-6,52,44,82,1,NA,159,88,3,154,39,3,48,192,48,192,159,111,26
BARNWELL-SC-2019-7,56,49,57,0,NA,143,120,6,158,55,6,17,236,17,236,208,89,26
BARNWELL-SC-2019-8,47,51,49,0,NA,114,105,3,145,82,3,19,197,19,197,161,103,35
BARNWELL-SC-2019-9,35,13,30,0,NA,79,112,5,129,52,5,12,168,12,168,161,68,25
BARREN-KY-2019-1,11,20,7,1,NA,42,44,0,105,68,0,5,71,5,71,95,29,84
BARREN-KY-2019-10,44,76,50,0,NA,123,93,0,280,93,0,51,164,51,164,142,113,142
BARREN-KY-2019-11,8,5,4,1,NA,66,31,0,160,89,0,0,95,0,95,118,23,137
BARREN-KY-2019-12,11,18,10,10,NA,76,53,0,192,86,0,0,112,0,112,149,23,133
BARREN-KY-2019-2,16,66,14,0,NA,146,80,0,240,191,0,6,187,6,187,196,69,212
BARREN-KY-2019-3,17,21,10,0,NA,44,42,1,149,78,1,5,79,5,79,98,32,116
BARREN-KY-2019-4,10,14,5,0,NA,54,31,0,161,59,0,6,73,6,73,104,22,118
BARREN-KY-2019-5,7,28,9,0,NA,59,38,0,122,86,0,9,86,9,86,83,42,126
BARREN-KY-2019-6,8,22,12,0,NA,47,96,110,237,155,110,10,90,10,90,179,37,201
BARREN-KY-2019-7,22,34,17,0,NA,46,46,0,121,44,0,9,81,9,81,79,50,81
BARREN-KY-2019-8,28,37,23,5,NA,80,57,0,179,113,0,7,112,7,112,105,62,151
BARREN-KY-2019-9,10,17,11,1,NA,45,29,0,107,70,0,8,54,8,54,68,31,94
BARRON-WI-2019-1,12,14,9,1,NA,17,30,0,90,37,0,3,41,3,41,55,17,81
BARRON-WI-2019-10,9,8,10,0,NA,26,30,0,77,38,0,11,44,11,44,73,17,52
BARRON-WI-2019-11,11,10,12,12,NA,88,24,0,135,32,0,39,69,39,69,128,15,52
BARRON-WI-2019-12,5,4,3,0,NA,13,19,0,71,41,0,0,30,0,30,39,8,79
BARRON-WI-2019-2,5,8,11,0,NA,38,12,0,73,26,0,11,39,11,39,45,14,52
BARRON-WI-2019-3,10,9,8,0,NA,14,23,0,60,37,0,6,30,6,30,58,10,49
BARRON-WI-2019-4,3,6,5,0,NA,15,20,0,76,25,0,7,27,7,27,45,9,62
BARRON-WI-2019-5,4,3,5,0,NA,21,20,0,68,40,0,2,38,2,38,58,10,70
BARRON-WI-2019-6,9,10,9,0,NA,32,25,0,60,27,0,7,47,7,47,71,16,37
BARRON-WI-2019-7,8,8,9,0,NA,29,23,0,74,37,0,4,46,4,46,75,18,52
BARRON-WI-2019-8,8,7,7,0,NA,21,19,0,64,39,0,3,35,3,35,56,10,74
BARRON-WI-2019-9,12,11,12,0,NA,18,28,0,74,47,0,11,32,11,32,61,15,69
BARROW-GA-2019-1,1,3,1,0,NA,17,8,0,22,6,0,4,21,4,21,28,5,18
BARROW-GA-2019-10,1,1,4,0,NA,10,15,0,12,6,0,3,22,3,22,24,6,9
BARROW-GA-2019-11,2,1,3,0,NA,9,10,0,14,5,0,0,19,0,19,25,4,4
BARROW-GA-2019-12,0,4,0,0,NA,13,13,0,8,4,0,0,26,0,26,27,6,8
BARROW-GA-2019-2,0,0,1,0,NA,10,5,0,6,3,0,0,15,0,15,15,1,8
BARROW-GA-2019-3,2,5,2,0,NA,4,5,0,14,5,0,3,6,3,6,8,5,11
BARROW-GA-2019-4,0,2,0,0,NA,5,1,0,4,2,0,0,6,0,6,5,2,4
BARROW-GA-2019-5,0,2,1,0,NA,9,18,0,12,9,0,2,25,2,25,35,3,8
BARROW-GA-2019-6,2,4,1,0,NA,12,11,0,20,2,0,1,22,1,22,22,5,6
BARROW-GA-2019-7,2,1,1,0,NA,11,15,0,11,5,0,0,26,0,26,33,3,9
BARROW-GA-2019-8,1,3,2,0,NA,13,14,0,18,5,0,2,24,2,24,27,6,12
BARROW-GA-2019-9,4,5,5,0,NA,16,16,0,15,3,0,0,32,0,32,30,8,5
BARRY-MI-2019-1,36,23,33,0,NA,57,81,0,102,47,0,19,118,19,118,88,67,32
BARRY-MI-2019-10,35,26,46,1,NA,76,78,0,104,56,0,28,122,28,122,119,74,30
BARRY-MI-2019-11,26,25,37,1,NA,168,179,0,318,48,0,33,312,33,312,305,71,34
BARRY-MI-2019-12,31,22,37,0,NA,67,73,0,97,56,0,19,120,19,120,99,69,30
BARRY-MI-2019-2,25,20,44,1,NA,59,66,0,95,39,0,16,105,16,105,70,73,27
BARRY-MI-2019-3,15,21,29,0,NA,71,61,1,126,39,1,15,117,15,117,94,58,48
BARRY-MI-2019-4,15,22,27,0,NA,57,56,0,81,36,0,20,93,20,93,80,53,24
BARRY-MI-2019-5,31,31,40,4,NA,92,88,0,140,83,0,31,148,31,148,166,67,32
BARRY-MI-2019-6,49,29,67,0,NA,80,86,0,143,33,0,19,147,19,147,80,100,25
BARRY-MI-2019-7,31,27,74,0,NA,93,89,3,135,55,3,27,153,27,153,107,103,34
BARRY-MI-2019-8,28,36,54,1,NA,111,94,0,117,60,0,34,170,34,170,146,81,35
BARRY-MI-2019-9,29,22,36,1,NA,77,95,3,122,40,3,19,151,19,151,150,65,26
BARTON-KS-2019-1,35,45,54,0,NA,113,71,0,168,55,0,6,177,6,177,143,94,58
BARTON-KS-2019-10,40,47,65,0,NA,92,65,0,142,51,0,19,138,19,138,82,102,49
BARTON-KS-2019-11,11,15,31,0,NA,50,50,0,59,20,0,7,93,7,93,74,48,10
BARTON-KS-2019-12,32,27,62,0,NA,86,77,0,125,40,0,14,149,14,149,96,94,24
BARTON-KS-2019-2,29,37,51,0,NA,68,99,0,114,48,0,8,159,8,159,107,92,16
BARTON-KS-2019-3,27,35,49,0,NA,81,95,0,145,64,0,30,146,30,146,146,79,65
BARTON-KS-2019-4,24,45,60,0,NA,82,92,0,121,53,0,30,144,30,144,135,101,40
BARTON-KS-2019-5,29,21,44,0,NA,81,86,0,83,52,0,15,151,15,151,141,72,33
BARTON-KS-2019-6,26,31,35,0,NA,93,97,0,107,92,0,11,179,11,179,173,79,45
BARTON-KS-2019-7,17,19,32,0,NA,72,79,0,108,44,0,8,143,8,143,153,59,56
BARTON-KS-2019-8,25,41,42,0,NA,102,99,0,129,46,0,12,189,12,189,149,88,40
BARTON-KS-2019-9,39,51,42,0,NA,85,51,0,92,33,0,26,110,26,110,63,79,13
BARTOW-GA-2019-1,3,3,1,0,NA,8,9,2,25,12,2,2,15,2,15,20,7,17
BARTOW-GA-2019-10,0,0,2,0,NA,9,8,0,11,5,0,0,17,0,17,17,2,8
BARTOW-GA-2019-11,0,0,0,0,NA,2,7,0,12,4,0,0,9,0,9,16,0,6
BARTOW-GA-2019-12,4,2,0,0,NA,8,6,0,26,14,0,0,14,0,14,20,5,23
BARTOW-GA-2019-2,2,2,2,0,NA,8,6,0,20,16,0,1,13,1,13,18,2,24
BARTOW-GA-2019-3,1,1,2,0,NA,6,6,0,17,19,0,0,12,0,12,18,3,22
BARTOW-GA-2019-4,0,0,3,0,NA,20,11,1,28,14,1,0,31,0,31,33,5,17
BARTOW-GA-2019-5,5,3,2,0,NA,16,12,0,22,31,0,1,27,1,27,32,6,23
BARTOW-GA-2019-6,4,4,3,0,NA,4,14,0,23,13,0,3,12,3,12,21,8,14
BARTOW-GA-2019-7,3,3,0,0,NA,7,9,2,20,9,2,2,14,2,14,13,6,15
BARTOW-GA-2019-8,1,2,0,0,NA,6,6,2,16,4,2,2,10,2,10,15,3,10
BARTOW-GA-2019-9,1,1,4,0,NA,7,6,0,13,10,0,0,13,0,13,12,5,12
BATH-KY-2019-1,0,0,3,0,NA,3,1,0,8,3,0,0,2,0,2,1,3,8
BATH-KY-2019-10,0,0,0,1,NA,0,2,0,4,3,0,0,1,0,1,3,0,4
BATH-KY-2019-11,0,0,0,0,NA,0,2,0,0,9,0,0,2,0,2,4,0,5
BATH-KY-2019-12,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
BATH-KY-2019-2,0,0,3,0,NA,23,9,0,24,18,0,2,30,2,30,28,3,11
BATH-KY-2019-3,1,2,1,0,NA,0,4,0,6,3,0,0,4,0,4,0,4,5
BATH-KY-2019-4,0,0,0,0,NA,1,1,0,0,1,0,0,1,0,1,2,0,0
BATH-KY-2019-5,0,1,0,0,NA,1,1,0,1,1,0,1,1,1,1,4,1,1
BATH-KY-2019-6,3,1,0,0,NA,1,4,0,4,13,0,0,5,0,5,8,4,7
BATH-KY-2019-7,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,1,0,2
BATH-KY-2019-8,0,1,0,0,NA,1,0,0,4,0,0,0,1,0,1,1,1,3
BATH-KY-2019-9,0,0,4,0,NA,10,6,0,26,7,0,1,15,1,15,12,5,16
BATH-VA-2019-1,0,0,0,0,NA,1,2,0,5,2,0,0,3,0,3,5,0,5
BATH-VA-2019-10,2,2,1,0,NA,1,4,0,7,0,0,0,5,0,5,3,2,3
BATH-VA-2019-11,2,0,0,0,NA,0,4,0,5,1,0,0,4,0,4,2,2,2
BATH-VA-2019-12,0,0,0,0,NA,1,0,0,2,0,0,0,1,0,1,1,0,2
BATH-VA-2019-2,0,1,0,0,NA,0,1,0,2,0,0,0,1,0,1,0,1,1
BATH-VA-2019-3,1,0,1,0,NA,3,1,0,5,3,0,0,3,0,3,2,2,6
BATH-VA-2019-4,1,1,1,0,NA,0,2,0,3,2,0,0,1,0,1,0,2,3
BATH-VA-2019-5,1,1,1,0,NA,0,2,0,4,2,0,0,2,0,2,1,1,4
BATH-VA-2019-6,0,0,0,0,NA,0,1,0,1,3,0,0,1,0,1,3,0,2
BATH-VA-2019-7,0,0,0,0,NA,2,1,0,3,4,0,0,3,0,3,6,0,3
BATH-VA-2019-8,0,0,0,0,NA,2,0,0,9,3,0,0,2,0,2,2,0,11
BATH-VA-2019-9,0,0,0,0,NA,4,0,1,0,5,1,0,0,0,0,5,0,0
BAXTER-AR-2019-1,15,31,23,0,NA,75,82,1,145,83,1,12,144,12,144,150,52,98
BAXTER-AR-2019-10,18,40,26,0,NA,140,106,1,169,73,1,11,236,11,236,209,62,60
BAXTER-AR-2019-11,10,27,18,0,NA,87,58,0,113,50,0,6,139,6,139,136,39,36
BAXTER-AR-2019-12,10,20,20,0,NA,82,65,0,92,42,0,9,137,9,137,124,41,35
BAXTER-AR-2019-2,13,29,15,0,NA,97,81,0,135,51,0,8,169,8,169,187,39,55
BAXTER-AR-2019-3,19,38,28,0,NA,98,103,0,142,78,0,15,186,15,186,181,69,47
BAXTER-AR-2019-4,28,42,36,0,NA,113,96,1,165,71,1,13,196,13,196,173,85,54
BAXTER-AR-2019-5,29,50,45,0,NA,159,123,13,211,113,13,6,276,6,276,230,95,75
BAXTER-AR-2019-6,18,42,23,0,NA,110,103,2,164,65,2,4,211,4,211,186,61,63
BAXTER-AR-2019-7,24,47,35,0,NA,145,92,4,166,74,4,7,233,7,233,212,63,50
BAXTER-AR-2019-8,28,54,40,0,NA,122,105,2,155,77,2,19,210,19,210,169,93,46
BAXTER-AR-2019-9,20,34,24,0,NA,115,109,0,180,66,0,6,218,6,218,199,65,64
BAY-MI-2019-1,59,63,84,0,NA,144,194,0,267,101,0,32,303,32,303,235,170,54
BAY-MI-2019-10,68,60,113,0,NA,155,189,1,247,94,1,36,307,36,307,257,173,42
BAY-MI-2019-11,55,60,109,0,NA,209,259,1,277,150,1,37,430,37,430,361,183,26
BAY-MI-2019-12,73,66,124,0,NA,228,228,1,300,100,1,45,407,45,407,337,201,39
BAY-MI-2019-2,79,88,110,0,NA,164,201,2,249,119,2,37,327,37,327,238,192,41
BAY-MI-2019-3,81,95,128,0,NA,185,213,0,268,123,0,67,329,67,329,275,209,43
BAY-MI-2019-4,102,101,145,2,NA,313,258,1,329,220,1,52,520,52,520,417,242,38
BAY-MI-2019-5,67,75,123,0,NA,179,223,0,256,107,0,35,365,35,365,294,195,42
BAY-MI-2019-6,96,87,150,0,NA,187,247,1,266,134,1,55,376,55,376,291,221,39
BAY-MI-2019-7,112,106,175,2,NA,270,266,0,355,145,0,42,490,42,490,375,267,42
BAY-MI-2019-8,103,101,150,0,NA,266,267,1,378,121,1,48,484,48,484,440,213,33
BAY-MI-2019-9,77,76,128,0,NA,194,222,2,269,117,2,53,363,53,363,311,185,41
BAYLOR-TX-2019-1,5,5,5,0,NA,1,7,0,9,1,0,4,4,4,4,3,5,2
BAYLOR-TX-2019-10,0,2,1,0,NA,4,1,0,10,2,0,0,2,0,2,7,3,2
BAYLOR-TX-2019-11,0,1,0,0,NA,1,2,0,6,3,0,0,3,0,3,3,1,5
BAYLOR-TX-2019-12,0,0,1,0,NA,0,2,0,3,1,0,0,2,0,2,2,1,1
BAYLOR-TX-2019-2,0,1,0,0,NA,1,3,0,5,2,0,0,4,0,4,3,1,4
BAYLOR-TX-2019-3,1,3,2,0,NA,3,4,0,5,0,0,1,5,1,5,2,5,0
BAYLOR-TX-2019-4,3,2,3,0,NA,5,3,0,5,4,0,1,7,1,7,3,6,2
BAYLOR-TX-2019-5,2,2,3,0,NA,3,3,0,5,4,0,0,6,0,6,3,5,2
BAYLOR-TX-2019-6,1,0,0,0,NA,3,2,0,6,3,0,0,5,0,5,4,2,3
BAYLOR-TX-2019-7,0,2,0,0,NA,1,4,0,10,3,0,1,4,1,4,3,3,7
BAYLOR-TX-2019-8,1,3,2,0,NA,3,7,0,8,4,0,0,10,0,10,6,4,3
BAYLOR-TX-2019-9,2,1,1,0,NA,1,3,0,3,5,0,0,4,0,4,2,2,4
BEADLE-SD-2019-1,7,19,11,0,NA,19,26,0,58,19,0,3,42,3,42,50,26,19
BEADLE-SD-2019-10,10,14,23,0,NA,47,27,1,42,19,1,6,68,6,68,62,31,10
BEADLE-SD-2019-11,6,11,12,0,NA,26,27,0,42,14,0,3,50,3,50,46,18,20
BEADLE-SD-2019-12,6,6,18,0,NA,23,21,0,44,21,0,5,38,5,38,52,19,13
BEADLE-SD-2019-2,14,14,33,0,NA,31,38,0,107,10,0,4,65,4,65,63,33,35
BEADLE-SD-2019-3,8,11,17,0,NA,15,27,0,42,18,0,8,34,8,34,35,20,18
BEADLE-SD-2019-4,7,9,21,0,NA,37,80,0,88,83,0,7,110,7,110,127,26,44
BEADLE-SD-2019-5,12,12,23,0,NA,43,27,0,76,26,0,7,63,7,63,91,24,28
BEADLE-SD-2019-6,4,4,12,0,NA,40,22,0,59,22,0,6,56,6,56,84,14,21
BEADLE-SD-2019-7,12,13,17,0,NA,39,29,0,66,16,0,8,56,8,56,72,19,36
BEADLE-SD-2019-8,10,10,25,0,NA,26,26,0,74,16,0,8,44,8,44,54,25,37
BEADLE-SD-2019-9,5,5,17,0,NA,27,24,0,42,18,0,4,47,4,47,57,20,18
BEAR LAKE-ID-2019-1,4,3,3,0,NA,3,6,0,11,2,0,4,5,4,5,4,5,5
BEAR LAKE-ID-2019-10,1,1,1,0,NA,2,3,0,0,1,0,2,3,2,3,3,2,0
BEAR LAKE-ID-2019-11,0,1,2,0,NA,0,7,0,1,4,0,0,7,0,7,2,5,0
BEAR LAKE-ID-2019-12,0,2,0,0,NA,6,3,0,7,1,0,1,8,1,8,7,3,0
BEAR LAKE-ID-2019-2,3,2,3,0,NA,0,8,0,21,6,0,3,5,3,5,3,6,20
BEAR LAKE-ID-2019-3,1,0,0,0,NA,1,5,0,2,2,0,0,6,0,6,5,1,1
BEAR LAKE-ID-2019-4,1,1,3,0,NA,5,8,0,8,6,0,1,12,1,12,11,6,2
BEAR LAKE-ID-2019-5,3,4,3,0,NA,3,2,0,6,2,0,4,1,4,1,3,5,0
BEAR LAKE-ID-2019-6,1,0,1,0,NA,9,2,0,13,2,0,0,11,0,11,18,2,2
BEAR LAKE-ID-2019-7,2,2,1,0,NA,33,3,0,25,14,0,2,34,2,34,38,3,0
BEAR LAKE-ID-2019-8,0,1,2,0,NA,0,7,0,3,4,0,2,5,2,5,5,4,0
BEAR LAKE-ID-2019-9,1,1,1,0,NA,0,2,0,1,2,0,1,1,1,1,3,1,0
BEAUFORT-SC-2019-1,136,148,178,0,NA,325,346,2,436,182,2,83,583,83,583,545,285,179
BEAUFORT-SC-2019-10,131,100,226,0,NA,363,313,0,488,212,0,99,571,99,571,424,366,179
BEAUFORT-SC-2019-11,128,133,185,0,NA,277,347,4,397,194,4,106,520,106,520,427,322,133
BEAUFORT-SC-2019-12,110,106,262,0,NA,408,266,0,522,207,0,174,498,174,498,365,403,181
BEAUFORT-SC-2019-2,114,142,270,0,NA,405,317,1,620,194,1,202,518,202,518,430,421,195
BEAUFORT-SC-2019-3,161,196,391,0,NA,491,406,0,715,277,0,211,684,211,684,450,568,219
BEAUFORT-SC-2019-4,125,128,248,0,NA,347,348,0,521,239,0,120,572,120,572,443,378,177
BEAUFORT-SC-2019-5,152,142,292,0,NA,437,439,8,608,264,8,115,758,115,758,602,444,170
BEAUFORT-SC-2019-6,217,188,340,0,NA,450,479,1,581,235,1,51,867,51,867,586,481,133
BEAUFORT-SC-2019-7,168,144,212,0,NA,354,325,2,478,164,2,37,636,37,636,554,332,98
BEAUFORT-SC-2019-8,121,98,170,0,NA,316,322,0,424,175,0,87,545,87,545,453,316,140
BEAUFORT-SC-2019-9,98,86,237,0,NA,354,389,7,440,238,7,102,632,102,632,480,357,167
BEAVER-OK-2019-1,1,0,1,0,NA,1,3,0,5,1,0,0,4,0,4,2,2,2
BEAVER-OK-2019-10,0,0,0,0,NA,1,0,0,2,1,0,0,1,0,1,1,0,3
BEAVER-OK-2019-11,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1
BEAVER-OK-2019-2,0,0,0,0,NA,1,2,0,2,0,0,0,3,0,3,3,0,0
BEAVER-OK-2019-3,0,1,0,0,NA,2,1,0,1,2,0,0,3,0,3,2,1,0
BEAVER-OK-2019-4,0,0,0,0,NA,1,1,0,1,0,0,0,2,0,2,2,0,0
BEAVER-OK-2019-5,0,0,0,0,NA,3,1,0,2,0,0,0,4,0,4,5,0,0
BEAVER-OK-2019-6,1,0,0,0,NA,1,1,0,2,1,0,0,2,0,2,3,1,0
BEAVER-OK-2019-7,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1
BEAVER-OK-2019-8,0,0,0,0,NA,1,1,0,2,0,0,0,2,0,2,2,0,0
